MFCCs_ 1,MFCCs_ 2,MFCCs_ 3,MFCCs_ 4,MFCCs_ 5,MFCCs_ 6,MFCCs_ 7,MFCCs_ 8,MFCCs_ 9,MFCCs_10,MFCCs_11,MFCCs_12,MFCCs_13,MFCCs_14,MFCCs_15,MFCCs_16,MFCCs_17,MFCCs_18,MFCCs_19,MFCCs_20,MFCCs_21,MFCCs_22,Family,Genus,Species,Label
1.0,0.408548626,0.14800437800000002,0.5686082610000001,0.184508347,-0.087741049,-0.177373823,0.15052654,0.316813797,0.051804455,-0.275058412,-0.01358275,0.23097940100000006,0.026620034,-0.154615733,-0.146594022,0.045499573,0.120203069,-0.043496082,-0.172663635,-0.03434323,0.146513263,0,0,3,8
1.0,0.136521896,0.176799609,0.5943961870000001,0.27875859,0.068208102,-0.13665681300000002,-0.018653062,0.205482922,0.034574502,-0.133595564,0.233966156,0.200757077,-0.297184004,-0.220281079,0.248763978,0.206932765,-0.111566169,-0.17428825399999998,-0.078863983,0.137373198,0.194845123,0,0,3,6
1.0,0.384161576,-0.01917126,0.203555156,0.452647245,0.103679017,-0.274392727,-0.068557089,0.145566998,0.225269133,-0.066081851,-0.32771783600000004,-0.017448756,0.251279832,0.149322844,-0.102630765,-0.224212813,-0.03684658,0.089451365,0.009180368,-0.067934089,-0.035370856,1,1,0,23
1.0,0.470370239,0.418614891,0.226134491,0.055288675,0.15491918400000002,0.035074612000000005,-0.042244743,0.066671076,0.06148522400000001,-0.035804322,0.031673895,0.061097166,-0.019267224,-0.034756726,0.049633531,0.019443248,-0.01772951,0.001524352,-0.024390161,0.003787815,0.053387112,2,2,6,3
1.0,0.248396018,0.194143511,0.517001374,0.248612512,0.029071478,-0.173867927,0.026211245,0.297131512,0.024864673,-0.287840419,0.119547602,0.420137902,-0.021747116,-0.291375261,0.030166283,0.22755869,0.081585925,-0.076784589,-0.183159635,0.00033020900000000004,0.214333338,0,0,3,43
1.0,0.393335963,0.100370212,0.353823248,0.302590355,0.172213575,-0.041887509,-0.144655925,0.000898157,0.317717632,0.154316549,-0.177508818,-0.103737692,0.21720393,0.166860993,-0.047773978,-0.131303403,-0.094876808,0.006426899,0.147401545,0.06940262700000001,-0.16486112,2,7,4,44
1.0,0.229599202,0.108311119,0.579072397,0.242781757,0.033605675,-0.138469085,0.034440068,0.274584349,0.099765542,-0.247742764,0.123719148,0.417944373,-0.062622396,-0.307529852,0.027386869,0.224849323,0.058149086,-0.140966622,-0.184593984,0.050052686,0.249493042,0,0,3,1
1.0,0.393213278,0.26480724,0.400478475,0.244671696,0.144786133,0.064477958,-0.069932513,-0.181582193,0.011299458,0.142009642,-0.101765592,-0.259990014,0.05922688,0.136483837,-0.133685193,-0.17516709600000002,0.004095113,0.019530745,-0.048075165,-0.027933913,-0.011227192,1,1,0,14
1.0,0.325577071,0.390248069,0.262459735,0.060283072,0.15615396,0.107835187,-0.083897529,0.023447833,0.073613155,-0.023294644,0.025446838,0.095537061,-0.028703727,-0.075006132,0.037461883,0.051763675,0.006492075,0.017038956,0.015217497,-0.022517768,0.013413622,2,2,6,3
1.0,0.70897362,0.907652296,0.442389056,-0.007314187,0.27457533100000003,0.114483385,0.093589965,0.184404521,-0.130987649,0.008117048,0.384731576,-0.045274586,-0.092721465,0.294522724,0.133926045,-0.092123242,0.032879789,0.053050362,0.100604329,0.017811472,-0.167869981,2,2,5,25
1.0,0.251102411,0.116712182,0.632897597,0.338071339,0.106537827,-0.111473548,0.007463907,0.188249525,0.064735998,-0.143303653,0.08864023,0.136471666,-0.180666856,-0.092986735,0.157855611,0.059599485,-0.052470404000000005,-0.03634311,-0.039305178,0.082445912,0.190623886,0,0,3,2
1.0,0.257409638,0.330434936,0.48856137,0.106959126,0.060350712,-0.075515788,0.026544437,0.233059192,-0.027620706,-0.191923116,0.240116764,0.235061477,-0.282940951,-0.143703663,0.256093184,0.146201164,-0.103135313,-0.175729831,-0.082460452,0.192017597,0.14149181800000002,0,0,3,21
1.0,0.219927987,-0.005585438000000001,0.120761913,0.173247536,0.206716211,0.12514114199999998,-0.082696702,-0.144712213,0.025289556,0.098796618,-0.004812746,-0.008834906,0.033545821,-0.07203048299999999,-0.11367478,0.026402614,0.087693428,-0.016721696,-0.071413318,-0.002838935,0.024055523,1,1,0,45
1.0,0.17025689800000002,-0.204591402,0.232864782,0.373921649,0.364438836,0.105864605,-0.140064842,-0.201746294,0.289510439,0.377694788,-0.187818634,-0.497135366,-0.013097774,0.47273427,0.30228715300000003,-0.093396628,-0.243600424,-0.263654386,-0.065857209,0.294569356,0.257656657,0,0,1,46
1.0,0.138244821,0.355768078,0.307397402,0.16167232199999998,0.256343364,0.128220007,-0.167025594,-0.040548355,0.130232262,0.08771288599999999,0.059048770999999986,0.069029664,-0.107907103,-0.111809164,0.064733937,0.112952131,0.02998333,-0.002501224,-0.046093635,-0.052829817,0.062774932,2,2,6,3
1.0,0.663282535,0.686319985,0.467212125,-0.10190998,0.037366009,-0.030461681,0.149022525,0.101492421,-0.49736038,-0.154900621,0.433915798,-0.144778389,-0.25988683100000004,0.376786098,0.245530761,-0.13365183,0.038162793,0.096166135,0.21005045100000005,0.150106968,-0.093454993,2,2,5,0
1.0,0.260157878,-0.219959715,0.227767268,0.44759072,0.208259369,-0.114966839,-0.037940853,0.158212459,0.16984483,-0.121825328,-0.245894575,-0.007892255,0.232682995,0.173635927,-0.026033301,-0.068958891,0.047995967,0.05709179900000001,-0.028009046,-0.038307536,0.07148546900000001,1,1,0,23
1.0,0.479147007,0.302077663,0.599930937,0.17816804100000005,-0.076968204,-0.11103217,0.111282556,0.320095136,0.032922516,-0.330812793,0.002246335,0.355862146,-0.041500066,-0.276711578,-0.028097635,0.188942618,0.051446388,-0.028578247,-0.098858767,-0.02731984,0.1662999,0,0,3,10
1.0,0.668273749,0.6896152990000001,0.422934884,0.025767045,0.108986088,0.034690979,0.173010812,0.096491169,-0.341202158,-0.0075804980000000015,0.375474625,-0.194869676,-0.194511122,0.254246831,0.091844808,-0.11279924,0.01968854,0.08865654199999999,0.130470154,0.013598001,-0.165476138,2,2,5,0
1.0,0.160768534,0.6568321570000001,0.4441550070000001,-0.227202566,0.195941485,0.347692481,-0.23202445,0.029265549,0.264902058,-0.124080848,-0.178900562,0.19847754,0.191475172,-0.070937036,-0.042914941,0.027772009,0.006600042,0.023044163,0.096073649,0.009021574,-0.124023986,0,3,7,9
1.0,0.11200241,0.288951426,0.346993208,0.200789653,0.22706698600000005,0.122854779,-0.152699177,-0.07068177099999999,0.093894953,0.06774246,0.077989954,0.105125109,-0.051347224,-0.123471858,0.010112447,0.09423271,0.048215525,0.016500719,-0.019380442,-0.059558632,-0.007187626,2,2,6,19
1.0,0.533850133,0.67850676,0.680031733,-0.404906077,0.295115995,0.607949388,-0.021976357,-0.350664869,0.182363928,0.07148459,-0.16834655,0.216419353,0.30684189,-0.10587927,-0.192477502,0.011276258,0.050088281,-0.006335933,0.110074715,0.07151033400000001,0.030319121,3,5,9,16
1.0,0.292302865,0.232730576,0.579877172,0.211310751,0.130696828,-0.06521491,0.039102183,0.308482335,0.070558602,-0.322361088,0.097539816,0.400729938,-0.101105212,-0.234548606,0.147276581,0.180609912,-0.052742333,-0.110074097,-0.123815753,0.051166063,0.196153896,0,0,3,8
1.0,0.158034487,0.286307208,0.656552229,0.148022818,0.035410901,-0.079766196,0.072384179,0.307636679,-0.039291619,-0.383013955,0.131146231,0.376579843,-0.132973405,-0.18292267,0.179147506,0.233102635,-0.061943741,-0.105259357,-0.012541197,0.148288578,0.193450896,0,0,3,8
1.0,0.289182538,0.295984215,0.46577111,0.04154279,-0.08501170699999999,-0.12427035,0.08961287,0.27215031300000003,-0.010590622,-0.36072952,0.035641227000000004,0.370526347,-0.073435646,-0.253026935,0.105440224,0.2346579,0.009715112,-0.085580034,-0.07214067099999999,0.110529471,0.242394824,0,0,3,11
1.0,0.5846351129999999,0.396652641,0.209962764,0.05695051900000001,0.141568122,0.039698993,-0.038881822,0.08673191,0.07318493,-0.087893206,0.046900052000000005,0.067951033,-0.050714686,-0.005770159,0.061417024,-0.032618746000000004,-0.021345525,0.059515488,-0.009325299,-0.00035886800000000003,0.063773229,2,2,6,4
1.0,0.146105014,0.008254385999999999,0.428491651,0.225113816,0.114719862,-0.07818161900000001,-0.018613494,0.213059347,0.120245506,-0.230261427,0.005059239,0.296771489,-0.002875727,-0.25507882,0.016717676,0.252333648,0.116864804,-0.058304513,-0.17214560199999998,-0.000949076,0.246418404,0,0,3,2
1.0,0.314986299,0.387101908,0.737890195,0.025425338,-0.221434759,0.193463554,0.201020029,-0.21684987100000006,-0.002680712,0.310646933,0.000117923,-0.250948644,0.047081056,0.250744162,0.08003223799999999,-0.06594886400000001,0.08610014,0.046340083,-0.033826251,-0.049647296,0.047449927,2,7,4,47
1.0,0.202437334,0.207184089,0.657407063,0.285562136,-0.008828478,-0.16765404,0.209392553,0.350650377,-0.058777686,-0.31912459,0.23256549,0.370677544,-0.165434983,-0.207864567,0.136313769,0.167871629,-0.030643957000000006,-0.065702382,-0.071066712,0.127219523,0.094500215,0,0,3,27
1.0,0.209972089,0.30602455100000003,0.305520129,0.16752557,0.1933343,0.097264811,-0.164303824,-0.00568893,0.104785212,-0.02169668,0.014971208,0.1484723,-0.012374348,-0.088226026,0.008520827,0.07680628099999999,0.031900874,0.019904536,-0.000680638,-0.079932192,-0.05593108,2,2,6,4
1.0,0.17037482199999998,0.109006847,0.506066045,0.229531739,0.051766061,-0.107725157,0.02902895,0.302679405,0.160091586,-0.230283705,-0.033411406,0.310091753,-0.004285642,-0.29677916,-0.050502791,0.202339013,0.108807506,-0.082581899,-0.197169962,-0.050729873,0.23594682600000005,0,0,3,2
1.0,0.333337741,0.245391705,0.27944997,0.077980722,-0.039769296,0.06850538099999999,0.111634823,-0.00526959,-0.039156918,0.053384894,0.064500331,-0.01517111,-0.02901023,0.025920014,0.034938797,-0.000932238,-0.007568492,0.008524832,0.008544603000000001,0.001970201,0.006358836999999999,3,5,9,48
1.0,0.23166919,0.7774586040000001,0.34054329200000005,-0.39475454,0.338921721,0.427629102,-0.198061182,-0.055188194,0.155893964,-0.129502904,-0.052864675,0.25515065800000003,0.05969399,-0.133151706,-0.058166051,0.08519824599999999,0.009916239,-0.011587776,0.100771659,0.103085529,-0.032523463,0,3,7,9
1.0,0.160548741,0.054317978,0.4319423570000001,0.17719174399999998,0.057864626,-0.144125497,-0.038170921,0.208880139,0.037119774,-0.244350872,0.098382823,0.332433898,-0.108981785,-0.264792247,0.08664455800000001,0.164433957,0.004077595,-0.11815265,-0.153727321,0.015223303999999997,0.175406488,0,0,3,1
1.0,0.344350826,0.326927962,0.565266712,0.120962993,0.058588667,-0.102641198,0.101089401,0.301173615,-0.01326686,-0.34844517,0.102044483,0.428336913,-0.092504926,-0.261767703,0.15125148900000002,0.246738406,0.020377419,-0.045335909,-0.056604242,0.09771932,0.15390901699999998,0,0,3,13
1.0,0.503665392,0.578936594,0.5871944729999999,-0.17470841,-0.109204284,0.40295316,0.106413191,-0.253925035,0.102080166,0.254501794,-0.107954795,-0.143032918,0.16512924,0.106981972,-0.125371969,0.02856901,0.135222016,-0.053538357,-0.10129218,0.02599157,0.007473668,0,0,1,5
1.0,0.378825471,0.184346019,0.6530305789999999,0.233400019,-0.012963642,-0.215700226,0.076427297,0.385251038,0.14138362699999998,-0.286035225,-0.010008788,0.336145694,0.003516278,-0.294299289,-0.053675086,0.202043622,0.125030084,-0.00092563,-0.15419745699999998,-0.059196981,0.20641376600000005,0,0,3,8
1.0,-0.309680926,-0.320006219,-0.000670583,-0.014381972,0.153042802,0.272412996,0.101952383,0.141176606,0.115573602,-0.168805044,-0.180491102,0.068883868,0.02494776,-0.105329846,-0.014239354,0.138767995,0.121474495,0.020669396,-0.078547613,-0.085129267,0.013646086000000002,2,7,4,49
1.0,0.534090076,0.7015165740000001,0.577062393,-0.119246522,-0.02639867,0.43260554,0.036776737,-0.306759108,0.14124447099999998,0.137519675,-0.231170324,-0.08817479800000001,0.17668563199999998,-0.001277618,-0.158539541,0.052612868,0.082897653,-0.100509144,-0.023233722,0.078870964,-0.004000383,0,0,1,5
1.0,0.16076684,-0.028135764,0.329112427,0.32552399,0.222706893,0.049998888,-0.255066373,-0.220581456,0.315604964,0.42413171,-0.112864272,-0.361144669,-0.009476317,0.263227987,0.097448506,-0.068099464,-0.141280887,-0.206826531,-0.089200356,0.144650522,0.13906026,0,0,1,50
1.0,0.572000455,0.317221537,0.527273938,0.15143555,-0.104943135,-0.094915624,0.126389688,0.298449328,0.012203066,-0.275163618,0.011149781,0.299412117,-0.05021845,-0.231199536,0.012789989,0.225761313,0.040445283,-0.06463657099999999,-0.111209317,0.036488461,0.197143397,0,0,3,10
1.0,0.188741403,0.109597981,0.525181494,0.196945662,0.011194304,-0.143499259,0.003403788,0.272845318,0.057010767,-0.278122703,0.088616744,0.347542103,-0.08488966099999999,-0.31273341,0.040150243,0.266851163,0.12256539,-0.107745011,-0.161726135,0.067672625,0.273658606,0,0,3,1
1.0,0.098104769,0.366116836,0.360185083,0.226435544,0.2069761,0.134973041,-0.15731361900000002,-0.053591023,0.121890074,0.090674042,0.064426308,0.118754226,-0.021967941,-0.13247647199999998,-0.010113811,0.09996916,0.048026323,0.047611989,0.029600676,-0.07901087400000001,-0.031968011,2,2,6,15
1.0,0.419828388,0.323045965,0.6418485979999999,0.173224233,-0.01438685,-0.124021496,-0.057042243,0.220745053,0.068511497,-0.300932659,0.031211598,0.455949771,0.010266524,-0.329300086,-0.011411006,0.18163844,-0.014115343,-0.05631268900000001,-0.096878671,-0.05750538700000001,0.177654158,0,0,3,10
1.0,0.557606053,0.052145463,0.3958955770000001,0.452038359,0.251304019,-0.112958077,-0.213892251,0.061343669,0.309230117,0.107350742,-0.299224883,-0.193432669,0.248808568,0.301393044,0.044746875,-0.125171422,-0.06189693900000001,0.017342592,0.088011042,0.015659358999999998,-0.12485921,2,7,4,22
1.0,0.019746715,0.119641156,0.452170687,0.303171194,0.25958862,-0.074390358,-0.259218422,0.07536148599999999,0.22376767,-0.02562474,-0.142802041,-0.149142398,0.071730879,0.256062074,0.006255028,-0.191480803,-0.029391152,0.10282899,0.053387457,0.008209046999999999,-0.039382544,1,1,0,42
0.968131278,0.662684516,1.0,0.298806546,-0.147394169,0.450145713,0.14790794599999998,-0.062694658,0.299249135,0.004270426,-0.081843268,0.234512062,-0.131409682,-0.17497791699999998,0.202715041,0.08115763599999999,-0.134812928,0.010213464,0.013851155,0.036566242,-0.0568062,-0.178875707,2,2,5,25
1.0,0.622251498,0.679600035,0.3816406570000001,-0.073033263,0.045780989,-0.068247115,0.175388529,0.176338291,-0.30451548300000003,0.030498153,0.423196542,-0.112238645,-0.201715673,0.236742503,0.053658388,-0.187970709,-0.062816169,-0.046199563,0.095852224,0.050743187,-0.175299667,2,2,5,0
1.0,0.83485809,0.713564402,0.335807645,0.009537618,0.222835129,0.061416301,0.181160683,0.260002402,-0.181885629,0.039225132,0.398801063,-0.155023097,-0.175823459,0.253040891,0.055518498,-0.090968921,0.132973745,0.069403358,0.069258788,-0.003226126,-0.203215922,2,2,5,25
1.0,0.497236344,0.232258337,0.5071293889999999,0.147941389,-0.011220781,-0.137436306,0.048248705,0.216346871,0.001061371,-0.259154147,0.092592802,0.285291591,-0.115978536,-0.23979778,0.027303835,0.089730405,-0.015021069,-0.076304211,-0.135408742,0.046353697,0.20975078,0,0,3,11
1.0,0.19628135,0.359101238,0.309784882,0.144869075,0.198416182,0.160086359,-0.142030595,-0.0942965,0.104778641,0.107277913,0.06161392900000001,0.102823279,-0.054141658,-0.13337886,0.011255265,0.099519292,0.017372162,-0.004956061,-0.027831449,-0.046582364,0.004179193,2,2,6,19
1.0,0.086206688,-0.021571627000000003,0.47830315,0.285100233,0.07145686700000001,-0.147350733,-0.034298662,0.270717708,0.12253804,-0.34756632299999995,-0.073416821,0.351417873,-0.036479138,-0.378071115,-0.074859465,0.219159848,0.071181776,-0.117480094,-0.198626026,-0.010205953,0.28995924100000003,0,0,3,2
1.0,0.191366503,0.17329351399999998,0.509270173,0.228415428,0.134566634,-0.064910698,-0.010389121,0.153040433,-0.009382937,-0.157509812,0.23487731,0.209627209,-0.282371561,-0.171832471,0.25901329100000003,0.184927499,-0.142487915,-0.209949482,-0.079414672,0.157809934,0.209376326,0,0,3,6
1.0,0.373049687,0.251765727,0.623693749,0.262457283,0.051881785,-0.180784491,0.083028462,0.267924288,-0.024723449,-0.338429354,0.054107808,0.290168721,-0.13675484,-0.288072429,0.06122159200000001,0.189392067,0.051915988,-0.06874151099999999,-0.194739495,0.05164955,0.202251652,0,0,3,8
1.0,0.088756011,0.038740647,0.609527382,0.32423340300000003,0.07837559599999999,-0.176391086,-0.013474882,0.196389518,0.020678067,-0.188317118,0.18635757100000006,0.289200936,-0.184282707,-0.187644415,0.15410367,0.202333401,-0.03619992,-0.13791256400000002,-0.06908374,0.136362307,0.201355113,0,0,3,27
1.0,0.180022066,0.0757933,0.45625225,0.199193104,0.064975999,-0.112428716,0.030214364,0.23101998,0.061758875,-0.259914089,-0.019293099,0.282928393,-0.045838222000000005,-0.306166342,-0.029897965,0.190335113,0.08945047199999999,-0.047632326,-0.142642458,-0.05594589,0.18777520000000006,0,0,3,2
1.0,0.019048966,0.712356896,0.53326116,-0.035684045,-0.018521759,-0.019071801,0.176124411,0.15689861300000002,-0.14104285,-0.041965017,0.13754762199999998,0.015082563,-0.053594276,-0.033491096,0.006257865,0.06200752900000001,0.012259111,-0.032998028,0.01229716,0.008329913000000001,0.015540597,2,6,10,34
1.0,0.501146964,0.405827405,0.196939478,0.018836646,0.133498675,0.056257433,-0.026926197,0.062346612,0.053734171,-0.022344385,0.039368065,0.046033269,-0.022444668,0.002909222,0.063294088,0.009267484,-0.012518811,0.019698671,0.00161759,0.008692494,0.052124382,2,2,6,3
1.0,0.084469982,-0.008525132,0.448762494,0.216890696,0.111326922,-0.105501977,-0.034756695,0.225975469,0.14707816199999998,-0.24003774,0.003862542,0.320509301,-0.057144773,-0.306398538,0.033366723,0.316092401,0.120413444,-0.136803219,-0.233248654,-0.028545203,0.259110499,0,0,3,2
1.0,0.126662175,0.086405139,0.494120631,0.199936824,0.060537018,-0.16213935599999998,-0.123865826,0.192652827,0.009402988,-0.290393927,0.141774758,0.409323148,-0.135511673,-0.369718675,0.039763157,0.16677078,0.006779275,-0.131453076,-0.169113371,0.035941834,0.24522397,0,0,3,1
1.0,0.085909938,0.111406078,0.665573096,0.276898593,0.050164927000000005,-0.149893684,-0.047556672,0.249263659,0.122545253,-0.300831792,-0.022223604,0.34217580299999995,-0.045542035,-0.330774659,-0.009488641,0.258858179,0.10877993,-0.028695578,-0.200460346,-0.121647832,0.153845205,0,0,3,2
1.0,0.307713058,0.140830675,0.610007257,0.16635101800000002,-0.016127133999999998,-0.215199494,0.018852829,0.266502682,0.078874464,-0.290010563,0.093631226,0.392561597,-0.050382852,-0.3053009,-0.003903616,0.243542874,0.066968797,-0.110667129,-0.223465743,0.021217817000000003,0.22015840600000006,0,0,3,1
1.0,0.713703199,0.65262553,0.408224228,-0.015904775,0.153925482,0.167972597,-0.111069088,0.065843737,0.114697234,-0.1205997,-0.009531753,0.083273704,-0.14882915,-0.113914049,0.049899853,-0.055904654000000005,-0.066840245,0.135640823,0.064844913,0.004835325,0.134317566,2,2,6,19
1.0,0.271005692,0.156636499,0.524634248,0.209795474,-0.071606558,-0.211966083,0.040635284,0.271987281,0.037579828,-0.251715533,0.074238474,0.310956254,-0.021800997000000003,-0.232768512,-0.004695777,0.122227165,-0.033363778,-0.14672342900000002,-0.161766042,0.090884161,0.207432506,0,0,3,27
1.0,0.418847108,0.321894194,0.517234445,0.16630666,0.045693417,-0.047951022,0.022037295,0.235976342,0.075263601,-0.241089399,0.05627272,0.324673626,-0.098857921,-0.293772666,0.07558540700000001,0.237236294,0.014242581,-0.026875627000000003,-0.082014945,-0.006451073000000001,0.174373757,0,0,3,10
1.0,0.30181188800000003,0.415233732,0.45542722,0.24790705,0.164929518,-0.031452384,-0.06865483900000001,0.072575477,0.132456007,-0.083425119,0.03845015,0.090560942,-0.190630532,-0.107013002,0.159589929,0.011794791,-0.060335021,0.027056617,-0.017324471,-0.005237177,0.15141259,2,2,6,3
1.0,0.265733454,0.16324669,0.477246026,0.155178684,0.012371842,-0.13960084,0.067832662,0.282457785,0.053410711,-0.279625128,0.109116532,0.35074636,-0.093091987,-0.253767008,0.039954441,0.191614711,0.101429218,-0.066686124,-0.163996732,0.03375799,0.226141237,0,0,3,11
1.0,0.48930268,0.38891224,0.6725721109999999,0.233927393,0.06934357599999999,-0.08219787,0.07678608099999999,0.268885792,-0.006459686,-0.272384508,0.122729327,0.3780786370000001,-0.088586424,-0.213256783,0.117979775,0.186646483,0.0301445,-0.097818204,-0.13475205099999998,0.053362137,0.177182647,0,0,3,11
1.0,0.54562368,0.47014995,0.219014867,-0.015913866999999998,0.15883103699999998,0.090000447,-0.091096998,0.085721304,0.108222666,-0.06295832700000001,0.006347311,0.082536357,-0.005442002,-0.016218701000000002,0.07619260900000001,0.003797135,-0.013160396,0.045182441,-0.008570593,-0.021944975,0.030066936,2,2,6,4
1.0,0.228149069,0.182352107,0.567177732,0.24961108,0.071918329,-0.138684895,-0.009818585,0.209038844,0.045496624000000006,-0.150348493,0.182224621,0.218225299,-0.223315324,-0.185246156,0.239241924,0.227566861,-0.082834747,-0.178619042,-0.09004710099999999,0.149664606,0.150830502,0,0,3,6
1.0,0.110771709,0.311424879,0.377541405,0.21754642,0.237866702,0.153334519,-0.14731755400000002,-0.077138722,0.106977177,0.04985474,-0.00663956,0.090002963,-0.001113287,-0.139795652,-0.025395151,0.090949977,0.024994696,0.014813937,0.018299479,-0.032083247,-0.022301797,2,2,6,3
1.0,0.202429944,0.061622172,0.5153333379999999,0.180437126,-0.003176783,-0.18291275,-0.006768404,0.290084825,0.17793451300000002,-0.200210886,0.051109517,0.318716464,-0.094949423,-0.351118803,-0.041198471,0.169032453,0.085821356,-0.071393106,-0.182233598,-0.046870203,0.180884488,0,0,3,1
1.0,0.325594607,0.294407824,0.5406642970000001,0.206186358,0.091527891,-0.108473745,-0.036493401,0.240575351,0.026767296,-0.274244909,0.095124727,0.26945727,-0.143129617,-0.196679482,0.14531769,0.243355488,0.008702481,-0.114873304,-0.11507326,0.056091866,0.230982899,0,0,3,13
1.0,0.10632114,0.119516434,0.5687233620000001,0.302136941,-0.045678051,-0.160215101,-0.028314532000000007,0.246762623,0.19376168,-0.232134757,-0.209512275,0.195351501,0.219868557,-0.07631959599999999,-0.189499923,-0.060007174,0.078877686,0.102088289,-0.075269438,-0.216399413,-0.023866957,2,7,4,17
1.0,0.070774144,-0.006458874,0.443989115,0.143721571,0.025116559,-0.207848303,-0.136732558,0.243305547,0.158764651,-0.244659899,0.08487517800000001,0.297837808,-0.206807603,-0.341802381,0.087740548,0.222322654,-0.031202405,-0.160131468,-0.118831745,0.095675237,0.234922394,0,0,3,1
1.0,0.533289207,0.6856760590000001,0.583709766,-0.127424677,-0.017000575,0.4255600470000001,0.040863343,-0.287377314,0.164285906,0.209991717,-0.156864059,-0.065387982,0.214583612,0.064597054,-0.153779715,0.076596501,0.177948448,-0.049980361,-0.031321422,0.089216987,0.043251985,0,0,1,5
1.0,0.315317744,0.497602053,0.34849685700000005,-0.227228294,0.28729831,0.417226513,-0.111509468,-0.155905328,0.155239341,0.021855163,-0.114638652,0.157684272,0.180255999,-0.069516644,-0.131329613,0.072043524,0.037927291,-0.031579611,0.040855927,0.142172774,-0.025470326,0,3,7,51
1.0,0.368375461,0.424146383,0.386477901,0.257145888,0.12529870699999998,-0.17724734600000006,0.149548805,0.015872723999999998,-0.050945919000000006,0.07070422400000001,0.080389327,-0.022292838,-0.061673201,-0.07149763,0.061738172,-0.004880407,-0.040048586,0.004374486,0.01710215,0.019770866,0.042356932,2,6,10,52
1.0,0.193920018,0.546736575,0.521438639,-0.316048891,0.20042620100000005,0.527233762,-0.008358418000000001,-0.25152418,0.03940513,0.033470623,-0.014748903,0.170638263,0.132618528,-0.134759039,-0.111241521,0.043825403,0.0239122,-0.007364215,-0.009276996,0.010643648,-0.010745332,0,3,7,51
1.0,0.16993365600000002,0.058313036,0.276362031,0.270103631,0.209740041,0.035766811,-0.206272967,-0.050851326,0.359776535,0.08179031,-0.382305559,-0.216366034,0.343778365,0.361163381,-0.037452687,-0.158649631,-0.179568317,-0.069816925,0.149701063,0.144328795,-0.073274407,0,0,1,26
1.0,0.219696499,0.251586438,0.556500532,0.168100243,0.039778662,-0.106924411,0.049968624,0.240053963,-0.056467388,-0.270024506,0.191040096,0.267554766,-0.223846176,-0.18061173100000005,0.236353208,0.18817686600000005,-0.077555608,-0.123515678,-0.048769029000000005,0.146655272,0.151617555,0,0,3,6
1.0,0.184422197,0.342100368,0.300767118,0.112938929,0.174571058,0.110661758,-0.115930044,-0.026847064,0.08398778900000001,0.050881142,0.051483444,0.08169040400000001,-0.047112495,-0.111858792,0.029128379,0.08744286400000001,0.02215022,0.005323911999999999,-0.005027746,-0.040915132,0.006994476,2,2,6,15
1.0,0.516456237,0.655285211,0.499931246,-0.136496264,-0.006879889,0.33998046200000004,-0.011041919,-0.30709113,0.143421893,0.169786296,-0.20724702,-0.060429943,0.171425169,-0.006207169,-0.157804673,0.049162084,0.077284635,-0.092126641,-0.029593146,0.052467933,-0.026659026,0,0,1,5
1.0,0.294658462,0.351443247,0.61381652,0.250652133,0.113532337,-0.140930365,0.065756288,0.287138027,0.059489457,-0.24929951600000005,0.041358427,0.212169787,-0.168207962,-0.3230015,0.058844786,0.161078785,-0.034488083,-0.152453367,-0.146924861,0.089246429,0.202658915,0,0,3,11
0.635199069,1.0,0.969100247,0.491566459,-0.074409166,0.55968081,0.152031028,0.060126271,0.04424796,-0.391224574,0.251700304,0.557078082,-0.310603192,0.156848675,0.474802303,-0.12859331,-0.020058523,0.26661505,-0.100410073,-0.073719037,0.047780376,-0.091824173,2,2,5,25
1.0,0.329946084,0.281945825,0.611831692,0.123404195,0.036021444,-0.01963294,0.124159103,0.266546719,-0.020803124,-0.407927369,0.063748505,0.396721051,-0.122332018,-0.308303677,0.092891392,0.189154998,-0.041869119,-0.105709559,-0.075131447,0.064537836,0.242433758,0,0,3,7
1.0,0.101870241,-0.033671866,0.4415591170000001,0.219914483,0.070044423,-0.096613819,-0.003962022,0.187214254,0.148987425,-0.121696982,0.050714311,0.250099037,-0.078143794,-0.321554656,-0.010644658,0.25903403,0.124745421,-0.07989845,-0.175890519,-0.02912808,0.194362886,0,0,3,2
1.0,0.157634968,0.17747055,0.615303835,0.250278588,0.105909034,-0.130370113,0.011696266,0.177300344,-0.005231044000000001,-0.195350163,0.185526831,0.200998407,-0.270654842,-0.148178758,0.247795421,0.202676622,-0.122815418,-0.211686861,-0.090303975,0.118118305,0.110369562,0,0,3,6
0.525903472,0.7619889790000001,1.0,0.487230959,0.049833492,0.418160192,-0.00637143,-0.135314845,0.095059157,-0.027962085,-0.073036368,0.085370284,0.115113909,-0.16337549,-0.040409183,0.06610134599999999,-0.109202449,-0.211881947,-0.033179386,-0.191634203,-0.025953738,0.107397052,2,2,6,3
1.0,0.437962438,0.351329649,0.637228212,0.191724995,0.018585316,-0.067444244,0.088327054,0.324799994,0.05729623,-0.359223473,0.052584375,0.34122995100000003,-0.103191762,-0.290472279,0.048963184000000014,0.16831426800000002,-0.002004182,-0.097517626,-0.133158355,0.043208699,0.14851736,0,0,3,13
