age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,Label
52,1,2,4,1,2,1,1,4,4,152,2,999,1,1,-1.8,93.075,-47.1,1.435,5099.1,0
53,7,2,7,1,1,1,1,8,5,59,3,999,0,2,1.4,93.444,-36.1,4.963,5228.1,0
47,2,2,4,1,3,3,1,8,2,153,10,999,0,2,1.4,93.444,-36.1,4.965,5228.1,0
43,11,2,7,3,2,1,2,5,2,424,1,999,0,2,1.1,93.994,-36.4,4.857,5191.0,0
30,10,3,6,1,1,1,1,7,2,136,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
42,7,2,7,1,2,1,1,11,5,888,3,999,0,2,-0.1,93.2,-42.0,4.021,5195.8,0
54,2,2,8,1,2,1,1,8,3,99,3,999,0,2,1.4,93.444,-36.1,4.964,5228.1,0
43,5,2,7,3,2,2,1,4,5,307,1,999,0,2,-1.8,93.075,-47.1,1.405,5099.1,0
25,1,2,7,1,2,1,2,6,5,109,1,999,0,2,1.4,94.465,-41.8,4.967,5228.1,0
33,2,3,2,1,2,1,1,5,5,474,2,999,0,2,-1.8,92.893,-46.2,1.3130000000000002,5099.1,0
27,2,3,3,1,2,1,1,5,2,352,1,999,0,2,-1.8,92.893,-46.2,1.344,5099.1,0
29,1,3,4,1,1,1,1,5,5,553,2,999,0,2,-1.8,92.893,-46.2,1.3130000000000002,5099.1,0
34,8,3,4,1,2,1,1,5,4,541,3,999,1,1,-1.8,92.893,-46.2,1.327,5099.1,0
38,5,2,7,1,2,1,1,5,5,1276,1,999,0,2,-1.8,92.893,-46.2,1.3130000000000002,5099.1,1
49,10,2,3,1,2,1,2,5,1,146,6,999,0,2,1.1,93.994,-36.4,4.857,5191.0,0
31,10,3,4,1,2,2,1,8,3,113,2,999,0,2,1.4,93.444,-36.1,4.967,5228.1,0
46,1,2,4,1,2,2,2,6,3,148,10,999,0,2,1.4,94.465,-41.8,4.864,5228.1,0
29,1,3,7,1,2,1,2,6,5,10,27,999,0,2,1.4,94.465,-41.8,4.959,5228.1,0
44,4,2,1,1,2,1,1,5,3,31,1,999,1,1,-1.8,92.893,-46.2,1.281,5099.1,0
43,5,2,7,1,1,1,1,8,1,75,1,999,0,2,-2.9,92.201,-31.4,0.861,5076.2,0
30,8,3,4,1,2,1,1,6,1,181,2,999,0,2,-2.9,92.963,-40.8,1.26,5076.2,1
38,5,2,7,1,1,2,1,11,5,79,1,999,0,2,-0.1,93.2,-42.0,4.021,5195.8,0
39,7,2,7,1,1,1,2,5,3,17,2,999,0,2,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
31,4,3,4,1,2,1,1,7,3,125,3,999,0,2,1.4,93.918,-42.7,4.963,5228.1,0
37,10,3,4,1,2,1,1,4,4,44,2,999,0,2,-1.8,93.075,-47.1,1.41,5099.1,0
41,12,2,8,1,1,1,1,8,1,258,2,999,0,2,1.4,93.444,-36.1,4.97,5228.1,0
41,2,2,3,1,2,1,1,4,1,148,2,999,0,2,-1.8,93.075,-47.1,1.405,5099.1,0
47,1,2,7,1,2,1,1,11,1,58,1,999,0,2,-0.1,93.2,-42.0,4.191,5195.8,0
51,12,2,8,3,2,1,1,8,5,10,5,999,0,2,1.4,93.444,-36.1,4.963,5228.1,0
25,10,1,7,1,2,1,2,6,1,214,2,999,0,2,1.4,94.465,-41.8,4.865,5228.1,0
33,10,2,7,1,1,1,2,11,3,91,2,999,0,2,-0.1,93.2,-42.0,4.12,5195.8,0
39,8,3,4,1,1,1,2,5,5,346,4,999,0,2,1.1,93.994,-36.4,4.855,5191.0,0
28,2,2,2,3,1,1,2,5,4,262,1,999,0,2,1.1,93.994,-36.4,4.855,5191.0,0
29,2,1,3,1,2,1,1,5,3,168,4,999,1,1,-1.8,92.893,-46.2,1.281,5099.1,0
38,7,3,7,1,1,1,2,5,4,459,2,999,0,2,1.1,93.994,-36.4,4.855,5191.0,0
58,6,2,2,3,1,1,2,5,1,268,3,999,0,2,1.1,93.994,-36.4,4.857,5191.0,0
41,11,2,8,1,1,1,2,6,5,280,3,999,0,2,1.4,94.465,-41.8,4.967,5228.1,0
57,6,2,7,1,2,1,1,4,4,374,1,2,1,3,-1.8,93.075,-47.1,1.365,5099.1,0
52,5,2,7,3,2,2,1,8,4,118,1,999,0,2,1.4,93.444,-36.1,4.968,5228.1,0
56,6,2,1,3,2,1,1,8,3,102,1,999,0,2,1.4,93.444,-36.1,4.967,5228.1,0
34,1,2,7,1,2,2,1,11,5,85,3,999,0,2,-0.1,93.2,-42.0,4.021,5195.8,0
32,10,2,6,1,1,1,1,7,2,711,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
30,11,2,4,1,2,1,1,7,2,383,3,999,0,2,1.4,93.918,-42.7,4.961,5228.1,0
44,12,3,3,3,2,1,2,6,1,76,3,999,0,2,1.4,94.465,-41.8,4.96,5228.1,0
59,8,2,1,3,1,1,1,8,4,93,7,999,0,2,1.4,93.444,-36.1,4.963,5228.1,0
42,2,2,1,1,1,1,2,5,3,51,1,999,0,2,1.1,93.994,-36.4,4.859,5191.0,0
33,2,3,1,1,1,2,1,5,2,807,3,999,1,1,-1.8,92.893,-46.2,1.291,5099.1,0
46,8,2,6,1,2,1,2,5,2,273,4,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
41,2,1,3,1,2,1,1,5,5,88,1,999,1,1,-1.8,92.893,-46.2,1.3130000000000002,5099.1,0
24,9,3,4,1,1,1,1,6,2,292,1,999,1,1,-1.7,94.055,-39.8,0.737,4991.6,0
75,6,2,7,1,2,1,1,7,4,229,1,999,2,1,-1.7,94.215,-40.3,0.81,4991.6,1
33,10,2,7,1,2,1,1,5,1,182,1,999,0,2,-1.8,92.893,-46.2,1.244,5099.1,0
29,1,2,7,1,2,2,1,4,1,245,1,999,0,2,-1.8,93.075,-47.1,1.405,5099.1,0
32,1,2,6,1,2,1,1,7,3,173,3,999,0,2,1.4,93.918,-42.7,4.963,5228.1,0
30,10,3,7,1,1,1,1,8,4,183,7,999,0,2,1.4,93.444,-36.1,4.963,5228.1,0
57,6,2,7,1,2,1,2,6,5,12,5,999,0,2,1.4,94.465,-41.8,4.959,5228.1,0
33,8,2,4,3,2,1,2,6,1,393,3,999,0,2,1.4,94.465,-41.8,4.865,5228.1,0
35,7,4,7,1,1,1,1,11,4,221,1,999,0,2,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
31,9,3,7,1,1,1,1,7,5,608,3,6,2,3,-1.7,94.215,-40.3,0.885,4991.6,1
34,10,3,7,1,2,2,1,8,3,455,3,999,0,2,1.4,93.444,-36.1,4.967,5228.1,1
41,2,2,4,1,2,1,1,5,5,239,1,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
30,1,3,7,1,1,1,2,5,3,25,1,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
32,2,2,3,1,2,1,1,4,4,114,1,999,1,1,-1.8,93.075,-47.1,1.41,5099.1,0
28,8,3,4,1,1,1,1,7,3,73,1,999,0,2,1.4,93.918,-42.7,4.963,5228.1,0
31,7,2,7,1,2,1,1,8,5,73,1,999,0,2,1.4,93.444,-36.1,4.963,5228.1,0
44,7,2,3,1,2,1,2,6,2,249,1,999,0,2,1.4,94.465,-41.8,4.864,5228.1,0
35,1,2,4,1,1,1,2,5,1,165,5,999,0,2,1.1,93.994,-36.4,4.857,5191.0,0
31,10,3,4,1,2,2,1,8,2,768,1,999,0,2,1.4,93.444,-36.1,4.966,5228.1,1
41,1,1,2,1,1,1,2,7,1,141,1,999,0,2,1.4,93.918,-42.7,4.96,5228.1,0
59,6,2,1,1,1,1,2,4,2,353,4,999,0,2,-1.8,93.075,-47.1,1.453,5099.1,0
36,10,2,4,3,2,1,1,8,3,112,2,999,0,2,1.4,93.444,-36.1,4.964,5228.1,0
36,10,1,6,3,1,1,2,6,1,90,4,999,0,2,1.4,94.465,-41.8,4.865,5228.1,0
46,1,1,7,1,2,1,2,7,1,59,4,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
39,2,3,3,1,1,1,2,5,2,650,3,999,0,2,1.1,93.994,-36.4,4.856,5191.0,1
29,10,2,6,1,1,1,2,5,5,886,3,999,0,2,1.1,93.994,-36.4,4.864,5191.0,1
45,2,2,3,3,2,1,1,4,2,427,4,999,1,1,-1.8,93.075,-47.1,1.423,5099.1,0
25,2,3,4,3,2,1,1,5,1,23,1,999,0,2,-1.8,92.893,-46.2,1.2990000000000002,5099.1,0
34,10,3,6,1,1,1,1,8,1,468,1,999,0,2,1.4,93.444,-36.1,4.965,5228.1,0
35,10,2,7,1,2,1,1,5,1,262,3,999,0,2,-1.8,92.893,-46.2,1.2990000000000002,5099.1,0
25,1,3,7,1,1,1,1,5,3,101,1,999,0,2,-1.8,92.893,-46.2,1.334,5099.1,0
29,3,2,1,1,1,1,1,7,2,103,4,999,0,2,1.4,93.918,-42.7,4.961,5228.1,0
54,1,2,7,1,2,2,1,8,5,204,1,999,1,1,-2.9,92.201,-31.4,0.8490000000000001,5076.2,1
39,4,2,1,3,2,1,1,8,4,223,6,999,0,2,1.4,93.444,-36.1,4.963,5228.1,0
34,4,3,7,1,1,1,2,6,4,267,2,999,0,2,1.4,94.465,-41.8,4.961,5228.1,0
58,3,1,7,1,1,1,2,6,4,40,2,999,0,2,1.4,94.465,-41.8,4.8660000000000005,5228.1,0
49,5,2,4,1,1,1,1,11,3,582,1,999,0,2,-0.1,93.2,-42.0,4.12,5195.8,0
48,10,2,2,1,1,2,2,5,2,175,1,999,0,2,1.1,93.994,-36.4,4.857,5191.0,0
52,10,2,4,1,2,1,2,5,1,503,2,999,0,2,1.1,93.994,-36.4,4.857,5191.0,0
38,1,1,7,1,1,1,2,6,5,50,3,999,0,2,1.4,94.465,-41.8,4.959,5228.1,0
31,10,3,6,1,3,3,1,8,1,202,7,999,0,2,1.4,93.444,-36.1,4.963,5228.1,0
29,10,3,6,1,2,1,1,5,1,245,1,999,0,2,-1.8,92.893,-46.2,1.244,5099.1,0
45,2,2,1,3,2,2,1,8,1,187,1,999,0,2,1.4,93.444,-36.1,4.965,5228.1,0
24,10,2,7,1,2,2,1,9,2,89,2,3,1,3,-3.4,92.379,-29.8,0.77,5017.5,1
42,1,2,4,1,2,1,1,7,5,311,6,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
34,10,2,6,1,2,1,1,8,5,36,1,999,0,2,1.4,93.444,-36.1,4.963,5228.1,0
45,2,3,3,1,1,1,2,6,1,185,1,999,0,2,1.4,94.465,-41.8,4.865,5228.1,0
32,10,3,7,1,2,1,1,8,3,168,1,999,0,2,1.4,93.444,-36.1,4.965,5228.1,0
38,1,3,8,1,2,1,1,5,5,191,1,999,0,2,-1.8,92.893,-46.2,1.3130000000000002,5099.1,0
52,7,1,3,1,2,1,1,11,4,26,5,999,1,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
52,5,2,6,1,2,2,2,5,2,280,1,999,0,2,1.1,93.994,-36.4,4.857,5191.0,0
32,1,2,7,1,1,1,2,11,4,132,1,999,0,2,-0.1,93.2,-42.0,4.592,5195.8,0
23,1,3,7,1,2,1,1,7,3,104,1,999,2,1,-1.7,94.215,-40.3,0.8809999999999999,4991.6,0
24,10,3,7,1,1,1,1,7,3,141,4,999,0,2,1.4,93.918,-42.7,4.963,5228.1,0
36,4,2,1,1,1,1,1,8,1,73,2,999,0,2,1.4,93.444,-36.1,4.965,5228.1,0
28,8,2,4,1,1,1,1,7,2,289,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
36,2,2,2,1,2,1,2,7,3,16,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
30,10,3,7,1,2,1,1,8,1,14,13,999,0,2,1.4,93.444,-36.1,4.965,5228.1,0
61,2,2,2,1,2,2,1,5,5,403,1,3,2,3,-1.8,93.876,-40.0,0.695,5008.7,1
81,6,2,1,1,1,1,1,5,1,617,2,999,0,2,-1.8,92.893,-46.2,1.354,5099.1,1
56,10,2,7,3,1,1,1,7,1,17,19,999,0,2,1.4,93.918,-42.7,4.96,5228.1,0
31,10,2,6,1,2,1,2,5,3,157,6,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
35,2,1,3,1,1,2,2,5,2,131,1,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
32,1,3,4,1,1,2,2,6,5,180,2,999,0,2,1.4,94.465,-41.8,4.967,5228.1,0
52,12,2,2,1,1,1,2,5,5,54,4,999,0,2,1.1,93.994,-36.4,4.864,5191.0,0
42,2,1,3,1,3,3,2,5,1,100,1,999,0,2,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
40,10,2,3,1,2,1,2,5,2,34,3,999,0,2,1.1,93.994,-36.4,4.857,5191.0,0
42,8,2,4,3,2,1,1,7,1,136,4,999,0,2,1.4,93.918,-42.7,4.96,5228.1,0
34,1,2,7,1,1,1,1,8,2,109,1,999,0,2,1.4,93.444,-36.1,4.963,5228.1,0
22,2,3,3,1,2,1,2,7,1,110,7,999,0,2,1.4,93.918,-42.7,4.96,5228.1,0
51,2,2,1,3,2,1,2,6,2,334,2,999,0,2,1.4,94.465,-41.8,4.961,5228.1,0
26,1,3,7,1,2,2,1,5,2,15,7,999,0,2,-1.8,92.893,-46.2,1.291,5099.1,0
44,8,2,6,1,1,1,1,8,1,341,2,999,0,2,1.4,93.444,-36.1,4.97,5228.1,0
34,1,3,7,1,1,1,1,5,5,101,4,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,0
51,2,2,4,1,2,1,1,5,3,809,1,999,1,1,-1.8,92.893,-46.2,1.281,5099.1,1
36,1,2,4,1,1,1,2,5,3,97,2,999,0,2,1.1,93.994,-36.4,4.859,5191.0,0
33,5,2,4,3,2,1,2,5,3,641,1,999,0,2,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
32,1,2,7,1,2,2,1,8,3,224,1,999,0,2,1.4,93.444,-36.1,4.965,5228.1,0
37,1,3,4,1,1,2,1,7,2,223,6,999,0,2,1.4,93.918,-42.7,4.961,5228.1,0
25,1,3,7,1,1,1,2,6,1,94,2,999,0,2,-2.9,92.963,-40.8,1.26,5076.2,0
41,5,1,2,1,1,1,1,11,4,268,1,999,0,2,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
77,5,2,8,1,2,1,1,8,5,160,1,3,6,3,-1.7,94.027,-38.3,0.905,4991.6,1
32,8,2,4,3,1,1,2,6,5,174,1,999,0,2,1.4,94.465,-41.8,4.959,5228.1,0
45,7,1,7,1,2,2,2,6,1,173,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,0
44,1,1,4,1,2,1,1,5,2,173,8,999,1,1,-1.8,92.893,-46.2,1.291,5099.1,0
28,2,3,2,1,1,1,2,5,5,557,1,999,0,2,1.1,93.994,-36.4,4.855,5191.0,0
31,8,2,4,1,1,2,1,11,4,49,1,999,0,2,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
32,8,2,4,1,2,2,2,5,3,184,9,999,0,2,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
32,2,2,8,1,1,1,1,11,4,366,4,999,0,2,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
60,3,2,1,1,3,3,2,5,4,101,3,999,0,2,1.1,93.994,-36.4,4.86,5191.0,0
34,10,2,6,1,2,2,1,11,4,42,7,999,0,2,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
27,2,3,3,1,2,1,1,5,2,339,2,999,1,1,-1.8,92.893,-46.2,1.291,5099.1,0
43,12,2,4,3,2,2,2,5,1,329,2,999,0,2,1.1,93.994,-36.4,4.857,5191.0,0
30,9,3,8,3,2,1,2,5,1,114,2,999,0,2,1.1,93.994,-36.4,4.857,5191.0,0
43,11,2,1,1,1,1,1,5,3,117,2,999,0,2,-1.8,92.893,-46.2,1.334,5099.1,0
42,1,3,7,1,1,1,1,8,1,1013,3,999,0,2,-1.7,94.027,-38.3,0.898,4991.6,0
26,10,3,7,1,2,1,1,7,5,806,3,6,2,3,-1.7,94.215,-40.3,0.861,4991.6,1
34,1,2,6,1,2,1,2,5,2,248,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
56,6,2,4,1,1,1,1,5,1,317,1,999,0,2,-1.8,92.893,-46.2,1.244,5099.1,0
38,2,2,2,1,1,1,2,5,1,177,3,999,0,2,1.1,93.994,-36.4,4.857,5191.0,0
47,8,3,3,1,3,3,2,6,4,835,3,999,0,2,1.4,94.465,-41.8,4.961,5228.1,1
35,2,2,3,3,2,1,2,7,4,19,1,999,0,2,1.4,93.918,-42.7,4.968,5228.1,0
36,5,2,7,1,2,1,2,5,5,170,4,999,0,2,1.1,93.994,-36.4,4.864,5191.0,0
40,2,2,2,3,1,1,2,5,2,85,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
51,2,2,1,1,1,1,1,8,2,132,2,999,0,2,1.4,93.444,-36.1,4.968,5228.1,0
35,2,3,2,1,1,1,1,11,4,370,1,999,1,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
57,6,3,6,1,2,1,2,5,1,188,1,999,0,2,1.1,93.994,-36.4,4.857,5191.0,0
35,5,3,4,1,2,2,1,5,5,130,2,999,0,2,-1.8,92.893,-46.2,1.3130000000000002,5099.1,0
43,7,2,3,1,1,1,2,5,3,173,2,999,0,2,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
36,1,3,7,1,1,1,1,8,3,142,1,999,0,2,1.4,93.444,-36.1,4.965,5228.1,0
36,10,2,7,1,2,2,2,5,2,232,4,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
41,3,2,7,3,2,1,1,11,1,44,2,999,0,2,-0.1,93.2,-42.0,4.191,5195.8,0
27,2,2,3,1,1,2,2,5,4,1170,1,999,0,2,1.1,93.994,-36.4,4.855,5191.0,0
31,10,3,7,1,1,1,2,10,4,154,1,999,0,2,-0.1,93.798,-40.4,4.794,5195.8,1
45,8,2,4,3,2,1,1,5,5,250,1,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
31,10,3,8,1,2,1,1,5,3,84,1,999,1,1,-1.8,92.893,-46.2,1.334,5099.1,0
39,5,2,4,1,1,1,1,8,5,215,3,999,0,2,1.4,93.444,-36.1,4.966,5228.1,0
39,9,3,8,1,2,1,2,6,2,367,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,0
50,1,1,3,1,1,1,2,5,5,145,4,999,0,2,1.1,93.994,-36.4,4.857,5191.0,0
40,1,3,7,1,2,1,1,7,5,250,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
33,7,1,8,1,1,1,2,5,3,1161,4,999,0,2,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
36,1,2,7,1,1,1,1,5,2,65,1,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
31,8,1,4,1,2,2,1,11,1,90,1,999,0,2,-0.1,93.2,-42.0,4.191,5195.8,0
29,10,2,7,1,2,2,1,8,3,94,2,999,0,2,1.4,93.444,-36.1,4.964,5228.1,0
30,1,3,7,1,2,1,1,8,1,39,1,999,0,2,1.4,93.444,-36.1,4.97,5228.1,0
27,10,2,6,1,1,1,1,7,4,102,9,999,0,2,1.4,93.918,-42.7,4.963,5228.1,0
37,10,1,6,1,1,1,2,5,3,374,1,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
35,2,2,3,1,2,1,2,5,3,162,1,999,0,2,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
82,4,2,1,1,1,1,2,9,2,279,3,3,2,3,-1.1,94.199,-37.5,0.877,4963.6,1
34,10,2,6,1,1,2,2,5,5,388,2,999,0,2,1.1,93.994,-36.4,4.855,5191.0,0
38,1,2,7,1,2,1,2,6,2,43,9,999,0,2,1.4,94.465,-41.8,4.961,5228.1,0
39,5,3,7,3,1,1,1,5,4,412,2,999,0,2,-1.8,92.893,-46.2,1.327,5099.1,0
46,1,2,6,1,1,1,1,4,5,609,1,999,1,1,-1.8,93.075,-47.1,1.405,5099.1,0
34,10,2,6,1,2,1,1,7,3,144,5,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
34,5,2,7,3,2,1,1,5,4,281,1,999,0,2,-1.8,92.893,-46.2,1.327,5099.1,0
38,2,2,3,3,3,3,2,6,5,430,1,999,0,2,1.4,94.465,-41.8,4.967,5228.1,0
34,1,2,2,1,2,2,1,11,3,102,2,999,0,2,-0.1,93.2,-42.0,4.12,5195.8,0
31,1,3,4,1,2,1,1,7,4,304,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
41,5,2,7,1,2,1,1,5,4,93,1,999,0,2,-1.8,92.893,-46.2,1.327,5099.1,0
58,2,2,3,1,1,1,1,11,2,64,1,999,1,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
35,8,2,4,1,1,1,1,5,5,301,2,999,0,2,-1.8,92.893,-46.2,1.3130000000000002,5099.1,0
49,11,2,4,1,2,1,1,7,3,98,1,999,0,2,1.4,93.918,-42.7,4.963,5228.1,0
40,1,3,4,3,2,1,2,6,1,142,3,999,0,2,1.4,94.465,-41.8,4.865,5228.1,0
54,5,2,7,1,2,1,1,6,3,42,1,999,0,2,-2.9,92.963,-40.8,1.26,5076.2,0
34,10,2,6,1,2,2,2,5,5,224,3,999,0,2,1.1,93.994,-36.4,4.855,5191.0,0
28,5,3,3,1,2,1,2,5,4,166,1,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
44,2,2,1,3,1,1,1,5,2,659,1,999,1,1,-1.8,92.893,-46.2,1.344,5099.1,0
45,1,3,7,1,2,1,1,8,3,99,1,999,0,2,1.4,93.444,-36.1,4.965,5228.1,0
36,10,2,6,1,2,1,2,5,3,86,4,999,0,2,-1.8,92.893,-46.2,1.27,5099.1,0
25,2,2,2,3,2,1,1,7,4,59,3,999,0,2,1.4,93.918,-42.7,4.958,5228.1,0
37,2,3,3,1,1,1,2,5,3,211,2,999,0,2,1.1,93.994,-36.4,4.857,5191.0,0
30,2,2,3,1,2,1,1,11,3,175,1,999,1,1,-0.1,93.2,-42.0,4.12,5195.8,0
54,7,2,4,1,2,1,1,8,4,204,4,999,0,2,1.4,93.444,-36.1,4.964,5228.1,0
41,10,2,6,1,1,2,1,8,4,898,2,999,0,2,1.4,93.444,-36.1,4.963,5228.1,0
29,2,2,6,1,1,1,2,5,3,34,8,999,0,2,-1.8,92.893,-46.2,1.281,5099.1,0
49,11,2,6,1,1,1,1,6,5,317,1,999,0,2,-2.9,92.963,-40.8,1.268,5076.2,0
57,2,2,8,3,2,1,2,5,2,473,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
50,2,2,1,3,2,1,2,5,5,74,1,999,0,2,1.1,93.994,-36.4,4.859,5191.0,0
35,10,3,6,1,2,1,1,5,4,141,1,999,0,2,-1.8,92.893,-46.2,1.327,5099.1,0
51,2,2,3,3,2,1,1,11,2,62,1,999,0,2,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
34,3,2,7,1,1,2,1,4,5,77,3,999,0,2,-1.8,93.075,-47.1,1.405,5099.1,0
37,8,2,3,3,2,1,2,5,3,211,1,999,0,2,-1.8,92.893,-46.2,1.281,5099.1,0
49,10,1,8,1,2,2,1,10,4,81,1,999,0,2,-3.4,92.431,-26.9,0.754,5017.5,0
28,10,2,4,1,1,1,2,5,2,180,1,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
51,5,1,7,1,1,1,1,5,3,345,2,999,0,2,-1.8,92.893,-46.2,1.334,5099.1,0
29,10,3,7,1,1,1,1,5,1,68,2,999,0,2,-1.8,92.893,-46.2,1.244,5099.1,0
49,2,1,8,3,2,1,1,7,3,284,1,999,0,2,1.4,93.918,-42.7,4.957,5228.1,0
54,2,2,1,1,2,1,1,8,2,153,1,999,0,2,1.4,93.444,-36.1,4.963,5228.1,0
28,11,3,7,1,2,1,1,5,1,434,1,999,0,2,-1.8,92.893,-46.2,1.244,5099.1,0
36,7,3,6,1,2,1,2,5,1,113,4,999,0,2,1.1,93.994,-36.4,4.857,5191.0,0
47,1,3,8,3,1,1,2,5,4,127,1,999,0,2,1.1,93.994,-36.4,4.86,5191.0,0
29,10,3,7,1,2,2,1,8,3,626,3,999,0,2,1.4,93.444,-36.1,4.967,5228.1,0
31,2,2,2,1,2,1,2,6,5,55,12,999,0,2,1.4,94.465,-41.8,4.959,5228.1,0
45,5,2,7,1,2,1,1,5,4,239,1,999,0,2,-1.8,92.893,-46.2,1.327,5099.1,0
41,5,1,2,1,2,1,1,11,4,147,1,999,0,2,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
30,10,3,7,1,2,1,1,9,5,173,2,15,4,1,-1.1,94.199,-37.5,0.879,4963.6,1
57,7,2,7,3,1,1,1,7,1,83,4,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
29,1,3,7,3,2,1,1,5,5,104,10,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
36,10,1,6,1,1,1,2,5,3,446,1,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
59,12,2,8,3,1,1,2,6,4,701,1,999,0,2,1.4,94.465,-41.8,4.8660000000000005,5228.1,1
45,4,3,1,1,1,1,2,9,1,569,4,999,0,2,-3.4,92.379,-29.8,0.797,5017.5,1
42,10,2,6,1,1,1,1,8,3,96,1,999,1,1,-2.9,92.201,-31.4,0.879,5076.2,0
59,10,2,6,1,1,1,1,6,4,1207,4,999,1,1,-1.7,94.055,-39.8,0.742,4991.6,1
31,1,2,4,3,2,1,2,5,2,101,13,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
36,2,2,6,3,2,2,2,6,2,102,3,999,0,2,1.4,94.465,-41.8,4.961,5228.1,0
42,5,2,4,1,1,1,1,11,4,59,2,999,0,2,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
31,1,2,7,1,1,1,2,5,3,197,2,999,0,2,1.1,93.994,-36.4,4.859,5191.0,0
34,1,3,7,1,1,1,1,8,5,114,1,999,0,2,1.4,93.444,-36.1,4.964,5228.1,0
18,9,3,8,1,1,1,1,9,4,385,1,3,1,3,-3.4,92.379,-29.8,0.809,5017.5,1
44,2,2,1,1,3,3,2,6,4,471,3,999,0,2,1.4,94.465,-41.8,4.8660000000000005,5228.1,0
38,2,2,3,1,1,1,1,11,2,180,2,999,1,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
33,8,3,4,1,2,1,2,5,5,111,1,999,0,2,1.1,93.994,-36.4,4.864,5191.0,0
35,10,3,7,3,1,1,1,4,1,712,1,999,0,2,-1.8,93.075,-47.1,1.405,5099.1,0
37,3,2,4,3,1,1,1,11,4,68,1,999,1,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
44,10,2,6,3,2,1,2,5,5,388,7,999,0,2,1.1,93.994,-36.4,4.864,5191.0,0
55,6,1,6,1,1,2,2,5,3,217,2,999,0,2,1.1,93.994,-36.4,4.857,5191.0,0
37,7,2,3,1,2,2,1,7,4,171,1,999,0,2,1.4,93.918,-42.7,4.963,5228.1,0
59,6,2,7,1,2,1,1,8,4,17,18,999,0,2,1.4,93.444,-36.1,4.962,5228.1,0
41,2,2,1,3,1,1,2,6,3,38,1,999,0,2,1.4,94.465,-41.8,4.864,5228.1,0
49,10,2,6,3,2,1,2,5,2,82,9,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
48,10,2,7,1,1,1,1,8,4,42,7,999,0,2,1.4,93.444,-36.1,4.962,5228.1,0
56,5,1,3,3,2,1,2,5,4,313,2,999,0,2,1.1,93.994,-36.4,4.86,5191.0,0
24,12,3,7,1,2,2,1,6,2,696,1,999,2,1,-2.9,92.963,-40.8,1.262,5076.2,0
