,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Label
531,a,24.58,0.67,u,g,aa,h,1.75,t,f,0,f,g,400,0,-
565,a,20.83,3.0,u,g,aa,v,0.04,t,f,0,f,g,100,0,+
596,a,46.08,3.0,u,g,c,v,2.375,t,t,8,t,g,396,4159,+
555,b,41.92,0.42,u,g,c,h,0.21,t,t,6,f,g,220,948,+
196,b,33.17,3.165,y,p,x,v,3.165,t,t,3,t,g,380,0,+
631,a,27.25,0.29,u,g,m,h,0.125,f,t,1,t,g,272,108,-
510,b,13.75,4.0,y,p,w,v,1.75,t,t,2,t,g,120,1000,+
545,b,44.25,11.0,y,p,d,v,1.5,t,f,0,f,s,0,0,-
114,b,20.67,1.25,y,p,c,h,1.375,t,t,3,t,g,140,210,-
326,b,30.17,1.085,y,p,c,v,0.04,f,f,0,f,g,170,179,-
156,a,28.5,3.04,y,p,x,h,2.54,t,t,1,f,g,70,0,+
399,b,31,2.085,u,g,c,v,0.085,f,f,0,f,g,300,0,-
479,?,26.5,2.71,y,p,?,?,0.085,f,f,0,f,s,80,0,-
435,b,19,0.0,y,p,ff,ff,0.0,f,t,4,f,g,45,1,-
92,b,?,5.0,y,p,aa,v,8.5,t,f,0,f,g,0,0,-
181,a,21.25,2.335,u,g,i,bb,0.5,t,t,4,f,s,80,0,+
532,b,43.17,2.25,u,g,i,bb,0.75,t,f,0,f,g,560,0,-
51,b,26,1.0,u,g,q,v,1.75,t,f,0,t,g,280,0,+
558,b,51.42,0.04,u,g,x,h,0.04,t,f,0,f,g,0,3000,+
263,a,20.42,10.5,y,p,x,h,0.0,f,f,0,t,g,154,32,-
3,b,27.83,1.54,u,g,w,v,3.75,t,t,5,t,g,100,3,+
185,b,48.75,8.5,u,g,c,h,12.5,t,t,9,f,g,181,1655,+
526,b,41.58,1.75,u,g,k,v,0.21,t,f,0,f,g,160,0,-
223,a,18.83,9.54,u,g,aa,v,0.085,t,f,0,f,g,100,0,+
207,b,28.67,9.335,u,g,q,h,5.665,t,t,6,f,g,381,168,+
440,b,23.08,0.0,u,g,k,v,1.0,f,t,11,f,s,0,0,-
452,b,36.5,4.25,u,g,q,v,3.5,f,f,0,f,g,454,50,-
9,b,42.5,4.915,y,p,w,v,3.165,t,f,0,t,g,52,1442,+
320,b,21.25,1.5,u,g,w,v,1.5,f,f,0,f,g,150,8,+
198,b,27.58,2.04,y,p,aa,v,2.0,t,t,3,t,g,370,560,+
330,b,20.42,0.0,?,?,?,?,0.0,f,f,0,f,p,?,0,-
643,a,52.5,7.0,u,g,aa,h,3.0,f,f,0,f,g,0,0,-
4,b,20.17,5.625,u,g,w,v,1.71,t,f,0,f,s,120,0,+
511,a,46,4.0,u,g,j,j,0.0,t,f,0,f,g,100,960,+
17,a,23.25,5.875,u,g,q,v,3.17,t,t,10,f,g,120,245,+
560,a,25,12.33,u,g,cc,h,3.5,t,t,6,f,g,400,458,+
197,b,48.17,7.625,u,g,w,h,15.5,t,t,12,f,g,0,790,+
360,a,30.25,5.5,u,g,k,v,5.5,f,f,0,t,s,100,0,-
312,a,16.33,0.21,u,g,aa,v,0.125,f,f,0,f,g,200,1,-
611,b,27.58,3.25,y,p,q,h,5.085,f,t,2,t,g,369,1,-
150,a,46.67,0.46,u,g,cc,h,0.415,t,t,11,t,g,440,6,+
456,b,34.58,0.0,?,?,?,?,0.0,f,f,0,f,p,?,0,-
649,a,35.17,3.75,u,g,ff,ff,0.0,f,t,6,f,g,0,200,-
225,b,23.25,4.0,u,g,c,bb,0.25,t,f,0,t,g,160,0,+
246,b,45,8.5,u,g,cc,h,14.0,t,t,1,t,g,88,2000,+
445,a,?,11.25,u,g,ff,ff,0.0,f,f,0,f,g,?,5200,-
342,b,26.92,2.25,u,g,i,bb,0.5,f,f,0,t,g,640,4000,-
138,a,18.83,9.5,u,g,w,v,1.625,t,t,6,t,g,40,600,+
465,a,27.58,3.0,u,g,m,v,2.79,f,t,1,t,g,280,10,-
273,b,38.25,10.125,y,p,k,v,0.125,f,f,0,f,g,160,0,-
583,b,32.67,9.0,y,p,w,h,5.25,t,f,0,t,g,154,0,+
624,b,21.58,0.79,y,p,cc,v,0.665,f,f,0,f,g,160,0,-
283,a,16.5,1.25,u,g,q,v,0.25,f,t,1,f,g,108,98,-
350,a,26.17,2.0,u,g,j,j,0.0,f,f,0,t,g,276,1,-
113,a,33.75,0.75,u,g,k,bb,1.0,t,t,3,t,g,212,0,-
216,b,41.17,4.04,u,g,cc,h,7.0,t,t,8,f,g,320,0,+
98,a,22.5,11.0,y,p,q,v,3.0,t,f,0,t,g,268,0,-
521,a,30,5.29,u,g,e,dd,2.25,t,t,5,t,g,99,500,+
53,b,34.92,2.5,u,g,w,v,0.0,t,f,0,t,g,239,200,+
126,b,47.67,2.5,u,g,m,bb,2.5,t,t,12,t,g,410,2510,+
562,b,23.33,1.5,u,g,c,h,1.415,t,f,0,f,g,422,200,+
96,b,23,0.625,y,p,aa,v,0.125,t,f,0,f,g,180,1,-
426,a,27.67,2.04,u,g,w,v,0.25,f,f,0,t,g,180,50,-
212,b,60.08,14.5,u,g,ff,ff,18.0,t,t,15,t,g,0,1000,+
285,b,17.58,10.0,u,g,w,h,0.165,f,t,1,f,g,120,1,-
574,a,20.33,10.0,u,g,c,h,1.0,t,t,4,f,g,50,1465,+
491,b,24.17,0.875,u,g,q,v,4.625,t,t,2,t,g,520,2000,+
495,b,19.17,9.5,u,g,w,v,1.5,t,f,0,f,g,120,2206,+
14,a,45.83,10.5,u,g,q,v,5.0,t,t,7,t,g,0,0,+
559,a,22.83,2.29,u,g,q,h,2.29,t,t,7,t,g,140,2384,+
344,b,38.92,1.75,u,g,k,v,0.5,f,f,0,t,g,300,2,-
142,b,43,0.29,y,p,cc,h,1.75,t,t,8,f,g,100,375,+
475,b,26.75,2.0,u,g,d,v,0.75,f,f,0,t,g,80,0,-
276,a,19.17,5.415,u,g,i,h,0.29,f,f,0,f,g,80,484,-
85,b,37.17,4.0,u,g,c,bb,5.0,t,f,0,t,s,280,0,-
654,a,23.58,0.83,u,g,q,v,0.415,f,t,1,t,g,200,11,-
11,b,29.92,1.835,u,g,c,h,4.335,t,f,0,f,g,260,200,+
391,b,39.92,5.0,u,g,i,bb,0.21,f,f,0,f,g,550,0,-
66,a,36,1.0,u,g,c,v,2.0,t,t,11,f,g,0,456,+
529,b,43.25,25.21,u,g,q,h,0.21,t,t,1,f,g,760,90,-
79,b,21.5,9.75,u,g,c,v,0.25,t,f,0,f,g,140,0,-
438,a,27.17,1.25,u,g,ff,ff,0.0,f,t,1,f,g,92,300,-
305,b,48.75,26.335,y,p,ff,ff,0.0,t,f,0,t,g,0,0,-
43,b,39.58,13.915,u,g,w,v,8.625,t,t,6,t,g,70,0,+
507,a,24.75,3.0,u,g,q,h,1.835,t,t,19,f,g,0,500,+
637,b,19.5,9.585,u,g,aa,v,0.79,f,f,0,f,g,80,350,-
593,b,34.17,5.25,u,g,w,v,0.085,f,f,0,t,g,290,6,+
41,b,28.92,15.0,u,g,c,h,5.335,t,t,11,f,g,0,2283,+
645,b,37.33,2.665,u,g,cc,v,0.165,f,f,0,t,g,0,501,-
617,b,32.25,14.0,y,p,ff,ff,0.0,f,t,2,f,g,160,1,-
306,b,23.5,2.75,u,g,ff,ff,4.5,f,f,0,f,g,160,25,-
134,b,32.67,5.5,u,g,q,h,5.5,t,t,12,t,g,408,1000,+
82,b,39.83,0.5,u,g,m,v,0.25,t,f,0,f,s,288,0,-
171,b,41.33,0.0,u,g,c,bb,15.0,t,f,0,f,g,0,0,+
232,b,33.5,1.75,u,g,x,h,4.5,t,t,4,t,g,253,857,+
448,b,31.25,1.125,u,g,ff,ff,0.0,f,t,1,f,g,96,19,-
682,b,17.08,3.29,u,g,i,v,0.335,f,f,0,t,g,140,2,-
577,b,25.17,6.0,u,g,c,v,1.0,t,t,3,f,g,0,0,+
22,a,47.75,8.0,u,g,c,v,7.875,t,t,6,t,g,0,1260,+
466,b,31.08,3.085,u,g,c,v,2.5,f,t,2,t,g,160,41,-
105,b,54.83,15.5,u,g,e,z,0.0,t,t,20,f,g,152,130,-
299,b,22.17,12.125,u,g,c,v,3.335,f,t,2,t,g,180,173,-
222,a,17.58,9.0,u,g,aa,v,1.375,t,f,0,t,g,0,0,+
152,b,37.33,6.5,u,g,m,h,4.25,t,t,12,t,g,93,0,+
407,a,19.58,0.665,y,p,c,v,1.0,f,t,1,f,g,2000,2,-
412,a,22.67,0.79,u,g,i,v,0.085,f,f,0,f,g,144,0,-
481,b,23.5,3.165,y,p,k,v,0.415,f,t,1,t,g,280,80,-
504,a,28.75,3.75,u,g,c,v,1.085,t,t,1,t,g,371,0,+
52,b,37.42,2.04,u,g,w,v,0.04,t,f,0,t,g,400,5800,+
268,b,59.67,1.54,u,g,q,v,0.125,t,f,0,t,g,260,0,+
419,a,26.58,2.54,y,p,ff,ff,0.0,f,f,0,t,g,180,60,-
74,b,44.83,7.0,y,p,c,v,1.625,f,f,0,f,g,160,2,-
685,b,21.08,10.085,y,p,e,h,1.25,f,f,0,f,g,260,0,-
664,b,31.08,1.5,y,p,w,v,0.04,f,f,0,f,s,160,0,-
315,b,23,0.75,u,g,m,v,0.5,t,f,0,t,s,320,0,-
662,a,23.5,1.5,u,g,w,v,0.875,f,f,0,t,g,160,0,-
598,?,20.08,0.125,u,g,q,v,1.0,f,t,1,f,g,240,768,+
621,b,22.67,0.165,u,g,c,j,2.25,f,f,0,t,s,0,0,+
101,b,35.25,16.5,y,p,c,v,4.0,t,f,0,f,g,80,0,-
104,b,27.83,4.0,y,p,i,h,5.75,t,t,2,t,g,75,0,-
669,b,51.83,2.04,y,p,ff,ff,1.5,f,f,0,f,g,120,1,-
379,b,33.58,0.25,u,g,i,bb,4.0,f,f,0,t,s,420,0,-
329,b,?,4.0,y,p,i,v,0.085,f,f,0,t,g,411,0,-
234,a,58.42,21.0,u,g,i,bb,10.0,t,t,13,f,g,0,6700,+
351,b,22.17,0.585,y,p,ff,ff,0.0,f,f,0,f,g,100,0,-
608,b,?,0.04,y,p,d,v,4.25,f,f,0,t,g,460,0,-
18,b,21.83,0.25,u,g,d,h,0.665,t,f,0,t,g,0,0,+
411,b,25.17,3.0,u,g,c,v,1.25,f,t,1,f,g,0,22,-
358,b,32.42,3.0,u,g,d,v,0.165,f,f,0,t,g,120,0,-
158,b,28,2.0,u,g,k,h,4.165,t,t,2,t,g,181,0,+
433,b,25.25,1.0,u,g,aa,v,0.5,f,f,0,f,g,200,0,-
640,b,34.17,2.75,u,g,i,bb,2.5,f,f,0,t,g,232,200,-
25,a,15.83,0.585,u,g,c,h,1.5,t,t,2,f,g,100,0,+
143,b,22.33,11.0,u,g,w,v,2.0,t,t,1,f,g,80,278,+
687,a,25.25,13.5,y,p,ff,ff,2.0,f,t,1,t,g,200,1,-
384,b,22.08,11.46,u,g,k,v,1.585,f,f,0,t,g,100,1212,-
364,b,24.42,2.0,u,g,e,dd,0.165,f,t,2,f,g,320,1300,-
641,?,33.17,2.25,y,p,cc,v,3.5,f,f,0,t,g,200,141,-
483,b,23.75,0.415,y,p,c,v,0.04,f,t,2,f,g,128,6,-
331,a,33.25,2.5,y,p,c,v,2.5,f,f,0,t,g,0,2,-
340,a,39.08,4.0,u,g,c,v,3.0,f,f,0,f,g,480,0,-
497,b,20.17,9.25,u,g,c,v,1.665,t,t,3,t,g,40,28,+
398,b,26.17,12.5,y,p,k,h,1.25,f,f,0,t,g,0,17,-
237,b,21.33,7.5,u,g,aa,v,1.415,t,t,1,f,g,80,9800,+
328,b,34.83,2.5,y,p,w,v,3.0,f,f,0,f,s,200,0,-
19,a,19.17,8.585,u,g,cc,h,0.75,t,t,7,f,g,96,0,+
303,a,15.92,2.875,u,g,q,v,0.085,f,f,0,f,g,120,0,-
469,b,16.33,4.085,u,g,i,h,0.415,f,f,0,t,g,120,0,-
254,b,?,0.625,u,g,k,v,0.25,f,f,0,f,g,380,2010,-
324,b,33.67,1.25,u,g,w,v,1.165,f,f,0,f,g,120,0,-
145,b,32.83,2.5,u,g,cc,h,2.75,t,t,6,f,g,160,2072,+
123,a,44.17,6.665,u,g,q,v,7.375,t,t,3,t,g,0,0,+
292,b,25.42,0.54,u,g,w,v,0.165,f,t,1,f,g,272,444,-
355,a,16,0.165,u,g,aa,v,1.0,f,t,2,t,g,320,1,-
404,b,34,5.085,y,p,i,bb,1.085,f,f,0,t,g,480,0,-
374,?,28.17,0.585,u,g,aa,v,0.04,f,f,0,f,g,260,1004,-
594,b,38.67,0.21,u,g,k,v,0.085,t,f,0,t,g,280,0,+
40,b,34.17,9.17,u,g,c,v,4.5,t,t,12,t,g,0,221,+
554,a,22.42,11.25,y,p,x,h,0.75,t,t,4,f,g,0,321,+
103,b,25,12.0,u,g,k,v,2.25,t,t,2,t,g,120,5,-
338,a,33.25,3.0,y,p,aa,v,2.0,f,f,0,f,g,180,0,-
623,b,18.83,0.0,u,g,q,v,0.665,f,f,0,f,g,160,1,-
168,b,36.67,3.25,u,g,q,h,9.0,t,f,0,t,g,102,639,+
8,b,54.42,0.5,y,p,k,h,3.96,t,f,0,f,g,180,314,+
473,b,19.17,4.0,y,p,i,v,1.0,f,f,0,t,g,360,1000,-
296,b,69.17,9.0,u,g,ff,ff,4.0,f,t,1,f,g,70,6,-
639,b,35.58,0.75,u,g,k,v,1.5,f,f,0,t,g,231,0,-
311,b,19,1.75,y,p,c,v,2.335,f,f,0,t,g,112,6,-
154,b,32.75,1.5,u,g,cc,h,5.5,t,t,3,t,g,0,0,+
605,a,29.58,1.75,y,p,k,v,1.25,f,f,0,t,g,280,0,-
301,b,18.25,0.165,u,g,d,v,0.25,f,f,0,t,s,280,0,-
512,a,44.33,0.0,u,g,c,v,2.5,t,f,0,f,g,0,0,+
297,b,32.92,2.5,u,g,aa,v,1.75,f,t,2,t,g,720,0,-
449,b,20,7.0,u,g,c,v,0.5,f,f,0,f,g,0,0,-
542,b,19.67,10.0,y,p,k,h,0.835,t,f,0,t,g,140,0,-
47,b,31.92,4.46,u,g,cc,h,6.04,t,t,3,f,g,311,300,+
610,b,20,1.25,y,p,k,v,0.125,f,f,0,f,g,140,4,-
447,a,27.33,1.665,u,g,ff,ff,0.0,f,f,0,f,g,340,1,-
420,b,35,2.5,u,g,i,v,1.0,f,f,0,t,g,210,0,-
482,a,17.33,9.5,u,g,aa,v,1.75,f,t,10,t,g,0,10,-
589,b,25.33,0.58,u,g,c,v,0.29,t,t,7,t,g,96,5124,+
488,b,18.83,3.54,y,p,ff,ff,0.0,f,f,0,t,g,180,1,-
99,a,28.5,1.0,u,g,q,v,1.0,t,t,2,t,g,167,500,-
530,a,25.33,2.085,u,g,c,h,2.75,t,f,0,t,g,360,1,-
228,b,19.67,0.375,u,g,q,v,2.0,t,t,2,t,g,80,0,+
668,b,30.33,0.5,u,g,d,h,0.085,f,f,0,t,s,252,0,-
300,a,57.58,2.0,u,g,ff,ff,6.5,f,t,1,f,g,0,10,-
528,a,55.75,7.08,u,g,k,h,6.75,t,t,3,t,g,100,50,-
588,b,26.67,1.75,y,p,c,v,1.0,t,t,5,t,g,160,5777,+
247,a,19.67,0.21,u,g,q,h,0.29,t,t,11,f,g,80,99,+
16,b,28.25,0.875,u,g,m,v,0.96,t,t,3,t,g,396,0,+
205,a,35.42,12.0,u,g,q,h,14.0,t,t,8,f,g,0,6590,+
236,b,26.17,0.25,u,g,i,bb,0.0,t,f,0,t,g,0,0,+
665,b,31.83,0.04,y,p,m,v,0.04,f,f,0,f,g,0,0,-
116,b,37.75,7.0,u,g,q,h,11.5,t,t,7,t,g,300,5,-
295,a,31.92,3.125,u,g,ff,ff,3.04,f,t,2,t,g,200,4,-
677,b,19.42,7.25,u,g,m,v,0.04,f,t,1,f,g,100,1,-
233,b,27.67,13.75,u,g,w,v,5.75,t,f,0,t,g,487,500,+
383,a,56.83,4.25,y,p,ff,ff,5.0,f,f,0,t,g,0,4,-
616,b,22.67,0.75,u,g,i,v,1.585,f,t,1,t,g,400,9,-
393,b,24.75,0.54,u,g,m,v,1.0,f,f,0,t,g,120,1,-
214,b,26.67,2.71,y,p,cc,v,5.25,t,t,1,f,g,211,0,+
177,a,26.08,8.665,u,g,aa,v,1.415,t,f,0,f,g,160,150,+
97,b,?,0.5,u,g,c,bb,0.835,t,f,0,t,s,320,0,-
579,b,39.08,6.0,u,g,m,v,1.29,t,t,5,t,g,108,1097,+
671,b,25.83,12.835,u,g,cc,v,0.5,f,f,0,f,g,0,2,-
193,b,22.67,1.585,y,p,w,v,3.085,t,t,6,f,g,80,0,+
42,b,29.67,1.415,u,g,w,h,0.75,t,t,1,f,g,240,100,+
221,b,65.42,11.0,u,g,e,z,20.0,t,t,7,t,g,22,0,+
260,b,32.75,2.335,u,g,d,h,5.75,f,f,0,t,g,292,0,-
91,b,31.42,15.5,u,g,c,v,0.5,t,f,0,f,g,120,0,-
70,b,32.33,7.5,u,g,e,bb,1.585,t,f,0,t,s,420,0,-
275,b,18.58,5.71,u,g,d,v,0.54,f,f,0,f,g,120,0,-
626,b,22,7.835,y,p,i,bb,0.165,f,f,0,t,g,?,0,-
13,b,48.08,6.04,u,g,k,v,0.04,f,f,0,f,g,0,2690,+
149,a,52.83,15.0,u,g,c,v,5.5,t,t,14,f,g,0,2200,+
354,b,36.67,2.0,u,g,i,v,0.25,f,f,0,t,g,221,0,-
434,b,58.58,2.71,u,g,c,v,2.415,f,f,0,t,g,320,0,-
599,b,20.5,2.415,u,g,c,v,2.0,t,t,11,t,g,200,3000,+
80,b,49.58,19.0,u,g,ff,ff,0.0,t,t,1,f,g,94,0,-
309,a,31.75,3.0,y,p,j,j,0.0,f,f,0,f,g,160,20,-
314,b,16.25,0.0,y,p,aa,v,0.25,f,f,0,f,g,60,0,-
566,b,23.08,11.5,u,g,w,h,2.125,t,t,11,t,g,290,284,+
75,b,20.67,5.29,u,g,q,v,0.375,t,t,1,f,g,160,0,-
557,a,32.17,1.46,u,g,w,v,1.085,t,t,16,f,g,120,2079,+
84,b,27.25,0.625,u,g,aa,v,0.455,t,f,0,t,g,200,0,-
151,a,58.33,10.0,u,g,q,v,4.0,t,t,14,f,g,0,1602,+
10,b,22.08,0.83,u,g,c,h,2.165,f,f,0,t,g,128,0,+
281,b,23.92,0.585,y,p,cc,h,0.125,f,f,0,f,g,240,1,-
274,b,30.67,2.5,u,g,cc,h,2.25,f,f,0,t,s,340,0,-
133,b,36.25,5.0,u,g,c,bb,2.5,t,t,6,f,g,0,367,+
65,b,34.17,1.54,u,g,cc,v,1.54,t,t,1,t,g,520,50000,+
441,b,39.58,5.0,u,g,ff,ff,0.0,f,t,2,f,g,17,1,-
478,b,22.75,11.5,u,g,i,v,0.415,f,f,0,f,g,0,0,-
432,b,21.83,1.54,u,g,k,v,0.085,f,f,0,t,g,356,0,-
215,b,48.17,3.5,u,g,aa,v,3.5,t,f,0,f,s,230,0,+
184,a,22.42,5.665,u,g,q,v,2.585,t,t,7,f,g,129,3257,+
6,b,33.17,1.04,u,g,r,h,6.5,t,f,0,t,g,164,31285,+
235,a,20.67,1.835,u,g,q,v,2.085,t,t,5,f,g,220,2503,+
341,b,42.75,4.085,u,g,aa,v,0.04,f,f,0,f,g,108,100,-
568,b,43.08,0.375,y,p,c,v,0.375,t,t,8,t,g,300,162,+
81,a,27.67,1.5,u,g,m,v,2.0,t,f,0,f,s,368,0,-
362,b,26.83,0.54,u,g,k,ff,0.0,f,f,0,f,g,100,0,-
442,b,30.58,2.71,y,p,m,v,0.125,f,f,0,t,s,80,0,-
613,b,19.33,10.915,u,g,c,bb,0.585,f,t,2,t,g,200,7,-
316,b,21.17,0.25,y,p,c,h,0.25,f,f,0,f,g,280,204,-
54,b,34.25,3.0,u,g,cc,h,7.415,t,f,0,t,g,0,0,+
415,a,22.25,1.25,y,p,ff,ff,3.25,f,f,0,f,g,280,0,-
57,b,44.33,0.5,u,g,i,h,5.0,t,f,0,t,g,320,0,+
182,a,20.67,3.0,u,g,q,v,0.165,t,t,3,f,g,100,6,+
209,b,39.5,4.25,u,g,c,bb,6.5,t,t,16,f,g,117,1210,+
77,a,19.17,0.585,y,p,aa,v,0.585,t,f,0,t,g,160,0,-
258,a,20.75,9.54,u,g,i,v,0.04,f,f,0,f,g,200,1000,-
162,b,25.08,1.71,u,g,x,v,1.665,t,t,1,t,g,395,20,+
486,b,28.17,0.125,y,p,k,v,0.085,f,f,0,f,g,216,2100,-
672,a,50.25,0.835,u,g,aa,v,0.5,f,f,0,t,g,240,117,-
175,b,27,1.5,y,p,w,v,0.375,t,f,0,t,g,260,1065,+
257,b,20,0.0,u,g,d,v,0.5,f,f,0,f,g,144,0,-
464,a,23,1.835,u,g,j,j,0.0,f,t,1,f,g,200,53,-
231,a,47.42,3.0,u,g,x,v,13.875,t,t,2,t,g,519,1704,+
395,a,33.08,1.625,u,g,d,v,0.54,f,f,0,t,g,0,0,-
118,b,57.83,7.04,u,g,m,v,14.0,t,t,6,t,g,360,1332,+
499,b,20.42,7.0,u,g,c,v,1.625,t,t,3,f,g,200,1391,+
647,b,24.08,9.0,u,g,aa,v,0.25,f,f,0,t,g,0,0,-
515,b,?,10.5,u,g,x,v,6.5,t,f,0,f,g,0,0,+
421,b,20.42,1.085,u,g,q,v,1.5,f,f,0,f,g,108,7,-
387,b,21.17,0.0,u,g,c,v,0.5,f,f,0,t,s,0,0,-
503,b,28.25,5.125,u,g,x,v,4.75,t,t,2,f,g,420,7,+
423,b,26.17,0.835,u,g,cc,v,1.165,f,f,0,f,g,100,0,-
463,a,36.58,0.29,u,g,ff,ff,0.0,f,t,10,f,g,200,18,-
165,a,40.83,10.0,u,g,q,h,1.75,t,f,0,f,g,29,837,+
170,a,25.08,2.54,y,p,aa,v,0.25,t,f,0,t,g,370,0,+
167,a,32.33,0.54,u,g,cc,v,0.04,t,f,0,f,g,440,11177,+
226,b,18.08,5.5,u,g,k,v,0.5,t,f,0,f,g,80,0,+
227,a,22.5,8.46,y,p,x,v,2.46,f,f,0,f,g,164,0,+
137,b,33.58,2.75,u,g,m,v,4.25,t,t,6,f,g,204,0,+
459,b,25.67,0.29,y,p,c,v,1.5,f,f,0,t,g,160,0,-
587,b,51.58,15.0,u,g,c,v,8.5,t,t,9,f,g,0,0,+
592,b,23.17,0.0,?,?,?,?,0.0,f,f,0,f,p,?,0,+
518,a,28.17,0.375,u,g,q,v,0.585,t,t,4,f,g,80,0,+
522,b,22.83,3.0,u,g,m,v,1.29,t,t,1,f,g,260,800,+
264,b,50.75,0.585,u,g,ff,ff,0.0,f,f,0,f,g,145,0,-
658,a,15.75,0.375,u,g,c,v,1.0,f,f,0,f,g,120,18,-
67,b,25.5,0.375,u,g,m,v,0.25,t,t,3,f,g,260,15108,+
39,b,54.58,9.415,u,g,ff,ff,14.415,t,t,11,t,g,30,300,+
288,b,18.83,0.415,y,p,c,v,0.165,f,t,1,f,g,200,1,-
544,b,30.08,1.04,y,p,i,bb,0.5,t,t,10,t,g,132,28,-
28,b,57.42,8.5,u,g,e,h,7.0,t,t,3,f,g,0,0,+
424,b,33.67,2.165,u,g,c,v,1.5,f,f,0,f,p,120,0,-
121,b,25.67,12.5,u,g,cc,v,1.21,t,t,67,t,g,140,258,+
390,b,15.17,7.0,u,g,e,v,1.0,f,f,0,f,g,600,0,-
609,b,47.83,4.165,u,g,x,bb,0.085,f,f,0,t,g,520,0,-
615,b,29.42,1.25,u,g,c,h,0.25,f,t,2,t,g,400,108,-
204,b,36.33,2.125,y,p,w,v,0.085,t,t,1,f,g,50,1187,+
72,a,38.58,5.0,u,g,cc,v,13.5,t,f,0,t,g,980,0,-
140,a,31.25,3.75,u,g,cc,h,0.625,t,t,9,t,g,181,0,+
100,b,37.5,1.75,y,p,c,bb,0.25,t,f,0,t,g,164,400,-
689,b,35,3.375,u,g,c,h,8.29,f,f,0,t,g,0,0,-
243,a,18.75,7.5,u,g,q,v,2.71,t,t,5,f,g,?,26726,+
115,a,25.42,1.125,u,g,q,v,1.29,t,t,2,f,g,200,0,-
164,a,60.58,16.5,u,g,q,v,11.0,t,f,0,t,g,21,10561,+
414,b,22.25,0.46,u,g,k,v,0.125,f,f,0,t,g,280,55,-
33,a,36.75,5.125,u,g,e,v,5.0,t,f,0,t,g,0,4000,+
349,b,27.83,1.5,u,g,w,v,2.25,f,t,1,t,g,100,3,-
87,b,25.67,2.21,y,p,aa,v,4.0,t,f,0,f,g,188,0,-
625,b,23.75,12.0,u,g,c,v,2.085,f,f,0,f,s,80,0,-
36,b,27.25,1.585,u,g,cc,h,1.835,t,t,12,t,g,583,713,+
262,a,48.17,1.335,u,g,i,o,0.335,f,f,0,f,g,0,120,-
267,a,32,6.0,u,g,d,v,1.25,f,f,0,f,g,272,0,-
552,b,34.75,15.0,u,g,r,n,5.375,t,t,9,t,g,0,134,+
310,a,24.83,4.5,u,g,w,v,1.0,f,f,0,t,g,360,6,-
307,b,18.58,10.29,u,g,ff,ff,0.415,f,f,0,f,g,80,0,-
673,?,29.5,2.0,y,p,e,h,2.0,f,f,0,f,g,256,17,-
372,a,45,4.585,u,g,k,h,1.0,f,f,0,t,s,240,0,-
446,b,16.5,0.125,u,g,c,v,0.165,f,f,0,f,g,132,0,-
251,b,41.42,5.0,u,g,q,h,5.0,t,t,6,t,g,470,0,+
348,b,63.33,0.54,u,g,c,v,0.585,t,t,3,t,g,180,0,-
29,b,42.08,1.04,u,g,w,v,5.0,t,t,6,t,g,500,10000,+
21,b,23.25,1.0,u,g,c,v,0.835,t,f,0,f,s,300,0,+
111,a,24.5,1.04,y,p,ff,ff,0.5,t,t,3,f,g,180,147,-
