,Sector_score,LOCATION_ID,PARA_A,Score_A,Risk_A,PARA_B,Score_B,Risk_B,TOTAL,numbers,Score_B.1,Risk_C,Money_Value,Score_MV,Risk_D,District_Loss,PROB,RiSk_E,History,Prob,Risk_F,Score,Inherent_Risk,CONTROL_RISK,Detection_Risk,Audit_Risk,Label
127,3.41,9,12.28,0.6,7.367999999999999,20.62,0.6,12.372,32.9,5.0,0.2,1.0,10.16,0.6,6.096,2,0.2,0.4,1,0.4,0.4,4.2,27.636,0.8,0.5,11.0544,1
128,3.41,9,6.93,0.6,4.158,70.26,0.6,42.156000000000006,77.19,5.0,0.2,1.0,9.73,0.4,3.892,2,0.2,0.4,0,0.2,0.0,3.8,51.606,0.4,0.5,10.3212,1
129,3.41,16,3.34,0.6,2.004,37.59,0.6,22.554000000000002,40.93,5.0,0.2,1.0,26.95,0.6,16.17,2,0.2,0.4,0,0.2,0.0,4.0,42.128,0.4,0.5,8.4256,1
130,3.41,13,15.66,0.6,9.396,74.53,0.6,44.718,90.19,5.0,0.2,1.0,29.07,0.6,17.442,2,0.2,0.4,0,0.2,0.0,4.0,72.956,0.4,0.5,14.5912,1
131,3.41,13,2.92,0.6,1.7519999999999998,5.24,0.4,2.096,8.16,5.0,0.2,1.0,9.76,0.4,3.904,2,0.2,0.4,0,0.2,0.0,3.2,9.152000000000001,0.4,0.5,1.8304,1
132,3.41,37,0.83,0.2,0.166,28.06,0.6,16.836,28.89,5.0,0.2,1.0,13.31,0.6,7.986000000000001,2,0.2,0.4,0,0.2,0.0,3.6,26.388,0.4,0.5,5.2776,1
133,3.41,13,1.97,0.4,0.7879999999999999,30.25,0.6,18.15,32.22,5.0,0.2,1.0,0.68,0.2,0.136,2,0.2,0.4,0,0.2,0.0,3.4,20.474,0.4,0.5,4.0948,1
134,3.41,5,10.0,0.6,6.0,47.9,0.6,28.74,57.9,5.0,0.2,1.0,7.7,0.4,3.08,2,0.2,0.4,0,0.2,0.0,3.8,39.22,0.4,0.5,7.843999999999999,1
135,3.41,35,13.06,0.6,7.836,45.42,0.6,27.252,58.48,5.0,0.2,1.0,10.4,0.6,6.24,2,0.2,0.4,0,0.2,0.0,4.0,42.728,0.4,0.5,8.5456,1
136,3.41,38,1.35,0.4,0.54,33.25,0.6,19.95,34.6,5.5,0.4,2.2,20.62,0.6,12.372,2,0.2,0.4,0,0.2,0.0,4.2,35.461999999999996,0.4,0.5,7.0924,1
137,3.41,4,4.13,0.6,2.478,16.74,0.6,10.044,20.87,5.0,0.2,1.0,44.02,0.6,26.412,2,0.2,0.4,0,0.2,0.0,4.0,40.334,0.4,0.5,8.0668,1
138,3.41,31,12.62,0.6,7.572,80.06,0.6,48.036,92.68,5.5,0.4,2.2,43.53,0.6,26.118000000000002,4,0.2,0.8,0,0.2,0.0,4.6,84.726,0.8,0.5,33.8904,1
139,3.41,31,16.36,0.6,9.816,41.1,0.6,24.66,57.46,5.0,0.2,1.0,12.03,0.6,7.218,4,0.2,0.8,0,0.2,0.0,4.2,43.494,0.8,0.5,17.3976,1
140,3.41,16,12.68,0.6,7.608,41.0,0.6,24.6,53.68,5.5,0.4,2.2,11.88,0.6,7.127999999999999,2,0.2,0.4,0,0.2,0.0,4.4,41.93600000000001,0.4,0.5,8.3872,1
141,3.41,16,11.73,0.6,7.037999999999999,85.87,0.6,51.522,97.6,5.0,0.2,1.0,6.96,0.4,2.784,2,0.2,0.4,1,0.4,0.4,4.0,63.144,0.8,0.5,25.2576,1
142,3.41,22,5.15,0.6,3.09,44.67,0.6,26.802,49.82,5.5,0.4,2.2,21.07,0.6,12.642000000000001,2,0.2,0.4,0,0.2,0.0,4.4,45.13399999999999,0.4,0.5,9.0268,1
143,3.41,7,6.61,0.6,3.966,55.62,0.6,33.372,62.23,5.0,0.2,1.0,57.16,0.6,34.296,2,0.4,0.8,0,0.2,0.0,4.2,73.434,0.8,0.5,29.3736,1
144,3.41,8,8.03,0.6,4.8180000000000005,94.43,0.6,56.658,102.46,5.5,0.4,2.2,10.65,0.6,6.39,2,0.2,0.4,2,0.6,1.2,4.8,71.666,1.6,0.5,57.3328,1
145,3.41,8,1.21,0.4,0.484,34.03,0.6,20.418,35.24,5.0,0.2,1.0,5.36,0.4,2.144,2,0.2,0.4,0,0.2,0.0,3.6,24.445999999999998,0.4,0.5,4.8892,1
146,3.41,19,1.64,0.4,0.6559999999999999,46.21,0.6,27.726,47.85,5.0,0.2,1.0,2.45,0.2,0.49,2,0.2,0.4,0,0.2,0.0,3.4,30.272,0.4,0.5,6.0544,1
147,3.41,19,1.21,0.4,0.484,43.84,0.6,26.304000000000002,45.05,5.5,0.4,2.2,31.61,0.6,18.965999999999998,2,0.2,0.4,0,0.2,0.0,4.2,48.354,0.4,0.5,9.6708,1
148,3.41,29,1.1,0.4,0.44,87.71,0.6,52.626000000000005,88.81,5.5,0.4,2.2,34.32,0.6,20.592,2,0.2,0.4,0,0.2,0.0,4.2,76.258,0.4,0.5,15.2516,1
149,3.41,29,4.17,0.6,2.502,24.37,0.6,14.622,28.54,5.0,0.2,1.0,4.24,0.2,0.848,2,0.2,0.4,0,0.2,0.0,3.6,19.372,0.4,0.5,3.8744,1
150,3.41,20,1.08,0.4,0.43200000000000005,32.71,0.6,19.625999999999998,33.79,5.0,0.2,1.0,8.38,0.4,3.352,2,0.2,0.4,0,0.2,0.0,3.6,24.81,0.4,0.5,4.962,1
151,3.41,29,12.29,0.6,7.374,25.74,0.6,15.444,38.03,5.0,0.2,1.0,22.1,0.6,13.26,2,0.4,0.8,0,0.2,0.0,4.2,37.878,0.8,0.5,15.1512,1
152,3.41,32,12.54,0.6,7.524,31.62,0.6,18.972,44.16,5.0,0.2,1.0,54.07,0.6,32.442,2,0.2,0.4,0,0.2,0.0,4.0,60.338,0.4,0.5,12.0676,1
153,3.41,9,17.26,0.6,10.356,44.22,0.6,26.531999999999996,61.48,5.0,0.2,1.0,27.68,0.6,16.608,2,0.2,0.4,1,0.4,0.4,4.2,55.29600000000001,0.8,0.5,22.1184,1
154,3.41,30,1.15,0.4,0.46,20.1,0.6,12.06,21.25,6.0,0.6,3.6,21.45,0.6,12.87,2,0.2,0.4,0,0.2,0.0,4.6,29.39,0.4,0.5,5.877999999999999,1
155,3.41,15,20.04,0.6,12.024000000000001,48.9,0.6,29.34,68.94,5.0,0.2,1.0,11.09,0.6,6.654,2,0.2,0.4,0,0.2,0.0,4.0,49.418,0.4,0.5,9.8836,1
156,3.41,15,12.17,0.6,7.3020000000000005,47.0,0.6,28.2,59.17,6.0,0.6,3.6,10.14,0.6,6.084,2,0.2,0.4,0,0.2,0.0,4.8,45.586000000000006,0.4,0.5,9.1172,1
157,3.41,40,10.37,0.6,6.222,105.56,0.6,63.336000000000006,115.93,9.0,0.6,5.4,52.13,0.6,31.278000000000002,2,0.2,0.4,0,0.2,0.0,4.8,106.63600000000001,0.4,0.5,21.3272,1
158,3.41,41,9.67,0.6,5.8020000000000005,62.25,0.6,37.35,71.92,5.5,0.4,2.2,17.02,0.6,10.212,2,0.2,0.4,0,0.2,0.0,4.4,55.964,0.4,0.5,11.1928,1
159,3.41,42,3.77,0.6,2.262,40.86,0.6,24.516,44.63,5.0,0.2,1.0,18.0,0.6,10.8,2,0.2,0.4,0,0.2,0.0,4.0,38.978,0.4,0.5,7.7956,1
160,3.41,22,4.73,0.6,2.838,60.22,0.6,36.132,64.95,5.0,0.2,1.0,69.76,0.6,41.856,2,0.2,0.4,0,0.2,0.0,4.0,82.226,0.4,0.5,16.4452,1
161,3.41,11,6.31,0.6,3.786,19.42,0.6,11.652000000000001,25.73,5.5,0.4,2.2,13.88,0.6,8.328,2,0.2,0.4,0,0.2,0.0,4.4,26.366,0.4,0.5,5.2732,1
162,3.41,13,5.61,0.6,3.366,1.56,0.2,0.312,7.17,5.0,0.2,1.0,4.03,0.2,0.8059999999999999,2,0.2,0.4,0,0.2,0.0,2.4,5.8839999999999995,0.4,0.5,1.1768,1
163,3.41,37,5.22,0.6,3.1319999999999997,20.94,0.6,12.564,26.16,5.0,0.2,1.0,2.44,0.2,0.488,2,0.2,0.4,0,0.2,0.0,3.6,17.584,0.4,0.5,3.5168,1
164,3.41,19,0.31,0.2,0.062,58.12,0.6,34.872,58.43,5.0,0.2,1.0,78.98,0.6,47.388000000000005,2,0.4,0.8,0,0.2,0.0,3.8,84.12200000000001,0.8,0.5,33.6488,1
165,3.41,15,2.86,0.6,1.716,17.09,0.6,10.254000000000001,19.95,5.5,0.4,2.2,6.88,0.4,2.752,2,0.2,0.4,0,0.2,0.0,4.2,17.322,0.4,0.5,3.4644,1
166,3.41,14,16.53,0.6,9.918,72.99,0.6,43.794,89.52,5.0,0.2,1.0,5.49,0.4,2.1959999999999997,2,0.2,0.4,1,0.4,0.4,4.0,57.708,0.8,0.5,23.0832,1
167,3.41,22,2.7,0.6,1.62,45.16,0.6,27.096,47.86,5.0,0.2,1.0,37.79,0.6,22.674,2,0.2,0.4,0,0.2,0.0,4.0,52.79,0.4,0.5,10.558,1
168,3.41,8,3.08,0.6,1.848,60.78,0.6,36.468,63.86,5.0,0.2,1.0,0.36,0.2,0.07200000000000001,2,0.2,0.4,0,0.2,0.0,3.6,39.788000000000004,0.4,0.5,7.9576,1
169,3.41,32,2.0,0.6,1.2,49.19,0.6,29.514,51.19,5.0,0.2,1.0,60.88,0.6,36.528,2,0.2,0.4,1,0.4,0.4,4.2,69.042,0.8,0.5,27.6168,1
170,3.41,2,1.18,0.4,0.47200000000000003,0.0,0.2,0.0,1.18,5.5,0.4,2.2,183.2,0.6,109.92,2,0.4,0.8,0,0.2,0.0,3.2,113.39200000000001,0.8,0.5,45.3568,1
171,3.41,39,1.07,0.4,0.428,0.0,0.2,0.0,1.07,5.0,0.2,1.0,10.02,0.6,6.0120000000000005,2,0.2,0.4,0,0.2,0.0,2.6,7.84,0.4,0.5,1.568,1
172,3.41,12,1.07,0.4,0.428,0.0,0.2,0.0,1.07,5.0,0.2,1.0,0.0,0.2,0.0,6,0.2,1.2,0,0.2,0.0,2.6,2.628,1.2,0.5,1.5768,1
173,3.41,13,1.01,0.4,0.40399999999999997,0.0,0.2,0.0,1.01,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,1.804,0.4,0.5,0.3608,0
174,3.41,5,0.93,0.2,0.18600000000000003,0.0,0.2,0.0,0.93,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.5859999999999999,0.4,0.5,0.3172,0
175,3.41,4,4.01,0.6,2.406,0.0,0.2,0.0,4.01,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.4,3.806,0.4,0.5,0.7612,0
176,3.41,32,0.77,0.2,0.154,0.0,0.2,0.0,0.77,5.0,0.2,1.0,0.32,0.2,0.064,2,0.2,0.4,0,0.2,0.0,2.0,1.618,0.4,0.5,0.3236,0
177,3.41,16,1.05,0.4,0.42,0.0,0.2,0.0,1.05,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,1.82,0.4,0.5,0.364,0
178,3.41,15,1.01,0.4,0.40399999999999997,0.0,0.2,0.0,1.01,5.0,0.2,1.0,0.28,0.2,0.055999999999999994,2,0.2,0.4,0,0.2,0.0,2.2,1.86,0.4,0.5,0.37200000000000005,0
179,3.41,19,0.91,0.2,0.182,0.0,0.2,0.0,0.91,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.5819999999999999,0.4,0.5,0.3164,0
180,3.41,8,1.12,0.4,0.44799999999999995,0.0,0.2,0.0,1.12,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,1.848,0.4,0.5,0.3696,0
181,3.41,9,0.8,0.2,0.16,0.0,0.2,0.0,0.8,5.0,0.2,1.0,0.18,0.2,0.036000000000000004,2,0.2,0.4,0,0.2,0.0,2.0,1.5959999999999999,0.4,0.5,0.3192,0
182,3.41,22,0.65,0.2,0.13,0.0,0.2,0.0,0.65,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.53,0.4,0.5,0.306,0
183,3.41,29,0.63,0.2,0.126,0.0,0.2,0.0,0.63,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.526,0.4,0.5,0.3052,0
184,3.41,6,0.43,0.2,0.086,0.0,0.2,0.0,0.43,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.486,0.4,0.5,0.2972,0
185,3.41,11,1.21,0.4,0.484,0.0,0.2,0.0,1.21,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,1.8840000000000001,0.4,0.5,0.3768,0
186,3.41,31,0.17,0.2,0.034,0.0,0.2,0.0,0.17,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4340000000000002,0.4,0.5,0.2868,0
187,3.41,18,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,0.0,4,0.2,0.8,0,0.2,0.0,2.2,1.8,0.8,0.5,0.72,0
188,3.41,14,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4,0.4,0.5,0.28,0
189,3.41,36,0.07,0.2,0.013999999999999999,0.0,0.2,0.0,0.07,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4140000000000001,0.4,0.5,0.2828,0
190,2.72,18,5.11,0.6,3.0660000000000003,53.76,0.6,32.256,58.87,6.0,0.6,3.6,48.56,0.6,29.136,2,0.2,0.4,2,0.6,1.2,5.2,69.658,1.6,0.5,55.7264,1
191,2.72,39,2.46,0.6,1.476,6.72,0.4,2.688,9.18,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,3.0,5.564,0.4,0.5,1.1128,1
192,2.72,39,4.05,0.6,2.43,21.66,0.6,12.995999999999999,25.71,5.5,0.4,2.2,18.45,0.6,11.07,2,0.2,0.4,0,0.2,0.0,4.4,29.096,0.4,0.5,5.8192,1
193,2.72,39,2.81,0.6,1.686,4.6,0.2,0.92,7.41,5.0,0.2,1.0,8.44,0.4,3.3760000000000003,2,0.2,0.4,0,0.2,0.0,2.6,7.382000000000001,0.4,0.5,1.4764,1
194,2.72,25,4.43,0.6,2.658,61.47,0.6,36.882,65.9,5.5,0.4,2.2,39.65,0.6,23.79,2,0.2,0.4,0,0.2,0.0,4.4,65.93,0.4,0.5,13.186,1
195,2.72,39,3.48,0.6,2.088,17.85,0.6,10.71,21.33,5.0,0.2,1.0,9.53,0.4,3.812,2,0.2,0.4,0,0.2,0.0,3.8,18.01,0.4,0.5,3.602,1
196,2.72,8,3.62,0.6,2.1719999999999997,44.28,0.6,26.568,47.9,5.0,0.2,1.0,44.67,0.6,26.802,2,0.2,0.4,0,0.2,0.0,4.0,56.942,0.4,0.5,11.3884,1
197,2.72,8,4.34,0.6,2.6039999999999996,24.13,0.6,14.478,28.47,5.0,0.2,1.0,3.42,0.2,0.684,2,0.2,0.4,0,0.2,0.0,3.6,19.166,0.4,0.5,3.8332,1
198,2.72,12,3.62,0.6,2.1719999999999997,8.37,0.4,3.3480000000000003,11.99,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,3.0,6.92,0.4,0.5,1.3840000000000001,1
199,2.72,11,3.11,0.6,1.8659999999999999,113.97,0.6,68.382,117.08,5.5,0.4,2.2,26.64,0.6,15.984000000000002,2,0.2,0.4,0,0.2,0.0,4.4,88.83200000000001,0.4,0.5,17.7664,1
200,2.72,9,1.65,0.4,0.66,20.86,0.6,12.515999999999998,22.51,5.0,0.2,1.0,16.91,0.6,10.146,2,0.2,0.4,0,0.2,0.0,3.8,24.721999999999998,0.4,0.5,4.9444,1
201,2.72,12,3.43,0.6,2.0580000000000003,1.53,0.2,0.306,4.96,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.4,3.764,0.4,0.5,0.7528,0
202,2.72,9,3.84,0.6,2.3040000000000003,98.67,0.6,59.202,102.51,5.0,0.2,1.0,12.9,0.6,7.74,2,0.2,0.4,0,0.2,0.0,4.0,70.646,0.4,0.5,14.1292,1
203,2.72,12,7.42,0.6,4.452,115.87,0.6,69.52199999999999,123.29,6.0,0.6,3.6,6.79,0.4,2.716,2,0.2,0.4,1,0.4,0.4,4.8,81.09,0.8,0.5,32.436,1
204,2.72,12,7.07,0.6,4.242,35.48,0.6,21.288,42.55,5.0,0.2,1.0,8.76,0.4,3.5039999999999996,2,0.2,0.4,0,0.2,0.0,3.8,30.434,0.4,0.5,6.0868,1
205,2.72,2,3.26,0.6,1.956,5.55,0.4,2.22,8.81,5.0,0.2,1.0,0.21,0.2,0.042,6,0.2,1.2,0,0.2,0.0,3.4,6.417999999999999,1.2,0.5,3.8508,1
206,2.72,13,3.84,0.6,2.3040000000000003,144.39,0.6,86.634,148.23,5.0,0.2,1.0,19.68,0.6,11.808,2,0.4,0.8,1,0.4,0.4,4.4,102.946,1.2,0.5,61.7676,1
207,2.72,13,5.5,0.6,3.3,93.26,0.6,55.956,98.76,5.0,0.2,1.0,14.27,0.6,8.562000000000001,2,0.2,0.4,0,0.2,0.0,4.0,69.218,0.4,0.5,13.8436,1
208,2.72,5,1.9,0.4,0.76,35.04,0.6,21.024,36.94,6.5,0.6,3.9,16.19,0.6,9.714,2,0.2,0.4,0,0.2,0.0,4.6,35.798,0.4,0.5,7.1596,1
209,2.72,5,3.5,0.6,2.1,16.09,0.6,9.654,19.59,5.0,0.2,1.0,5.03,0.4,2.012,2,0.2,0.4,0,0.2,0.0,3.8,15.165999999999999,0.4,0.5,3.0332,1
210,2.72,5,1.46,0.4,0.584,0.75,0.2,0.15,2.21,5.0,0.2,1.0,0.11,0.2,0.022000000000000002,2,0.2,0.4,0,0.2,0.0,2.2,2.156,0.4,0.5,0.4312,0
211,2.72,38,4.6,0.6,2.76,54.99,0.6,32.994,59.59,5.0,0.2,1.0,14.1,0.6,8.46,2,0.2,0.4,0,0.2,0.0,4.0,45.614,0.4,0.5,9.1228,1
212,2.72,5,7.43,0.6,4.458,79.5,0.6,47.7,86.93,5.0,0.2,1.0,102.39,0.6,61.434,2,0.2,0.4,0,0.2,0.0,4.0,114.992,0.4,0.5,22.9984,1
213,2.72,11,3.51,0.6,2.106,52.89,0.6,31.734,56.4,5.0,0.2,1.0,4.26,0.2,0.852,2,0.2,0.4,0,0.2,0.0,3.6,36.092,0.4,0.5,7.2184,1
214,2.72,4,5.65,0.6,3.39,67.16,0.6,40.296,72.81,6.0,0.6,3.6,27.23,0.6,16.338,2,0.2,0.4,0,0.2,0.0,4.8,64.024,0.4,0.5,12.8048,1
215,2.72,4,1.33,0.4,0.532,0.35,0.2,0.07,1.68,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,2.002,0.4,0.5,0.4004,0
216,2.72,31,5.45,0.6,3.27,71.09,0.6,42.653999999999996,76.54,5.5,0.4,2.2,59.18,0.6,35.508,2,0.2,0.4,0,0.2,0.0,4.4,84.03200000000001,0.4,0.5,16.8064,1
217,2.72,4,1.73,0.4,0.6920000000000001,5.64,0.4,2.256,7.37,5.0,0.2,1.0,13.35,0.6,8.01,2,0.2,0.4,0,0.2,0.0,3.2,12.357999999999999,0.4,0.5,2.4716,1
218,2.72,16,6.02,0.6,3.612,135.69,0.6,81.414,141.71,6.0,0.6,3.6,89.64,0.6,53.784,4,0.2,0.8,0,0.2,0.0,5.0,143.21,0.8,0.5,57.284,1
219,2.72,22,3.22,0.6,1.932,55.64,0.6,33.384,58.86,5.0,0.2,1.0,80.8,0.6,48.48,2,0.4,0.8,0,0.2,0.0,4.2,85.596,0.8,0.5,34.2384,1
220,2.72,16,2.41,0.6,1.446,5.28,0.4,2.112,7.69,5.0,0.2,1.0,8.95,0.4,3.58,4,0.2,0.8,0,0.2,0.0,3.4,8.937999999999999,0.8,0.5,3.5752,1
221,2.72,16,2.84,0.6,1.704,64.91,0.6,38.946,67.75,5.5,0.4,2.2,124.59,0.6,74.75399999999999,4,0.2,0.8,0,0.2,0.0,4.6,118.404,0.8,0.5,47.3616,1
222,2.72,16,1.75,0.4,0.7,0.57,0.2,0.114,2.32,5.0,0.2,1.0,0.0,0.2,0.0,4,0.2,0.8,0,0.2,0.0,2.4,2.614,0.8,0.5,1.0456,1
223,2.72,16,2.18,0.6,1.308,30.81,0.6,18.486,32.99,5.0,0.2,1.0,5.8,0.4,2.32,4,0.2,0.8,0,0.2,0.0,4.0,23.914,0.8,0.5,9.5656,1
224,2.72,16,3.26,0.6,1.956,2.81,0.2,0.562,6.07,6.0,0.6,3.6,21.6,0.6,12.96,4,0.2,0.8,0,0.2,0.0,3.8,19.878,0.8,0.5,7.9512,1
225,2.72,40,4.43,0.6,2.658,51.32,0.6,30.791999999999998,55.75,5.5,0.4,2.2,145.97,0.6,87.58200000000001,2,0.2,0.4,0,0.2,0.0,4.4,123.632,0.4,0.5,24.7264,1
226,2.72,8,5.61,0.6,3.366,99.33,0.6,59.598,104.94,6.5,0.6,3.9,76.47,0.6,45.882,2,0.2,0.4,0,0.2,0.0,4.8,113.146,0.4,0.5,22.6292,1
227,2.72,19,3.9,0.6,2.34,27.92,0.6,16.752,31.82,5.0,0.2,1.0,47.6,0.6,28.56,2,0.2,0.4,0,0.2,0.0,4.0,49.052,0.4,0.5,9.8104,1
228,2.72,19,2.19,0.6,1.314,0.68,0.2,0.136,2.87,5.0,0.2,1.0,28.4,0.6,17.04,2,0.2,0.4,0,0.2,0.0,2.8,19.89,0.4,0.5,3.978,1
229,2.72,19,1.56,0.4,0.624,14.64,0.4,5.856,16.2,5.0,0.2,1.0,25.97,0.6,15.582,2,0.2,0.4,0,0.2,0.0,3.2,23.462,0.4,0.5,4.6924,1
230,2.72,14,4.53,0.6,2.718,87.93,0.6,52.758,92.46,5.0,0.2,1.0,85.81,0.6,51.486000000000004,2,0.2,0.4,0,0.2,0.0,4.0,108.36200000000001,0.4,0.5,21.6724,1
231,2.72,20,4.97,0.6,2.9819999999999998,42.19,0.6,25.314,47.16,5.5,0.4,2.2,45.37,0.6,27.221999999999998,2,0.2,0.4,0,0.2,0.0,4.4,58.118,0.4,0.5,11.6236,1
232,2.72,19,2.13,0.6,1.278,0.59,0.2,0.11800000000000001,2.72,5.0,0.2,1.0,0.76,0.2,0.152,2,0.2,0.4,0,0.2,0.0,2.4,2.948,0.4,0.5,0.5896,0
233,2.72,19,3.66,0.6,2.1959999999999997,15.47,0.6,9.282,19.13,5.0,0.2,1.0,1.43,0.2,0.28600000000000003,2,0.2,0.4,0,0.2,0.0,3.6,13.164000000000001,0.4,0.5,2.6328,1
234,2.72,19,1.64,0.4,0.6559999999999999,0.19,0.2,0.038,1.83,5.0,0.2,1.0,1.59,0.2,0.318,2,0.2,0.4,0,0.2,0.0,2.2,2.412,0.4,0.5,0.4824,0
235,2.72,29,4.9,0.6,2.94,98.71,0.6,59.226000000000006,103.61,5.5,0.4,2.2,82.99,0.6,49.794,2,0.2,0.4,1,0.4,0.4,4.6,114.96,0.8,0.5,45.983999999999995,1
236,2.72,32,5.68,0.6,3.408,67.38,0.6,40.428000000000004,73.06,5.0,0.2,1.0,86.7,0.6,52.02,2,0.2,0.4,1,0.4,0.4,4.2,97.656,0.8,0.5,39.0624,1
237,2.72,9,3.99,0.6,2.394,92.05,0.6,55.23,96.04,5.0,0.2,1.0,15.14,0.6,9.084,2,0.2,0.4,1,0.4,0.4,4.2,68.508,0.8,0.5,27.4032,1
238,2.72,30,3.47,0.6,2.082,47.07,0.6,28.241999999999997,50.54,5.0,0.2,1.0,31.38,0.6,18.828,2,0.2,0.4,0,0.2,0.0,4.0,50.552,0.4,0.5,10.1104,1
239,2.72,15,2.68,0.6,1.608,38.32,0.6,22.991999999999997,41.0,5.0,0.2,1.0,7.17,0.4,2.8680000000000003,2,0.2,0.4,0,0.2,0.0,3.8,28.868000000000002,0.4,0.5,5.7736,1
240,2.72,15,2.13,0.6,1.278,42.64,0.6,25.584,44.77,5.0,0.2,1.0,18.24,0.6,10.944,2,0.2,0.4,0,0.2,0.0,4.0,39.205999999999996,0.4,0.5,7.8412,1
241,2.72,2,4.28,0.6,2.568,1264.63,0.6,758.778,1268.91,5.5,0.4,2.2,58.86,0.6,35.316,6,0.2,1.2,2,0.6,1.2,5.2,801.262,2.4,0.5,961.5144,1
242,2.72,1,4.36,0.6,2.616,33.91,0.6,20.346,38.27,5.5,0.4,2.2,6.06,0.4,2.424,6,0.4,2.4,0,0.2,0.0,4.8,29.986,2.4,0.5,35.9832,1
243,2.72,2,2.23,0.6,1.338,4.54,0.2,0.9079999999999999,6.77,5.0,0.2,1.0,22.8,0.6,13.68,6,0.2,1.2,0,0.2,0.0,3.2,18.125999999999998,1.2,0.5,10.8756,1
244,2.72,12,2.0,0.6,1.2,0.32,0.2,0.064,2.32,5.0,0.2,1.0,5.37,0.4,2.148,2,0.2,0.4,0,0.2,0.0,2.6,4.812,0.4,0.5,0.9624,0
245,2.72,7,3.04,0.6,1.824,67.37,0.6,40.422,70.41,6.5,0.6,3.9,77.47,0.6,46.482,2,0.2,0.4,0,0.2,0.0,4.8,93.02799999999999,0.4,0.5,18.6056,1
246,2.72,22,1.19,0.4,0.47600000000000003,122.07,0.6,73.242,123.26,5.0,0.2,1.0,15.2,0.6,9.12,2,0.2,0.4,0,0.2,0.0,3.8,84.238,0.4,0.5,16.8476,1
247,2.72,1,1.35,0.4,0.54,0.0,0.2,0.0,1.35,6.0,0.6,3.6,680.14,0.6,408.084,2,0.2,0.4,0,0.2,0.0,3.4,412.624,0.4,0.5,82.5248,1
248,2.72,1,1.14,0.4,0.456,0.0,0.2,0.0,1.14,5.0,0.2,1.0,0.71,0.2,0.142,2,0.2,0.4,0,0.2,0.0,2.2,1.9980000000000002,0.4,0.5,0.3996,0
249,2.72,6,1.51,0.4,0.604,0.0,0.2,0.0,1.51,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,2.004,0.4,0.5,0.4008,0
250,2.72,8,1.13,0.4,0.452,0.0,0.2,0.0,1.13,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,1.8519999999999999,0.4,0.5,0.3704,0
251,2.72,5,1.5,0.4,0.6,0.0,0.2,0.0,1.5,5.0,0.2,1.0,1.44,0.2,0.28800000000000003,2,0.2,0.4,0,0.2,0.0,2.2,2.2880000000000003,0.4,0.5,0.4576,0
252,2.72,9,0.96,0.2,0.192,0.0,0.2,0.0,0.96,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.5919999999999999,0.4,0.5,0.3184,0
253,2.72,12,1.6,0.4,0.64,0.0,0.2,0.0,1.6,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,2.04,0.4,0.5,0.408,0
254,2.72,16,1.34,0.4,0.536,0.0,0.2,0.0,1.34,5.0,0.2,1.0,0.0,0.2,0.0,4,0.2,0.8,0,0.2,0.0,2.4,2.336,0.8,0.5,0.9344,0
255,2.72,19,1.6,0.4,0.64,0.0,0.2,0.0,1.6,5.0,0.2,1.0,0.06,0.2,0.012,2,0.2,0.4,0,0.2,0.0,2.2,2.052,0.4,0.5,0.4104,0
