20140101_N,max_ndvi,20150720_N,20150602_N,20150517_N,20150501_N,20150415_N,20150330_N,20150314_N,20150226_N,20150210_N,20150125_N,20150109_N,20141117_N,20141101_N,20141016_N,20140930_N,20140813_N,20140626_N,20140610_N,20140525_N,20140509_N,20140423_N,20140407_N,20140322_N,20140218_N,20140202_N,20140117_N,Label
2105.97,4086.29,3206.57,3573.59,1543.97,4086.29,1723.69,4077.18,4079.53,3542.53,3262.12,3230.08,1304.23,2862.75,3090.95,2763.12,2336.62,2270.02,1505.23,3396.29,3379.78,2294.86,1408.75,1673.86,1163.2,1005.75,3010.17,4024.34,3
469.987,7647.9,7074.03,6396.75,1106.75,5273.78,3902.71,5288.38,5037.17,5056.79,5767.08,6713.06,395.121,6913.68,1571.69,7647.9,7169.81,683.3639999999998,4659.02,7363.83,5221.33,2624.22,4210.68,4843.68,723.877,3618.88,5783.93,5686.96,0
5269.45,5713.27,5104.21,3331.61,3095.66,3379.88,2297.93,3587.16,632.953,3595.1,5239.51,5484.18,5602.92,1880.65,2628.8,3796.92,3495.76,1490.31,3268.25,5713.27,4414.03,3435.7,1859.52,1667.08,2290.86,425.358,4275.38,5575.49,1
597.693,8181.58,1741.74,8051.77,7962.47,7654.1,7664.89,7091.03,3203.41,7717.43,7846.04,7493.5,2740.49,8181.58,7152.52,3279.29,5081.42,868.7310000000001,3669.1,8089.22,5089.68,2359.63,5039.92,1891.92,6075.73,1112.98,7673.27,4318.44,0
504.231,8419.04,7806.53,4019.08,8419.04,8148.88,2159.59,8024.26,826.18,7110.12,7539.49,7326.47,6798.45,8129.85,6948.93,6358.55,3448.91,821.584,978.429,7644.16,516.073,3751.48,623.097,5880.34,1167.75,7330.3,7506.06,6538.64,0
2072.02,6742.07,5597.13,6427.47,273.337,4683.61,5070.83,4541.42,768.1439999999999,418.625,6235.15,6235.8,363.689,1132.07,1329.83,732.0169999999998,690.94,465.26,953.53,2861.72,4007.42,2156.5,1563.53,393.731,321.748,339.0130000000001,6742.07,2750.02,2
2305.28,6133.45,4318.57,5352.92,1081.01,4138.27,314.594,6133.45,3006.69,1905.67,589.501,1224.46,548.182,4260.08,485.956,1673.25,1900.44,963.292,2292.07,3214.85,4642.13,3250.77,3112.16,1426.8,646.96,723.837,4033.28,497.968,2
4876.71,7506.43,7364.32,7506.43,7285.34,2363.18,6807.81,7412.62,2856.15,7342.24,6621.47,7471.1,1936.19,2499.56,5880.06,6260.89,1175.66,730.867,5257.07,3629.99,2933.64,1016.57,5980.6,3167.79,4116.39,1080.4,7025.09,1632.16,3
2486.7,7418.53,6266.68,5698.06,6058.19,5651.27,950.163,5449.15,4550.67,4542.11,763.923,508.301,7084.61,4336.93,1189.21,2073.42,4669.5,908.503,5179.24,4480.31,3457.69,7418.53,6908.59,5949.39,1514.93,396.429,2015.59,1176.2,2
2139.64,7682.36,2373.78,7628.5,5708.93,1835.26,1170.49,7655.78,959.64,5011.45,7545.29,4079.06,1047.86,801.062,950.662,7607.34,2070.89,634.132,5201.27,6601.71,5689.69,4448.84,2791.93,7177.58,888.9689999999998,760.275,7682.36,5261.64,0
5678.1,8038.41,7893.82,364.674,8038.41,7935.54,475.654,5355.64,5943.66,6130.46,1878.37,3560.88,737.846,3524.59,540.5880000000002,931.327,4051.32,1604.5,3825.42,2621.89,600.168,5176.67,5577.81,376.23800000000006,4258.17,591.742,7372.95,634.6030000000002,5
6618.39,7976.25,6628.87,1275.77,444.409,3663.49,1470.14,3760.06,3651.54,7571.23,1069.98,6340.6,2149.4,1048.6,1791.42,784.555,322.059,668.9580000000002,6074.66,2732.4,1462.01,1344.51,3830.38,2186.83,924.925,1769.12,7976.25,1121.82,2
3925.26,7892.86,7273.91,6557.38,2944.93,2058.44,1049.72,4192.28,7706.54,7892.86,1905.66,7607.91,5203.39,556.004,2180.13,695.182,1011.65,2744.95,4225.26,3040.81,3070.12,1369.02,1372.43,4624.49,7651.37,891.922,7369.37,1643.47,0
1807.29,2342.76,755.975,359.848,782.452,-558.404,652.039,359.582,887.4730000000002,-197.786,-254.295,364.239,1067.33,-15.7786,412.321,2342.76,595.319,933.6,1195.72,498.585,1474.98,1857.39,918.372,1091.13,305.77,1219.76,-84.7312,1979.06,1
1260.73,6989.47,5494.91,4551.8,3803.81,3922.94,1314.65,569.297,5056.34,5184.54,5182.56,6662.83,6989.47,6133.78,1388.64,1179.8,4997.41,893.048,2706.01,4848.46,423.561,2980.95,1941.12,1553.18,4412.21,317.06,5766.96,2040.91,1
672.3,8093.79,7829.26,7981.1,7944.87,7221.25,7293.86,7524.21,730.8939999999999,5055.65,3007.18,7828.87,5809.0,7824.52,5109.29,2076.63,4441.03,637.446,4643.59,8093.79,7081.41,2169.54,5878.86,2604.17,7411.46,1899.2,7871.54,4259.89,0
5697.4,7062.1,5804.41,5882.74,4681.15,4039.03,826.682,4920.26,4501.91,980.278,5269.74,5846.3,7062.1,2714.42,3518.49,1749.65,957.606,2054.97,5138.79,6243.93,5692.99,1483.15,4820.61,2899.28,3343.18,786.1410000000002,6262.31,2752.4,1
425.717,1154.57,529.753,753.83,346.386,23.4543,-335.728,570.738,481.48800000000006,495.0,455.614,800.817,395.427,36.4547,396.987,779.8430000000002,939.41,424.344,524.186,1154.57,579.345,1058.42,568.1759999999998,274.046,345.332,275.313,98.3673,439.437,1
1923.08,7411.43,2316.2,4368.08,1758.26,3439.88,3485.0,6625.33,7068.96,3635.51,6662.76,2658.66,1158.66,3095.75,3548.31,742.14,98.3197,1002.51,2739.59,2970.71,5589.49,6589.22,4414.25,1630.43,1941.32,4502.98,7411.43,686.847,2
441.55800000000005,7956.68,7718.73,6884.03,6724.09,7956.68,273.272,495.342,2561.39,7762.01,428.462,418.533,303.61,1696.24,474.441,879.3380000000002,308.574,1189.03,1557.9,600.941,1218.22,6545.23,5716.11,244.984,663.304,339.055,6848.13,302.064,0
7772.37,7772.37,7401.79,7372.6,492.598,7092.94,7545.49,7512.3,6282.16,7413.66,2062.26,7207.63,7280.61,1192.29,641.427,1138.81,266.688,4180.82,697.762,2228.89,6412.66,7334.86,3900.62,294.838,7158.76,509.323,6786.09,1452.06,0
573.627,7867.41,7867.41,7077.12,6908.95,1787.28,424.62,420.73800000000006,555.852,5938.32,938.951,1571.49,862.9760000000001,1394.77,565.112,864.9689999999998,511.806,1625.76,1199.78,7743.05,2956.82,7637.54,4594.64,280.79900000000004,2180.69,394.966,7468.13,557.193,0
794.065,7838.47,7329.53,307.865,6778.28,7838.47,504.287,558.976,815.957,3842.1,1298.65,369.128,549.312,1301.41,410.815,1341.84,458.216,1314.07,1616.28,403.111,7003.75,1373.73,4714.61,328.636,4996.23,367.652,7059.8,370.805,0
582.971,8407.13,3676.82,5677.09,8407.13,8256.72,312.306,1375.07,3312.38,3634.48,1023.41,7793.21,6201.21,662.947,465.452,2546.92,7683.65,2202.42,3137.15,4981.82,5699.15,3113.36,3913.51,2413.5,1730.26,323.462,6215.24,1192.08,0
869.092,8480.19,7144.5,8172.83,8054.21,3165.36,6649.55,8119.64,4277.47,2162.11,8321.29,8046.06,860.3689999999998,3868.86,3918.9,8189.08,7482.95,615.0,1786.62,8480.19,7091.69,4657.85,5972.02,912.109,1627.72,7945.25,8264.12,1309.72,0
487.143,5841.86,5593.75,5103.83,3540.37,4161.59,742.1210000000002,3749.43,883.685,3908.89,4728.03,4455.35,1033.71,4488.35,2592.76,5841.86,3520.04,716.789,3379.53,755.1210000000002,3778.58,3594.27,1677.98,1116.62,1358.17,4052.8,4209.47,1915.2,4
1210.2,1711.25,697.301,637.434,19.5267,100.959,1103.23,111.468,306.405,1541.26,768.3989999999999,250.916,1215.54,-31.6212,706.6310000000002,1142.06,1711.25,833.403,1648.9,553.9169999999998,1046.33,608.0419999999998,930.852,1256.59,1275.04,899.53,152.512,-100.599,1
4483.26,8162.09,7373.57,7255.28,7938.92,7891.41,7542.79,7781.89,426.377,8029.7,6625.53,8162.09,2766.67,1497.33,901.781,1383.81,284.617,3657.21,994.576,3895.19,4847.31,7923.38,918.012,337.244,7631.2,470.169,7496.44,6292.25,0
4132.62,8040.78,1801.72,8040.78,6268.95,7739.17,7697.25,7820.83,5070.38,7786.16,7484.76,7329.46,633.998,7602.23,1934.27,7257.03,4010.56,1092.75,3478.26,7958.8,391.835,2127.74,662.977,647.484,7459.14,5646.15,7462.94,4012.59,0
947.114,8256.96,6813.35,7136.38,5802.76,6055.98,5767.41,6707.83,893.48,7389.41,7575.47,7819.43,6152.37,8256.96,7003.83,6521.82,1756.26,650.053,3220.9,7750.31,412.25,2426.13,5220.91,1861.62,3969.1,5547.23,7093.06,4810.47,0
787.4989999999998,7810.29,7810.29,1651.27,6308.67,6587.04,376.112,500.044,772.8580000000002,7521.62,2882.38,444.606,364.338,1139.95,498.953,718.99,5884.64,1288.66,4205.42,5642.99,6670.33,890.352,6796.21,451.197,568.202,433.964,6398.33,407.328,0
590.95,8001.65,7270.55,6523.13,1269.05,7728.92,1194.01,7706.48,1304.13,7893.05,3228.49,8001.65,505.8130000000001,1669.53,451.573,1141.04,469.101,2728.08,1718.2,1250.99,4524.51,775.957,1461.2,631.643,7606.85,436.512,7490.99,3028.74,0
5799.01,6533.77,3704.66,6188.08,564.4730000000002,2577.14,2519.17,6437.5,6342.76,6487.21,1815.45,4605.61,1059.28,2119.6,4371.81,855.477,253.115,793.012,4680.78,6053.02,5577.1,6483.48,6533.77,1544.43,4716.83,2744.47,6180.92,873.942,2
3445.79,6327.62,5231.5,496.189,4279.65,5560.01,589.2719999999998,762.09,1392.39,5579.22,4604.84,1127.18,338.264,3214.23,405.391,1043.23,2476.66,1685.81,2004.51,2016.22,4607.51,456.518,5886.38,258.764,2583.0,556.971,6327.62,554.7130000000002,0
652.74,7939.34,7939.34,2937.82,7719.7,7539.29,1149.71,2912.24,6801.36,530.7180000000002,4117.06,7518.52,3165.15,983.405,2191.77,3918.71,5019.51,1408.99,4839.18,5606.54,6810.21,5726.51,6296.01,7401.57,6910.54,3111.88,7160.55,701.485,0
760.084,8175.57,7551.39,797.97,8173.77,8175.57,839.27,7991.7,1373.03,3323.42,2786.07,7856.25,486.087,1384.34,1517.72,977.427,570.512,1533.65,2198.33,7840.15,7453.25,329.477,7252.15,355.445,3692.49,416.552,7244.46,948.895,0
400.205,7879.25,7693.55,694.382,6470.59,7879.25,359.386,403.9980000000001,689.029,1673.29,1070.39,786.85,422.267,7211.56,218.726,919.887,416.025,1585.43,1042.86,7444.08,4726.39,2285.01,1463.27,305.443,5520.42,269.418,7133.37,386.298,0
6782.9,7033.58,1926.68,6147.18,545.566,3041.54,1748.04,7033.58,1738.96,624.1659999999998,478.554,6998.82,4550.09,3307.44,421.513,983.937,304.462,4049.25,699.702,5682.01,634.773,5882.79,1415.05,318.572,601.391,569.957,6416.74,552.3919999999998,0
1359.45,8249.93,7989.16,8119.52,7989.85,7207.0,7302.46,7639.4,7209.9,7816.81,7855.67,7766.96,4207.55,8071.53,4575.03,4375.0,748.064,1424.38,3677.55,8249.93,810.1419999999998,2009.95,753.1460000000002,1770.3,6775.42,1902.52,7663.43,7714.86,0
7304.78,7456.81,7089.7,6980.16,1528.02,7049.65,7015.44,7180.66,415.264,4928.32,3244.17,7339.76,7456.81,4077.95,345.481,1279.47,325.56,3585.04,961.391,6843.92,6050.55,646.8,4430.36,394.63,6695.73,389.898,6277.69,611.248,0
2431.76,6304.86,5455.24,412.479,5111.6,6000.41,552.845,5588.03,2185.82,6304.86,1107.28,4276.77,1369.43,2769.55,782.503,1119.84,907.962,2632.47,2549.96,483.309,1179.44,3626.21,5959.19,375.159,1265.87,550.44,5431.26,693.61,2
1475.69,8231.66,7597.59,7640.61,7054.34,4883.29,1455.43,5576.74,974.201,1206.53,7197.9,3485.52,870.947,6617.87,6370.95,5945.73,7506.06,737.16,4066.21,8231.66,6989.67,3915.08,4355.64,4767.18,998.467,3851.94,6847.41,1320.51,0
7839.26,8011.02,7580.0,7606.9,8011.02,7953.35,7560.44,4650.66,2238.22,7864.47,883.1410000000002,7894.06,7808.34,1479.61,585.361,1247.29,246.544,4093.9,915.444,5909.01,6874.97,7869.75,1300.65,335.338,7857.94,881.738,7540.56,3120.12,0
4780.03,8112.56,6813.22,8112.56,1694.42,7803.01,7820.9,7742.06,2456.44,7936.73,7868.18,7704.9,1141.33,5857.7,6421.95,1609.88,2972.31,1195.0,1390.84,3793.01,1294.09,3101.31,870.439,856.818,3708.32,2098.81,7822.96,7705.76,0
1030.66,5954.91,3902.14,4949.86,2436.9,3342.3,4622.75,4686.63,4863.94,2716.22,4785.15,2222.93,495.27,2112.35,4255.95,764.6160000000001,228.292,846.439,1536.64,5954.91,1291.43,1263.74,3798.86,1264.75,836.1160000000001,1087.78,3799.15,365.548,1
1258.61,8010.23,7552.76,1944.03,8010.23,7998.34,180.058,7320.46,446.646,6605.59,2332.95,500.536,333.675,1340.82,888.755,912.458,494.869,1515.84,3449.98,646.0459999999998,637.95,2048.19,2507.8,338.204,7201.0,758.6089999999998,6157.15,366.146,0
3643.97,8137.66,5274.57,3156.33,729.9939999999998,4369.07,709.665,5769.59,3772.84,8137.66,1497.08,3668.88,782.872,3719.9,2355.46,1808.01,3639.92,811.2660000000002,2958.34,2742.9,1108.31,3483.9,2795.05,259.11,1057.27,514.375,6991.8,1681.72,2
665.2919999999998,7820.48,7021.01,6573.69,447.83,6088.26,6356.94,5830.9,6520.77,7271.09,7136.74,7110.71,452.529,7445.0,6683.15,7820.48,7019.81,399.104,3237.35,7337.8,690.3660000000001,1554.5,4809.17,6029.8,2136.51,6908.08,7050.88,6931.84,0
5545.11,7871.26,4726.36,7433.19,7581.86,6180.45,2719.52,7871.26,664.6080000000002,5850.23,4527.29,7709.28,5174.31,725.0830000000002,1164.18,728.368,528.615,4118.77,1514.59,7684.45,1672.85,3210.91,3129.26,505.897,708.2760000000002,1245.1,7066.83,1401.53,0
600.487,6980.73,6511.53,5221.83,6290.65,4476.7,653.599,4852.7,737.2360000000001,5717.88,668.0980000000002,2995.76,800.997,698.5239999999999,844.034,1026.0,433.583,2398.2,1182.06,6346.07,6261.06,596.29,4879.12,492.80300000000005,2803.73,718.082,6980.73,2396.58,0
763.799,7323.84,5915.34,4300.72,454.579,890.8560000000001,1153.8,4356.37,1363.7,7323.84,7136.41,6927.67,5268.59,444.762,657.502,772.058,412.853,2206.76,3346.45,4209.93,2874.11,4304.4,6609.4,356.1740000000001,6271.62,974.65,5973.73,3880.15,0
2054.5,7905.82,3640.95,3895.15,931.343,640.961,603.191,7905.82,7704.13,1851.79,2092.08,3047.79,803.492,2711.49,4986.38,760.39,871.265,1157.63,4921.81,5116.03,2515.36,3633.12,4619.23,602.53,767.314,576.821,3181.98,536.008,2
5758.74,6014.78,6014.78,4267.29,3606.16,4012.85,4259.29,4380.26,4388.67,2559.63,5450.5,5943.81,1224.6,5846.41,1569.89,5579.55,2312.25,2793.29,4000.1,4049.9,914.464,3362.78,1730.85,1649.93,777.0830000000002,1029.98,5395.35,3070.19,3
179.83700000000005,7827.69,1916.77,2791.41,2528.76,1440.21,2626.97,6052.35,6967.59,7827.69,7267.53,2106.07,312.681,2119.26,687.6310000000002,1601.77,350.5019999999999,933.688,2294.37,1858.26,2863.23,2878.97,3170.02,4233.26,1115.13,454.237,5214.77,380.735,2
773.175,8014.56,5673.89,2396.96,1137.93,5503.91,5562.83,5997.02,6068.42,6123.07,6692.94,7365.95,584.432,4060.83,5480.24,8014.56,7477.13,763.908,2246.29,7684.36,691.258,2650.59,1513.14,5633.26,1445.71,5664.59,6866.91,6958.42,0
539.336,8158.68,5333.19,8067.64,6471.23,7555.75,7579.09,7842.29,677.7439999999998,7809.94,7546.03,7503.41,3053.7,7736.78,6808.12,2056.63,7151.55,540.599,4549.12,8158.68,7221.36,1875.43,3413.7,6550.17,3784.96,3485.39,7433.78,663.367,0
946.38,8158.69,5413.8,7925.07,3758.06,3519.94,404.216,1609.56,583.136,6678.12,7639.1,7431.14,7085.86,497.234,3481.61,1228.99,998.691,2486.47,6536.72,8158.69,5480.71,6131.79,948.03,332.025,945.332,7058.32,7126.02,5416.7,0
1506.06,8136.63,7805.69,2735.13,5971.95,8136.63,274.776,7491.74,5121.82,5494.97,1021.07,443.599,465.30800000000005,1176.88,544.875,884.87,350.047,1502.78,3648.49,563.6659999999998,5001.26,681.913,7340.09,350.1880000000001,7706.09,587.826,7010.88,391.994,0
7185.27,7947.24,7471.93,6986.03,6833.41,2519.66,5706.64,4038.12,6233.73,6713.77,6838.8,7003.09,7011.15,7947.24,6920.56,1913.84,7660.22,1051.6,1697.09,7101.39,3366.0,1748.49,366.881,5477.2,556.113,6025.81,6200.93,4498.13,0
5557.3,7834.09,5551.27,7834.09,7102.4,5912.93,4649.37,6191.37,2968.89,6339.95,7048.9,7066.62,2706.92,3479.8,2382.93,6788.23,6415.99,525.172,3303.26,7063.07,2373.08,2099.85,4038.46,4247.67,922.627,613.911,6457.52,7013.78,0
3471.38,3471.38,2639.12,2518.08,2403.91,2085.02,425.437,605.076,1452.26,2071.75,2138.45,2970.21,1898.13,2433.3,3140.6,1857.0,2577.27,915.558,2202.34,3421.73,2272.74,2908.63,1213.93,2556.07,651.502,691.595,2288.47,3123.63,1
3226.45,7060.12,3497.74,4988.47,4323.23,3159.72,5559.69,7060.12,4821.61,1282.74,3183.68,960.49,1145.92,3235.75,2277.62,1449.67,407.83,1082.4,5574.99,4302.41,4039.94,3826.96,4647.99,2570.76,698.929,287.6020000000001,2978.18,443.395,2
469.512,7707.64,6888.97,3153.91,6558.09,5391.69,5984.23,7180.1,7069.63,7659.56,7707.64,6733.01,527.669,5585.19,1634.95,7592.39,7509.53,488.586,5020.65,7428.17,5980.72,3313.6,5139.62,6225.89,639.695,6635.39,7210.88,2079.28,0
7330.37,7667.05,5867.14,7575.45,4716.92,7667.05,770.258,7330.21,6741.02,1418.53,6160.95,7152.68,1717.69,2495.12,3687.89,854.207,2293.73,2664.24,4502.83,675.794,2260.28,312.311,7050.53,322.933,5329.7,4579.06,6358.91,2254.77,0
6663.01,6842.74,6384.54,705.179,4509.33,4999.29,1764.87,5461.53,618.612,4810.13,615.819,6759.36,2471.26,1600.18,1601.16,1057.69,5484.45,834.765,6842.74,6734.21,4630.8,4912.26,4114.44,3281.26,1513.28,585.073,6477.5,404.022,3
2289.06,7026.49,4578.1,5344.54,850.921,3828.43,1232.39,6470.4,7026.49,4445.61,886.4789999999998,2041.97,696.65,3393.83,687.627,960.066,2178.09,1268.6,2642.34,5648.52,4678.61,2776.41,3773.55,362.999,756.725,745.2180000000002,6396.03,412.807,2
4284.66,7826.35,7266.72,701.7539999999998,1254.97,2544.68,419.584,7332.03,737.42,726.865,7642.1,7826.35,2211.4,1495.49,368.62,2130.74,618.346,2047.84,3392.93,587.299,5579.85,1518.71,6681.61,2870.17,1252.81,299.906,7487.39,1166.65,0
6715.73,7859.16,5837.05,1740.82,918.132,3996.85,2694.16,6261.84,7173.3,7859.16,2563.96,1562.63,881.9939999999998,1150.71,3379.81,601.174,-82.6969,637.001,2980.62,1414.16,2483.09,5264.62,4171.93,1989.65,692.0039999999998,1770.83,7614.39,1361.57,2
866.8,7986.63,6486.75,7499.35,2830.11,6801.74,6769.1,7099.93,5282.76,5128.31,7246.4,7218.47,5778.12,2665.14,6225.41,7254.94,5418.73,676.3510000000001,1423.54,7986.63,1773.4,2868.18,3566.93,613.305,6971.82,1134.48,7059.74,6567.18,0
5321.7,8068.18,5269.6,471.651,7956.26,8068.18,1091.41,2341.21,712.591,7905.21,1280.3,5356.57,284.886,5804.9,421.087,1362.54,2890.46,1915.72,3373.18,1168.72,6273.91,347.552,6848.38,342.941,1749.49,883.5,7126.95,500.152,0
7853.45,8002.71,6155.96,7974.15,3480.87,7497.87,6518.78,7690.52,5488.72,6156.97,8002.71,7880.36,886.252,4605.75,6043.52,1420.13,690.3589999999998,1316.7,6143.42,6374.61,6422.63,538.561,4239.15,7181.18,7263.04,667.99,7501.8,3004.03,0
1159.42,7644.8,7147.15,222.861,6909.8,7307.44,980.027,2160.86,5468.83,1470.9,2362.47,7025.05,2724.65,1007.76,1204.24,1925.23,961.905,2018.1,3378.12,1324.91,6719.55,945.886,2482.22,7644.8,509.804,767.193,7156.19,470.6230000000001,0
3748.49,6091.25,4859.78,4919.05,3698.81,4006.81,3415.07,4645.72,4243.98,5744.31,5424.06,4720.65,1764.75,2242.96,4417.07,5500.42,1974.45,788.653,2517.62,3566.28,3462.4,4181.48,1785.18,1431.19,1065.36,1371.17,5964.07,6091.25,3
6252.52,8066.21,3785.83,4689.65,141.808,4284.83,3351.84,2644.87,5722.94,5718.61,8066.21,5669.74,519.803,2501.0,1375.72,1833.59,175.797,1074.57,2047.77,6348.07,5211.75,4566.64,3529.83,2405.36,2819.21,1328.57,7607.21,520.398,2
-342.357,3539.32,1722.43,601.057,-170.99599999999995,811.5889999999998,1231.47,621.693,1071.22,865.743,3539.32,504.084,80.9171,2669.45,1431.28,1016.6,812.75,2108.22,2594.5,578.625,2065.07,-346.399,2230.67,1014.54,1217.88,2201.93,1350.66,1676.46,4
667.342,7728.32,7389.6,7488.22,3035.91,4221.56,3417.65,7617.86,7265.02,1211.22,7699.69,5799.09,481.637,939.656,794.38,6775.21,2212.44,702.073,5614.9,4401.7,6714.88,3119.28,6119.57,6925.6,1738.12,6364.37,7728.32,5233.56,0
7368.27,7678.84,7678.84,5458.13,1034.64,6635.12,7566.7,5063.34,5993.28,7528.82,6666.18,7490.34,6285.05,7568.2,4515.39,1629.66,2655.02,1141.09,1774.68,5816.87,563.202,1925.94,6650.97,2044.61,7365.9,7383.77,7432.6,7536.55,0
2024.81,8139.09,6974.36,7960.28,7374.42,6529.81,6336.02,6782.0,1067.3,7351.7,7317.06,6897.35,3750.71,8139.09,6859.27,6802.19,2260.67,515.9259999999998,1010.58,1967.79,3014.36,2902.33,3137.1,535.761,6394.97,6727.2,7181.95,3646.83,0
5597.91,7959.88,7091.23,7959.88,2578.24,3677.01,580.38,1786.29,7770.62,5265.67,2650.29,7581.52,5231.51,485.286,1426.69,755.413,2967.97,2656.03,4313.8,5258.51,2699.51,3713.8,653.956,1194.7,6107.63,1182.95,7296.41,1693.35,0
811.203,6091.24,6091.24,3286.98,1266.95,4522.77,580.793,2410.14,3060.78,3763.81,5642.05,5442.18,3164.36,1585.55,1720.6,1512.53,3638.99,1910.98,1353.36,1194.5,2898.86,3149.37,2574.27,3035.95,5830.93,512.371,4263.21,1629.16,2
5548.98,6839.31,6330.01,5707.03,5474.41,5548.44,5756.35,6133.74,6175.47,773.311,6823.11,6839.31,3454.22,5318.13,2508.45,6369.91,2723.78,2495.51,3960.95,4701.27,1929.43,2345.87,1763.88,2431.79,730.567,1197.03,6706.15,877.529,3
1397.01,8151.73,7347.56,7606.93,7796.37,6797.59,6807.2,6864.03,4401.31,7256.25,7398.76,7501.07,2933.97,8151.73,7274.56,4804.4,4603.23,682.801,3209.96,8139.49,337.727,2435.38,5423.88,801.793,4563.58,2447.98,7092.51,6979.54,0
8024.04,8024.04,6077.18,5723.55,786.7639999999999,7567.07,2780.15,6958.65,2813.36,4970.99,6980.44,7866.4,3825.55,1309.96,448.275,736.283,449.845,2687.1,1697.0,6514.25,1002.45,3429.14,909.195,445.145,3749.48,2391.22,6691.69,5585.88,0
4253.96,5251.16,3502.51,3745.93,3412.11,3228.52,3881.53,5251.16,4834.39,3212.89,4749.0,2431.98,1041.9,2602.45,2954.07,4465.9,2359.39,2010.71,3306.52,4053.07,3220.43,1290.63,1478.43,1519.56,720.199,693.812,2843.47,3187.51,3
4354.24,8410.5,7709.57,7835.91,7402.58,6266.97,5311.74,5558.62,1915.53,6331.22,4517.78,6617.19,1190.1,7908.35,7611.56,8410.5,6133.11,770.7589999999999,4327.0,1866.95,5833.78,3252.18,612.4069999999998,5437.3,1367.87,915.479,5944.96,4415.44,0
455.964,6659.29,6659.29,6333.81,6245.62,4699.76,4325.18,4433.04,4700.12,5783.1,6216.75,5167.73,1204.83,6002.68,4477.21,4685.7,5252.63,638.212,3116.96,5748.55,5725.28,2436.36,3918.12,4059.95,385.18300000000005,1049.09,4301.87,1795.58,2
582.868,7836.85,7164.69,7697.83,7836.85,7759.17,2482.18,4719.8,5664.8,7499.09,1656.6,7373.16,2640.36,7473.96,5869.27,318.882,7521.56,2223.32,6290.25,7584.78,6611.57,4429.74,6594.1,2360.59,673.855,6281.34,1217.62,2807.3,0
610.44,8147.69,6117.77,1390.22,3467.99,7848.59,273.286,777.3989999999999,1727.84,7987.67,8147.69,8097.2,5483.97,1688.31,375.499,2654.37,6839.09,1618.15,3749.73,3184.36,1316.21,2174.64,581.302,1010.54,3341.37,349.954,7412.36,2386.14,0
2750.28,8327.64,7843.15,6601.76,7817.96,7112.94,2080.94,6558.91,874.427,7351.21,7433.55,5229.0,3346.23,2618.02,7154.95,8327.64,1302.35,431.674,2661.3,7885.71,5896.06,2409.52,809.84,948.108,2106.29,4594.31,6815.15,5876.85,0
2147.82,7295.22,2976.54,3477.17,613.469,4190.1,1108.13,6419.1,7295.22,1054.26,1222.82,1144.31,873.566,3807.4,1088.46,1479.21,1911.3,1245.41,2509.7,5552.86,4731.66,3152.21,2162.24,266.387,337.121,690.192,6062.18,406.465,2
1204.26,8357.54,7835.97,8357.54,7591.02,7394.51,7836.01,8179.02,4904.94,4497.27,7871.48,8172.32,1710.17,5338.78,1394.74,7392.95,1774.9,533.262,921.485,8049.87,331.1690000000001,3295.13,858.5980000000002,1607.02,7354.07,7943.98,7953.6,5271.44,0
329.8,5327.69,5327.69,443.945,4823.85,4253.73,4275.17,4197.82,3701.01,4280.46,3292.43,3409.28,2778.12,4626.46,3123.75,2975.98,4987.97,2347.89,3366.76,5211.53,3674.24,3327.37,658.612,821.204,453.586,733.815,5193.59,1632.38,2
7898.78,7898.78,7333.33,3884.62,5723.45,5692.63,187.565,6170.95,4213.15,7300.75,588.847,6299.5,1298.43,2531.2,714.203,1259.07,958.739,2208.98,3285.22,4746.97,3716.91,937.855,5906.14,334.028,5759.87,1798.2,4956.93,751.9839999999998,0
7555.56,7961.71,4103.82,7872.28,7717.71,5444.0,6947.62,7475.19,1390.28,7752.25,7736.43,7677.87,7537.73,7961.71,6855.05,1631.08,4855.89,1165.22,2547.15,7832.55,738.768,1915.42,600.964,6913.74,502.854,7471.15,7489.72,7712.47,0
672.2660000000002,8079.94,7784.19,6171.14,938.724,1234.7,509.526,983.686,6543.06,3191.73,1150.94,886.211,423.149,749.3989999999999,734.998,2310.03,547.196,1339.1,5616.63,1126.75,6804.96,8079.94,1032.52,1278.75,2006.43,294.6740000000001,7287.93,545.482,0
3049.45,6696.1,3566.07,5529.45,3637.85,6696.1,5006.83,1096.69,2858.98,5678.88,5304.29,2701.69,478.6,803.66,451.857,656.7389999999998,601.742,625.428,5262.96,5178.12,3868.44,4042.7,4021.75,3319.71,3110.48,464.855,6204.59,1014.18,2
852.622,4000.1,4000.1,3063.84,2148.88,2315.51,2314.65,2658.62,2392.41,1822.79,2573.8,2864.64,3091.88,3286.71,3217.06,1464.63,2388.5,1141.77,2943.47,3461.23,3394.72,3128.24,2529.52,2791.61,2468.95,1435.94,2365.65,2216.74,1
5185.19,8065.28,7637.66,8065.28,7590.03,6618.03,6436.04,6409.74,3539.48,6284.78,6498.96,7300.72,1686.77,7802.4,4424.12,7797.05,2455.04,540.388,3724.01,7841.17,5482.98,3090.47,2323.89,4965.32,1928.75,4304.92,6162.11,4342.79,0
