No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Nongzhanguan,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
14911,2014,11,12,6,59.0,2.0,10.0,200,74.0,5.0,1018.0,-16.2,0.0,4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.0
9871,2014,4,16,6,98.0,9.0,82.0,700,2.0,13.3,1011.5,3.4,0.0,0.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0
19499,2015,5,22,10,121.0,18.0,81.0,900,60.0,22.5,1007.1,10.0,0.0,1.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0
22972,2015,10,14,3,191.0,17.0,105.0,1700,7.0,13.0,1014.0,8.7,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.0
19762,2015,6,2,9,51.0,2.0,14.0,200,85.0,27.3,1005.2,1.6,0.0,5.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.0
31186,2016,9,20,9,32.0,2.0,40.0,500,15.0,19.9,1018.2,11.6,0.0,1.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.0
4203,2013,8,23,2,175.0,7.0,104.0,1500,1.0,23.7,1005.4,22.9,0.0,0.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,143.0
8831,2014,3,3,22,269.0,128.0,103.0,4200,2.0,2.7,1018.2,-3.6,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,220.0
2211,2013,6,1,2,120.0,15.0,67.0,1000,44.0,20.0,1000.0,17.2,0.0,0.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.0
18667,2015,4,17,18,206.0,21.0,50.0,700,110.0,23.6,1002.1,-4.6,0.0,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64.0
11537,2014,6,24,16,82.0,11.0,19.0,800,262.0,31.0,997.9,16.2,0.0,2.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.0
23775,2015,11,16,14,72.0,14.0,98.0,1500,19.0,8.3,1014.6,1.2,0.0,1.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,72.0
14346,2014,10,19,17,160.0,12.0,61.0,1000,104.0,16.9,1009.9,12.6,0.0,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.0
29654,2016,7,18,13,101.0,7.0,32.0,1200,159.0,28.6,1003.0,20.9,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,101.0
33188,2016,12,12,19,227.0,31.0,87.0,2500,5.0,1.5,1023.2,-2.8,0.0,0.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.0
10819,2014,5,25,18,68.0,2.0,20.0,100,108.0,25.9,1000.4,-0.3,0.0,2.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.0
3609,2013,7,29,8,118.0,10.0,37.0,1000,14.0,29.2,996.6,25.2,0.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.0
28105,2016,5,15,0,67.0,2.0,51.0,400,24.0,13.4,1010.6,12.0,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67.0
30368,2016,8,17,7,124.0,6.0,76.0,1000,2.0,24.8,1000.6,21.9,0.0,0.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,56.0
20414,2015,6,29,13,205.0,14.0,63.0,2500,77.0,23.3,1000.4,18.8,0.0,5.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.0
3263,2013,7,14,22,65.0,4.0,25.0,900,81.0,24.5,1002.0,23.6,1.3,0.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0
2429,2013,6,10,4,9.0,3.0,53.0,1100,6.0,16.1,1009.7,15.9,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.0
3981,2013,8,13,20,103.0,11.0,30.0,1500,135.0,29.6,1001.1,25.6,0.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,92.0
7903,2014,1,24,6,228.0,112.0,100.0,3000,2.0,-1.2,1011.9,-11.4,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,204.0
4473,2013,9,3,8,91.0,7.0,70.0,1100,26.0,22.0,1013.9,17.6,0.0,1.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78.0
9020,2014,3,11,19,113.0,54.0,93.0,1600,58.0,11.4,1015.6,-8.5,0.0,4.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.0
2074,2013,5,26,9,109.0,46.0,59.0,1700,20.0,22.6,1004.7,17.3,0.0,2.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106.0
22728,2015,10,3,23,111.0,5.0,113.0,1100,8.0,15.2,1018.1,12.1,0.0,0.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,56.0
11277,2014,6,13,20,15.0,2.0,53.0,600,80.0,20.8,1004.5,17.4,0.0,2.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.0
32664,2016,11,20,23,11.0,2.0,22.0,400,31.0,1.0,1022.5,-0.2,0.3,2.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.0
22710,2015,10,3,5,17.0,2.0,39.0,300,31.0,11.4,1014.8,7.9,0.0,0.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.0
19103,2015,5,5,22,44.0,2.0,51.0,400,57.0,20.6,1003.5,-7.9,0.0,1.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13.0
13472,2014,9,13,7,178.0,4.0,72.0,1500,2.0,20.0,1011.5,18.0,0.0,1.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0
5509,2013,10,16,12,67.0,18.0,60.0,900,15.0,19.3,1020.2,-2.4,0.0,1.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40.0
16425,2015,1,14,8,162.0,62.0,87.0,2200,2.0,-3.0,1026.9,-9.9,0.0,1.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.0
29533,2016,7,13,12,14.0,2.0,10.0,400,143.0,33.6,1000.6,17.7,0.0,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0
34502,2017,2,5,13,6.0,5.0,9.0,200,85.0,8.2,1017.6,-17.8,0.0,2.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0
20125,2015,6,17,12,44.0,3.0,22.0,600,190.0,31.3,997.9,15.3,0.0,2.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30.0
23590,2015,11,8,21,84.0,4.0,65.0,1000,2.0,3.5,1021.6,1.4,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,84.0
29117,2016,6,26,4,104.0,3.0,107.0,700,2.0,21.7,1002.4,15.3,0.0,0.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52.0
26475,2016,3,8,2,36.0,3.0,28.0,300,55.0,0.1,1025.3,-22.1,0.0,4.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
3786,2013,8,5,17,94.0,6.0,45.0,1100,289.0,31.8,992.3,21.3,0.0,2.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,62.0
30206,2016,8,10,13,72.0,3.0,13.0,1000,156.0,33.4,1002.3,22.8,0.0,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,72.0
1843,2013,5,16,18,102.0,39.0,30.0,1300,188.0,24.4,1009.5,7.5,0.0,2.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67.0
8074,2014,1,31,9,161.0,83.0,42.0,1400,15.0,0.2,1016.1,-5.6,0.0,2.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,118.0
10277,2014,5,3,4,81.0,3.0,86.0,400,2.0,8.4,1010.6,5.3,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33.0
4661,2013,9,11,4,67.0,8.0,71.0,800,1.0,15.4,1010.9,12.9,0.0,0.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0
18432,2015,4,7,23,74.0,10.0,47.0,700,75.0,9.0,1023.9,-6.8,0.0,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67.0
31329,2016,9,26,8,43.0,2.0,37.0,1000,48.0,18.2,1010.8,17.2,1.8,1.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43.0
26984,2016,3,29,7,37.0,2.0,78.0,500,6.0,8.4,1013.8,-4.8,0.0,0.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0
2595,2013,6,17,2,43.0,7.0,21.0,900,77.0,21.8,999.2,18.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43.0
26616,2016,3,13,23,102.0,26.0,63.0,700,41.0,8.0,1019.9,-15.6,0.0,4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49.0
12174,2014,7,21,5,80.0,3.0,36.0,700,49.0,29.4,997.1,20.3,0.0,3.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,59.0
33298,2016,12,17,9,81.0,26.0,75.0,1900,3.0,-1.0,1018.9,-8.9,0.0,1.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0
10289,2014,5,3,16,76.0,6.0,21.0,100,97.0,21.9,1004.3,-11.1,0.0,7.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23.0
15606,2014,12,11,5,9.0,13.0,38.0,400,33.0,-4.0,1031.0,-18.3,0.0,1.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0
14222,2014,10,14,13,115.0,9.0,92.0,800,33.0,21.2,1013.0,1.4,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44.0
9366,2014,3,26,5,269.0,24.0,159.0,2400,2.0,8.7,1006.8,5.6,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,227.0
32399,2016,11,9,22,267.0,10.0,81.0,3400,4.0,4.1,1019.5,1.8,0.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.0
13737,2014,9,24,8,36.0,2.0,29.0,600,4.0,19.0,1013.7,15.5,0.0,2.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.0
21350,2015,8,7,13,121.0,2.0,17.0,1000,171.0,29.8,1007.6,23.5,0.0,1.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113.0
28939,2016,6,18,18,69.0,7.0,24.0,700,214.0,31.4,999.5,15.4,0.0,3.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,45.0
9368,2014,3,26,7,352.0,21.0,157.0,2800,2.0,11.1,1008.1,7.2,0.0,0.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,283.0
15987,2014,12,27,2,214.0,98.0,121.0,4300,2.0,-6.0,1027.0,-11.5,0.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,175.0
31503,2016,10,3,14,118.0,6.0,20.0,900,173.0,27.9,1006.2,15.2,0.0,1.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.0
5967,2013,11,4,14,62.0,14.0,39.0,500,62.3322,17.9,1022.1,-3.6,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44.0
13747,2014,9,24,18,76.0,2.0,34.0,500,101.0,21.0,1011.5,15.3,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27.0
33173,2016,12,12,4,225.0,53.0,109.0,2800,6.0,1.8,1017.9,-4.9,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,218.0
26382,2016,3,4,5,303.0,71.0,119.0,4700,7.0,2.0,1012.8,-0.3,0.0,0.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,303.0
3002,2013,7,4,1,80.0,10.0,103.0,1700,5.0,24.9,990.6,21.6,0.0,0.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,51.0
33184,2016,12,12,15,171.0,36.0,61.0,1700,43.0,6.5,1019.6,-4.3,0.0,1.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.0
27348,2016,4,13,11,262.0,16.0,145.0,2100,24.0,16.2,999.5,8.7,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,262.0
4063,2013,8,17,6,21.0,7.0,42.0,300,20.0,30.3,996.8,14.4,0.0,2.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21.0
19966,2015,6,10,21,143.0,8.0,56.0,1900,79.0,22.0,993.8,18.8,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,143.0
20260,2015,6,23,3,246.0,13.0,56.0,1700,73.0,22.9,1002.9,19.1,0.0,1.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.0
23223,2015,10,24,14,55.0,12.0,35.0,1000,75.0,18.5,1021.9,4.3,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39.0
2607,2013,6,17,14,10.0,6.0,21.0,700,161.0,30.3,996.6,15.2,0.0,1.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.0
24564,2015,12,19,11,116.0,33.0,112.0,3400,4.0,-0.5,1032.8,-5.7,0.0,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,113.0
14924,2014,11,12,19,47.0,2.0,27.0,200,63.0,6.0,1023.0,-17.3,0.0,2.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.0
787,2013,4,2,18,151.0,56.0,63.0,1300,124.0,16.3,1007.5,-3.3,0.0,2.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,115.0
24615,2015,12,21,14,198.0,36.0,120.0,3300,14.0,4.1,1021.8,-4.4,0.0,1.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,198.0
5919,2013,11,2,14,362.0,22.0,166.0,2200,24.633000000000006,13.6,1016.4,7.4,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,371.0
26657,2016,3,15,16,196.0,82.0,70.0,1600,70.0,12.6,1011.0,-4.5,0.0,2.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,164.0
16765,2015,1,28,12,19.0,9.0,27.0,400,68.0,-1.0,1029.0,-21.8,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.0
32223,2016,11,2,14,162.0,21.0,92.0,1300,22.0,12.1,1019.6,-2.9,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,108.0
34492,2017,2,5,3,14.0,12.0,27.0,600,49.0,-0.4,1016.5,-10.6,0.0,0.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14.0
27327,2016,4,12,14,96.0,11.0,47.0,800,75.0,15.3,1001.9,6.6,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,96.0
1785,2013,5,14,8,74.0,9.0,23.0,400,71.0,23.5,1004.3,0.5,0.0,8.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.0
23391,2015,10,31,14,33.0,6.0,49.0,500,49.0,14.6,1025.5,-6.3,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30.0
25959,2016,2,15,14,16.0,2.0,14.0,300,75.0,3.0,1019.3,-18.4,0.0,6.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
25870,2016,2,11,21,78.0,22.0,26.0,1200,64.0,5.3,1012.6,1.6,0.0,0.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,78.0
28830,2016,6,14,5,64.0,2.0,27.0,600,78.0,19.4,994.3,16.8,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,64.0
8323,2014,2,10,18,28.0,17.0,38.0,500,55.0,-4.1,1027.9,-16.7,0.0,2.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36.0
24271,2015,12,7,6,184.0,39.0,103.0,4200,8.0,0.1,1028.0,-3.1,0.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,184.0
15790,2014,12,18,21,268.0,83.0,108.0,4400,2.0,-2.0,1021.0,-6.6,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.0
7340,2013,12,31,19,99.0,8.0,43.0,500,32.0,7.8,1009.9,-17.3,0.0,4.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21.0
9414,2014,3,28,5,240.0,45.0,99.0,2400,2.0,11.8,1004.1,9.0,0.5,1.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,162.0
25089,2016,1,10,8,22.0,17.0,77.0,900,8.0,-7.4,1025.9,-15.1,0.0,1.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.0
12481,2014,8,3,0,137.0,2.0,32.0,1300,138.0,27.3,997.1,24.7,0.0,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.0
18303,2015,4,2,14,33.0,5.0,17.0,600,99.0,11.1,993.8,4.3,0.0,2.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33.0
3822,2013,8,7,5,15.0,3.0,21.0,600,63.0,24.7,998.1,23.7,0.0,1.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0
7798,2014,1,19,21,341.0,6.0,15.0,200,63.0,1.3,1021.7,-17.6,0.0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25.0
8577,2014,2,21,8,282.0,67.0,85.0,2700,2.0,-1.2,1025.2,-3.4,0.0,0.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,282.0
7541,2014,1,9,4,31.0,7.0,2.0,400,59.0,-4.6,1028.7,-25.4,0.0,2.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.0
4971,2013,9,24,2,14.0,3.0,48.0,400,1.0,8.5,1018.5,7.7,0.0,0.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0
5119,2013,9,30,6,99.0,8.0,78.0,1100,1.0,17.9,1015.9,17.1,0.0,1.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,132.0
25140,2016,1,12,11,23.0,8.0,27.0,500,54.0,-4.8,1029.9,-23.3,0.0,3.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.0
17860,2015,3,15,3,144.0,46.0,123.0,2400,7.0,1.3,1013.5,-6.1,0.0,0.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,144.0
31615,2016,10,8,6,14.0,2.0,13.0,800,44.0,10.1,1017.8,-1.3,0.0,1.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.0
9071,2014,3,13,22,288.0,6.0,19.0,200,85.0,10.3,1015.4,-20.1,0.0,5.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27.0
29567,2016,7,14,22,69.0,2.0,43.0,1300,67.0,23.5,1002.6,21.6,2.7,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69.0
12738,2014,8,13,17,20.0,2.0,28.0,600,62.0,22.1,1003.9,18.3,0.0,1.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0
10949,2014,5,31,4,181.0,26.0,105.0,1600,26.0,20.9,1003.7,14.3,0.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.0
8994,2014,3,10,17,129.0,84.0,71.0,1700,53.0,7.5,1015.4,-4.0,0.0,1.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103.0
99,2013,3,5,2,112.0,74.0,63.0,1100,92.0,4.7,1016.1,-10.6,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,87.0
30682,2016,8,30,9,42.0,5.0,35.0,500,61.0,25.4,1004.7,14.5,0.0,1.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21.0
12798,2014,8,16,5,114.0,2.0,100.0,800,16.0,20.7,1004.4,17.7,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,70.0
7450,2014,1,5,9,104.0,62.0,74.0,1800,6.0,-0.1,1022.0,-8.1,0.0,1.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0
18633,2015,4,16,8,50.0,2.0,16.0,300,71.0,13.4,1010.5,-14.5,0.0,5.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.0
7808,2014,1,20,7,9.0,9.0,19.0,300,52.0,-2.1,1024.7,-17.4,0.0,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
10119,2014,4,26,14,107.0,2.0,8.0,100,90.0,21.9,1015.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20.0
17500,2015,2,28,3,47.0,6.0,20.0,600,41.0,-2.0,1023.0,-4.7,0.0,1.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47.0
34737,2017,2,15,8,226.0,30.0,96.0,2000,2.0,-2.6,1020.3,-6.4,0.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.0
2997,2013,7,3,20,45.0,5.0,48.0,700,93.0,28.2,991.6,20.5,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.0
28049,2016,5,12,16,25.0,7.0,20.0,200,99.0,21.1,1010.0,-4.2,0.0,4.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.0
22470,2015,9,23,5,18.0,2.0,29.0,500,32.0,15.5,1005.9,13.5,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.0
27563,2016,4,22,10,139.0,2.0,12.0,100,100.0,20.1,1006.1,-13.8,0.0,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40.0
31770,2016,10,14,17,192.0,16.0,56.0,1400,116.0,19.9,1015.7,13.8,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,192.0
30988,2016,9,12,3,23.0,2.0,37.0,600,44.0,17.6,1013.1,16.6,0.0,0.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23.0
813,2013,4,3,20,64.0,17.0,44.0,600,80.0,11.2,1011.4,-4.5,0.0,2.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34.0
32361,2016,11,8,8,34.0,6.0,60.0,800,2.0,2.4,1031.7,-1.8,0.0,0.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0
33691,2017,1,2,18,177.0,14.0,110.0,3000,30.0,3.5,1021.1,-9.5,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,177.0
9822,2014,4,14,5,262.0,21.0,96.0,2200,2.0,10.2,1013.7,8.1,0.0,0.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,230.0
18524,2015,4,11,19,92.0,19.0,50.0,1800,100.0,14.8,1015.6,6.9,0.0,3.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,138.0
12500,2014,8,3,19,76.0,2.0,22.0,900,162.0,29.0,997.0,23.4,0.0,1.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0
21135,2015,7,29,14,116.0,2.0,24.0,1200,230.0,31.7,997.1,23.8,0.0,1.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,115.0
2171,2013,5,30,10,87.0,27.0,76.0,700,61.0,28.9,1003.6,6.9,0.0,1.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57.0
19399,2015,5,18,6,124.0,3.0,79.0,1000,22.0,20.6,996.8,12.8,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,124.0
7422,2014,1,4,5,87.0,28.0,63.0,1600,3.0,-5.0,1020.4,-6.5,0.0,1.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0
23618,2015,11,10,1,127.0,4.0,59.0,1200,6.0,6.0,1025.1,2.8,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,127.0
24476,2015,12,15,19,8.0,3.0,32.0,600,37.0,0.1,1024.2,-15.1,0.0,4.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.0
28045,2016,5,12,12,18.0,8.0,26.0,1600,80.0,16.7,1009.5,0.3,0.0,4.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.0
17258,2015,2,18,1,126.0,30.0,75.0,1600,20.0,0.0,1022.0,-6.4,0.0,1.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0
28708,2016,6,9,3,129.0,10.0,52.0,1800,51.0,21.0,1003.3,16.6,0.0,1.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.0
17187,2015,2,15,2,421.0,80.0,154.0,4600,20.0,-1.0,1010.0,-6.6,0.0,0.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421.0
33373,2016,12,20,12,326.0,8.0,120.0,5900,14.0,0.5,1025.2,-1.0,0.0,1.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,326.0
23573,2015,11,8,4,29.0,5.0,28.0,500,38.0,3.1,1021.6,-0.9,0.0,0.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29.0
32099,2016,10,28,10,8.0,3.0,16.0,300,45.0,10.6,1026.8,-7.2,0.0,3.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.0
24662,2015,12,23,13,206.0,35.0,102.0,2700,30.0,5.9,1021.7,-5.7,0.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,206.0
19406,2015,5,18,13,26.0,2.0,13.0,200,117.0,25.9,998.0,-3.7,0.0,7.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.0
25879,2016,2,12,6,176.0,21.0,78.0,3700,7.0,-0.4,1012.0,-3.6,0.0,0.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.0
4486,2013,9,3,21,143.0,21.0,61.0,1200,119.0,24.1,1012.1,17.8,0.0,0.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,96.0
32593,2016,11,18,0,270.0,37.0,79.0,5000,7.0,6.5,1015.5,0.2,0.0,0.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.0
