No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Wanshouxigong,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
2112,2013,5,27,23,88.0,8.0,32.0,2200,28.0,18.9,998.8,17.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100.0
10638,2014,5,18,5,109.0,7.0,94.0,1400,2.0,16.8,1004.1,10.6,0.0,0.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0
25828,2016,2,10,3,64.0,27.0,62.0,1700,3.0,-3.1,1015.6,-12.1,0.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0
5036,2013,9,26,19,174.0,15.0,100.0,1000,21.0,15.8,1007.7,11.2,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
17882,2015,3,16,1,277.0,32.0,76.0,1500,40.0,10.2,1009.0,-5.0,0.0,2.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,151.0
21371,2015,8,8,10,36.0,2.0,37.0,700,75.0,25.1,1010.1,18.5,0.0,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23.0
30122,2016,8,7,1,23.0,2.0,25.0,700,58.0,25.4,1001.2,22.7,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23.0
24195,2015,12,4,2,32.0,7.0,33.0,700,24.0,-0.7,1024.0,-13.6,0.0,2.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.0
28130,2016,5,16,1,63.0,2.0,74.0,600,2.0,18.0,1005.9,-2.3,0.0,2.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,46.0
21720,2015,8,22,23,87.0,8.0,29.0,2300,85.0,23.8,1003.7,18.7,0.0,1.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0
27502,2016,4,19,21,94.0,22.0,55.0,1000,40.0,13.8,1012.4,3.3,0.0,1.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75.0
7399,2014,1,3,6,135.0,19.0,22.0,500,39.0,4.7,1014.8,-12.7,0.0,2.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37.0
29687,2016,7,19,22,111.0,2.0,46.0,1500,28.0,23.5,1003.9,21.9,0.0,1.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.0
19060,2015,5,4,3,32.0,2.0,11.0,200,74.0,15.3,1014.6,-12.1,0.0,3.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32.0
29606,2016,7,16,13,69.0,2.0,55.0,1000,66.0,26.3,999.1,17.4,0.0,2.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,47.0
13572,2014,9,17,11,113.0,3.0,73.0,1000,11.0,20.4,1014.7,12.9,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49.0
7442,2014,1,5,1,193.0,53.0,91.0,2900,1.0,-0.2,1015.1,-5.0,0.0,1.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.0
27777,2016,5,1,8,196.0,47.0,42.0,3200,87.0,19.8,997.6,13.0,0.0,1.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.0
5698,2013,10,24,9,88.0,5.0,60.0,600,32.0,12.5,1021.5,-5.1,0.0,2.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.0
10406,2014,5,8,13,72.0,14.0,22.0,900,143.0,21.6,1006.2,5.9,0.0,4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,57.0
10098,2014,4,25,17,95.0,25.0,25.0,700,201.0,23.3,1008.3,5.7,0.0,1.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80.0
29469,2016,7,10,20,63.0,8.0,28.0,600,171.0,33.5,996.7,19.2,0.0,2.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,59.0
15407,2014,12,2,22,164.0,38.0,82.0,2300,3.0,-5.2,1022.0,-14.8,0.0,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,115.0
10772,2014,5,23,19,146.0,12.0,42.0,700,162.0,26.8,1002.4,15.8,0.0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,59.0
11979,2014,7,13,2,109.0,4.0,95.0,300,27.0,22.4,996.2,15.3,0.0,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33.0
33577,2016,12,29,0,17.0,10.0,43.0,200,30.0,-2.0,1033.2,-19.0,0.0,1.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.0
27937,2016,5,8,0,105.0,11.0,64.0,700,39.0,18.4,1012.1,0.5,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.0
10692,2014,5,20,11,25.0,2.0,20.0,400,108.0,29.9,998.0,7.1,0.0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0
7007,2013,12,17,22,19.0,9.0,30.0,500,18.0,-2.8,1029.9,-18.8,0.0,3.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.0
7558,2014,1,9,21,116.0,32.0,59.0,1200,4.0,-3.7,1024.2,-21.4,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,80.0
1006,2013,4,11,21,49.0,3.0,47.0,700,29.7738,8.5,1011.3,-7.3,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35.0
31934,2016,10,21,13,56.0,2.0,50.0,1100,8.0,10.4,1014.3,8.2,0.0,0.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0
23343,2015,10,29,14,25.0,2.0,7.0,300,65.0,12.2,1021.4,-11.5,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0
9686,2014,4,8,13,240.0,67.0,78.0,1600,143.0,24.6,1005.4,4.3,0.0,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,208.0
17815,2015,3,13,6,103.0,28.0,97.0,2300,2.0,-3.3,1016.4,-6.1,0.0,0.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103.0
13863,2014,9,29,14,9.0,2.0,11.0,400,81.0,24.2,1013.0,4.5,0.0,3.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0
23475,2015,11,4,2,182.0,4.0,103.0,1800,3.0,6.3,1018.3,4.8,0.0,0.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.0
14356,2014,10,20,3,146.0,2.0,70.0,1000,2.0,12.4,1009.1,11.5,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,146.0
34378,2017,1,31,9,127.0,37.0,64.0,1800,11.0,-1.0,1025.2,-20.1,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,127.0
29384,2016,7,7,7,147.0,3.0,52.0,1500,29.0,25.0,1008.4,20.9,0.0,1.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,141.0
11293,2014,6,14,12,38.0,4.0,37.0,700,152.0,30.9,999.7,18.6,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.0
27040,2016,3,31,15,287.0,68.0,55.0,1400,148.0,22.2,1000.2,5.6,0.0,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,223.0
22619,2015,9,29,10,50.0,2.0,40.0,1200,11.0,15.5,1026.9,14.2,0.5,1.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0
24904,2016,1,2,15,244.0,48.0,158.0,4300,13.0,6.1,1014.2,-5.6,0.0,1.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244.0
16602,2015,1,21,17,18.0,11.0,21.0,500,66.0,5.0,1023.0,-17.4,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.0
20590,2015,7,6,21,67.0,4.0,36.0,800,132.0,27.4,1005.3,15.1,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39.0
34150,2017,1,21,21,18.0,4.0,19.0,400,49.0,-4.3,1031.75,-23.2,0.0,1.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.0
10282,2014,5,3,9,108.0,20.0,55.0,600,34.0,20.2,1004.2,3.0,0.0,3.3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,56.0
14862,2014,11,10,5,38.0,3.0,57.0,2100,7.0,0.2,1021.0,-2.3,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38.0
12757,2014,8,14,12,106.0,2.0,84.0,1000,88.0,28.7,1000.9,18.8,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42.0
14078,2014,10,8,13,263.0,12.0,124.0,2600,31.0,19.8,1011.4,11.8,0.0,1.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.0
28676,2016,6,7,19,90.0,2.0,26.0,1000,154.0,25.2,1004.7,16.3,0.0,1.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76.0
32468,2016,11,12,19,147.0,4.0,103.0,1700,2.0,9.6,1015.7,3.3,0.0,2.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0
7485,2014,1,6,20,212.0,52.0,85.0,2300,1.0,-1.1,1018.1,-4.6,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,168.0
29300,2016,7,3,19,122.0,2.0,48.0,1500,86.0,29.4,1001.4,19.4,0.0,2.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,122.0
8882,2014,3,6,1,5.0,12.0,15.0,300,73.0,2.3,1023.2,-21.8,0.0,0.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0
32772,2016,11,25,11,122.0,26.0,77.0,1900,9.0,2.0,1022.5,-8.7,0.0,1.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,99.0
14219,2014,10,14,10,63.0,4.0,58.0,700,17.0,17.3,1014.2,1.3,0.0,1.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20.0
24301,2015,12,8,12,259.0,23.0,92.0,4300,6.0,1.2,1026.6,0.0,0.0,1.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.0
17725,2015,3,9,12,23.0,4.0,10.0,300,83.0,0.1,1033.1,-27.0,0.0,3.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
9693,2014,4,8,20,214.0,45.0,50.0,1200,164.0,20.9,1004.4,6.8,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152.0
29660,2016,7,18,19,98.0,2.0,67.0,1300,117.0,25.4,1002.4,23.6,0.0,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.0
18929,2015,4,28,16,70.0,8.0,27.0,600,148.0,24.5,1006.8,10.7,0.0,1.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0
11717,2014,7,2,4,38.0,2.0,14.0,700,126.0,21.7,996.8,20.5,0.6,1.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38.0
34622,2017,2,10,13,11.0,2.0,5.0,400,76.0,2.9,1025.2,-22.1,0.0,4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.0
8254,2014,2,7,21,98.0,46.0,71.0,1800,6.0,-2.6,1017.8,-4.5,0.0,0.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0
5431,2013,10,13,6,60.0,14.0,12.0,700,88.0,15.7,1012.5,8.9,0.0,1.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0
7848,2014,1,21,23,197.0,85.0,97.0,2900,1.0,-5.8,1020.2,-16.4,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,135.0
15481,2014,12,6,0,182.0,69.0,99.0,2500,6.0,-5.3,1025.0,-14.9,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,138.0
32121,2016,10,29,8,37.0,2.0,47.0,600,2.0,3.0,1030.1,0.4,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.0
21008,2015,7,24,7,56.0,2.0,66.0,900,16.0,24.1,998.3,21.0,0.0,1.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,56.0
33946,2017,1,13,9,33.0,19.0,48.0,500,40.0,-1.65,1021.75,-18.1,0.0,5.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.0
26265,2016,2,28,8,75.0,11.0,57.0,2000,2.0,-1.0,1024.4,-7.0,0.0,0.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65.0
23283,2015,10,27,2,22.0,2.0,19.0,200,43.0,10.0,1014.0,-7.7,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.0
20571,2015,7,6,2,70.0,3.0,53.0,800,35.0,20.4,1006.8,17.2,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0
23524,2015,11,6,3,15.0,2.0,12.0,300,44.0,3.6,1027.1,-3.0,0.3,3.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.0
9961,2014,4,20,0,102.0,4.0,89.0,1000,3.0,10.1,1011.8,7.3,0.0,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,89.0
22059,2015,9,6,2,12.0,2.0,22.0,600,56.0,18.1,1008.5,15.0,0.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.0
10910,2014,5,29,13,64.0,7.0,24.0,500,213.0,40.6,990.5,-1.9,0.0,6.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29.0
26034,2016,2,18,17,15.0,2.0,9.0,300,93.0,8.1,1015.9,-17.9,0.0,4.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.0
15372,2014,12,1,11,9.0,7.0,8.0,500,55.0,-3.7,1032.0,-22.9,0.0,5.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0
23508,2015,11,5,11,116.0,2.0,61.0,1100,9.0,9.3,1026.0,7.1,0.1,2.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.0
24282,2015,12,7,17,196.0,51.0,102.0,3100,6.0,1.6,1027.8,-1.8,0.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.0
15023,2014,11,16,22,6.0,4.0,25.0,400,50.0,8.7,1029.0,-7.9,0.0,3.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0
26971,2016,3,28,18,143.0,23.0,50.0,700,112.0,21.8,1004.2,-5.2,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99.0
9599,2014,4,4,22,222.0,7.0,24.0,500,75.0,12.3,1014.3,-3.9,0.0,1.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21.0
19285,2015,5,13,12,112.0,4.0,106.0,1000,72.0,25.2,989.6,7.3,0.0,1.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.0
25061,2016,1,9,4,109.0,30.0,75.0,2100,7.0,-8.1,1021.8,-13.3,0.0,0.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.0
14173,2014,10,12,12,3.0,2.0,19.0,200,51.0,17.7,1024.5,-3.7,0.0,1.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
15833,2014,12,20,16,10.0,7.0,15.0,400,56.0,1.9,1024.0,-21.3,0.0,4.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
34111,2017,1,20,6,18.0,3.0,18.0,1100,50.0,-7.075,1031.75,-22.5,0.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.0
25783,2016,2,8,6,745.0,141.0,76.0,3200,7.0,-3.7,1008.0,-13.4,0.0,1.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607.0
15834,2014,12,20,17,16.0,7.0,22.0,500,49.0,1.1,1026.0,-20.6,0.0,4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0
34000,2017,1,15,15,78.0,15.0,34.0,700,43.0,-0.8666666670000001,1026.666667,-9.3,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,62.0
26125,2016,2,22,12,35.0,10.0,15.0,500,73.0,6.6,1022.4,-16.8,0.0,5.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34.0
21840,2015,8,27,23,43.0,2.0,65.0,800,30.0,24.4,1005.1,17.9,0.0,0.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30.0
10343,2014,5,5,22,81.0,5.0,70.0,500,49.0,14.9,1008.3,-4.0,0.0,1.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0
10409,2014,5,8,16,91.0,14.0,29.0,800,164.0,22.5,1004.5,6.3,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61.0
5110,2013,9,29,21,177.0,23.0,86.0,1800,30.0,18.3,1013.2,15.4,0.0,0.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,177.0
16476,2015,1,16,11,31.0,10.0,17.0,400,61.0,3.0,1024.0,-16.7,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.0
21614,2015,8,18,13,106.0,5.0,41.0,1200,138.0,29.2,1006.3,17.1,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100.0
21455,2015,8,11,22,125.0,2.0,45.0,1300,118.0,29.4,1003.2,21.6,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,87.0
20332,2015,6,26,3,116.0,2.0,18.0,700,99.0,20.8,995.7,19.6,9.6,0.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,116.0
34888,2017,2,21,15,35.0,4.0,43.0,700,38.0,-1.8,1024.9,-4.6,0.4,1.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35.0
22163,2015,9,10,10,25.0,2.0,33.0,600,16.0,18.0,1018.2,14.5,0.2,1.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.0
27934,2016,5,7,21,88.0,4.0,46.0,400,89.0,21.8,1012.1,-2.2,0.0,2.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31.0
22603,2015,9,28,18,51.0,5.0,64.0,1600,23.0,17.4,1020.6,13.9,0.0,0.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0
5708,2013,10,24,19,59.0,8.0,39.0,800,70.0,13.0,1020.5,-2.5,0.0,2.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28.0
20246,2015,6,22,13,75.0,23.0,24.0,700,210.0,30.4,1000.7,14.5,0.0,2.3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,75.0
3943,2013,8,12,6,17.0,3.0,20.0,600,39.0,24.2,998.4,23.2,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.0
12206,2014,7,22,13,53.0,4.0,46.0,600,39.0,29.3,1000.5,15.1,0.0,2.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18.0
26717,2016,3,18,4,351.0,24.0,122.0,2400,2.0,5.7,1005.7,2.0,0.0,0.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,351.0
9622,2014,4,5,21,169.0,13.0,39.0,500,83.0,13.7,1014.1,-2.3,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45.0
13532,2014,9,15,19,80.0,4.0,44.0,400,75.0,21.6,1010.5,3.7,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.0
27325,2016,4,12,12,90.0,12.0,46.0,900,48.0,10.9,1003.7,5.2,0.0,1.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0
20486,2015,7,2,13,6.0,2.0,12.0,300,94.0,31.2,997.2,7.6,0.0,2.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
14402,2014,10,22,1,98.0,12.0,78.0,1100,2.0,9.7,1017.6,4.3,0.0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,45.0
33714,2017,1,3,17,401.0,19.0,199.0,6600,9.0,2.8,1017.0,-4.2,0.0,0.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,399.0
17200,2015,2,15,15,368.0,121.0,152.0,5300,11.0,7.0,1011.0,-6.7,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,310.0
6955,2013,12,15,18,106.0,31.0,69.0,1400,1.0,-1.5,1026.8,-14.3,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63.0
21119,2015,7,28,22,94.0,2.0,31.0,1200,103.0,26.3,998.3,24.0,0.0,0.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.0
25882,2016,2,12,9,121.0,15.0,56.0,4200,2.0,2.5,1013.1,-2.6,0.0,1.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.0
34965,2017,2,24,20,22.0,5.0,40.0,500,46.0,8.9,1019.9,-12.9,0.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.0
15093,2014,11,19,20,300.0,13.0,130.0,3200,2.0,2.8,1020.0,-0.1,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,274.0
25920,2016,2,13,23,11.0,4.0,5.0,400,75.0,-4.5,1027.2,-22.6,0.0,4.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0
26329,2016,3,2,0,230.0,36.0,115.0,2900,5.0,0.8,1015.0,-8.0,0.0,0.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.0
13769,2014,9,25,16,151.0,2.0,36.0,1500,101.0,22.2,1007.9,17.1,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,151.0
621,2013,3,26,20,273.0,84.0,113.0,2500,2.0,10.5,1003.9,1.3,0.0,1.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228.0
21584,2015,8,17,7,163.0,8.0,53.0,1100,27.0,25.8,1001.7,19.7,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,91.0
9142,2014,3,16,21,302.0,68.0,64.0,1500,73.0,11.4,1006.2,0.5,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,153.0
70,2013,3,3,21,191.0,23.0,80.0,1100,2.0,5.1,1012.8,-12.4,0.0,0.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,147.0
936,2013,4,8,23,76.0,4.0,12.0,300,79.0,7.8,1009.7,-12.1,0.0,7.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,57.0
88,2013,3,4,15,15.0,11.0,25.0,400,67.0,15.1,1015.4,-14.2,0.0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.0
28575,2016,6,3,14,91.0,29.0,34.0,1000,264.0,27.9,1001.6,11.0,0.0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,88.0
32787,2016,11,26,2,346.0,20.0,101.0,3100,2.0,-0.7,1019.1,-3.4,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334.0
14958,2014,11,14,5,48.0,13.0,72.0,1300,2.0,-0.1,1024.0,-8.8,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37.0
22853,2015,10,9,4,56.0,2.0,58.0,400,2.0,7.8,1007.0,2.9,0.0,0.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37.0
24884,2016,1,1,19,299.0,46.0,136.0,4100,12.0,-1.2,1017.2,-6.2,0.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.0
7470,2014,1,6,5,113.0,54.0,58.0,2000,1.0,-0.3,1020.4,-3.3,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,111.0
7230,2013,12,27,5,6.0,12.0,28.0,500,14.0,-3.1,1025.8,-19.9,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.0
15803,2014,12,19,10,18.0,17.0,25.0,400,59.0,4.5,1022.0,-14.9,0.0,5.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.0
16012,2014,12,28,3,370.0,88.0,174.0,6100,9.0,-1.4,1021.0,-7.5,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,248.0
22550,2015,9,26,13,119.0,21.0,38.0,700,108.0,25.4,1008.9,9.6,0.0,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.0
6050,2013,11,8,1,165.0,15.0,71.0,2500,5.9976,2.0,1014.3,-2.2,0.0,0.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.0
19161,2015,5,8,8,97.0,7.0,72.0,600,24.0,16.5,1005.1,6.0,0.0,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30.0
4530,2013,9,5,17,55.0,4.0,27.0,500,126.0,24.2,1006.3,16.2,0.0,1.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0
5624,2013,10,21,7,185.0,6.0,95.0,1800,2.0,9.5,1017.2,4.1,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,86.0
9025,2014,3,12,0,48.0,13.0,11.0,300,88.0,8.0,1017.8,-9.0,0.0,4.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.0
31560,2016,10,5,23,86.0,2.0,84.0,1900,2.0,15.2,1018.2,13.7,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,86.0
28638,2016,6,6,5,78.0,5.0,34.0,1000,42.0,19.0,1006.6,15.3,0.0,1.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0
12120,2014,7,18,23,99.0,2.0,56.0,1100,94.0,29.7,1001.0,23.9,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85.0
8796,2014,3,2,11,197.0,125.0,79.0,3100,30.0,6.4,1016.3,-4.7,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150.0
18908,2015,4,27,19,43.0,2.0,50.0,900,71.0,21.5,998.6,15.6,0.2,1.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29.0
