No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Guanyuan,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
18336,2015,4,3,23,32.0,2.0,30.0,600,73.0,9.9,1010.2,1.3,0.0,2.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30.0
3646,2013,7,30,21,147.0,12.0,31.0,800,193.0,29.9,992.6,24.5,0.0,1.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,115.0
4681,2013,9,12,0,147.0,15.0,64.0,1100,75.0,19.1,1008.4,17.1,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,95.0
24375,2015,12,11,14,71.0,19.0,70.0,1300,23.0,5.3,1023.8,-10.1,0.0,1.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0
19405,2015,5,18,12,28.0,2.0,17.0,300,100.0,25.4,998.7,-1.4,0.0,4.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28.0
30369,2016,8,17,8,114.0,3.0,74.0,1100,2.0,25.2,1000.6,21.7,0.0,0.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48.0
11291,2014,6,14,10,35.0,2.0,40.0,500,85.0,28.2,1001.5,18.6,0.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0
3596,2013,7,28,19,39.0,9.0,28.0,300,138.0,31.3,993.8,21.8,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22.0
19817,2015,6,4,16,60.0,5.0,33.0,900,80.0,18.5,998.1,15.7,0.3,3.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,55.0
8241,2014,2,7,8,70.0,16.0,62.0,1500,7.0,-3.5,1022.6,-5.2,0.2,1.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,92.0
13892,2014,9,30,19,57.0,4.0,40.0,500,41.0,13.2,1016.2,4.9,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31.0
12564,2014,8,6,11,55.0,5.0,53.0,600,74.0,33.9,1001.5,10.5,0.0,2.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0
16284,2015,1,8,11,110.0,66.0,88.0,2600,4.0,0.0,1022.0,-12.0,0.0,1.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.0
14400,2014,10,21,23,124.0,27.0,87.0,1500,2.0,6.9,1018.7,4.4,0.0,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0
4000,2013,8,14,15,112.0,10.0,16.0,400,180.0,32.1,997.1,26.2,0.0,1.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,52.0
28142,2016,5,16,13,30.0,2.0,13.0,300,126.0,30.5,1003.3,-2.1,0.0,3.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30.0
26272,2016,2,28,15,51.0,2.0,11.0,200,80.0,5.0,1025.2,-20.4,0.0,4.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.0
20492,2015,7,2,19,9.0,2.0,36.0,300,73.0,31.6,997.3,5.2,0.0,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0
30203,2016,8,10,10,79.0,3.0,35.0,900,91.0,30.9,1003.5,23.6,0.0,2.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,79.0
17513,2015,2,28,16,212.0,12.0,46.0,1500,31.0,1.6,1018.8,-3.7,0.0,3.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,212.0
23293,2015,10,27,12,34.0,2.0,31.0,400,42.0,15.2,1011.2,-5.8,0.0,2.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.0
66,2013,3,3,17,121.0,34.0,79.0,1100,52.0,13.1,1011.1,-10.1,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52.0
9996,2014,4,21,11,49.0,6.0,51.0,500,64.0,24.1,1011.3,-1.7,0.0,1.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39.0
33687,2017,1,2,14,266.0,18.0,127.0,4200,2.0,8.2,1021.0,-7.5,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,239.0
17533,2015,3,1,12,59.0,12.0,40.0,800,54.0,8.7,1016.7,-15.1,0.0,5.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48.0
27197,2016,4,7,4,271.0,11.0,130.0,2800,2.0,10.1,1004.2,7.9,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,229.0
20206,2015,6,20,21,44.0,2.0,30.0,400,143.0,27.3,1005.5,13.3,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.0
17283,2015,2,19,2,278.0,76.0,40.0,1100,33.0,2.0,1024.0,-10.5,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,228.0
17819,2015,3,13,10,88.0,34.0,61.0,1500,32.0,6.7,1019.5,-17.4,0.0,3.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0
31972,2016,10,23,3,41.0,3.0,55.0,600,2.0,8.433333333,1021.0,2.0,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25.0
19630,2015,5,27,21,140.0,4.0,40.0,900,179.0,27.1,999.9,14.1,0.0,2.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0
19657,2015,5,29,0,153.0,11.0,42.0,1000,103.0,25.1,1000.8,13.0,0.0,2.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96.0
10443,2014,5,10,2,84.0,23.0,45.0,1200,77.0,15.0,1009.9,6.3,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0
6487,2013,11,26,6,6.0,7.0,18.0,400,39.0,-0.6,1012.3,-14.2,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0
5702,2013,10,24,13,32.0,4.0,18.0,700,74.0,16.2,1020.0,-1.4,0.0,1.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.0
14692,2014,11,3,3,53.0,3.0,65.0,1000,2.0,1.9,1018.0,0.0,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29.0
26724,2016,3,18,11,225.0,20.0,64.0,1900,76.0,17.6,1008.5,-1.6,0.0,2.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,225.0
11115,2014,6,7,2,16.0,2.0,47.0,700,11.0,15.5,999.3,15.5,0.0,0.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0
10789,2014,5,24,12,65.0,2.0,68.0,1300,12.0,20.8,1001.9,20.1,0.0,1.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0
23736,2015,11,14,23,303.0,5.0,76.0,3000,2.0,8.3,1013.4,5.4,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,303.0
15404,2014,12,2,19,106.0,33.0,84.0,1500,5.0,-2.6,1019.0,-16.7,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,85.0
23109,2015,10,19,20,154.0,5.0,66.0,1000,38.0,12.7,1011.0,9.5,0.0,0.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,95.0
2742,2013,6,23,5,48.0,6.0,48.0,1399,14.0,20.3,999.9,19.6,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,62.0
15520,2014,12,7,15,27.0,7.0,17.0,300,50.0,5.2,1018.0,-16.0,0.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.0
23598,2015,11,9,5,141.0,4.0,68.0,2300,2.0,2.4,1022.3,1.7,0.0,0.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,141.0
17655,2015,3,6,14,229.0,70.0,124.0,2600,30.0,7.8,1012.8,-10.6,0.0,2.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,211.0
18206,2015,3,29,13,492.0,36.0,65.0,1400,84.0,20.9,1010.1,3.1,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,142.0
34636,2017,2,11,3,20.0,6.0,51.0,500,29.0,0.5,1025.6,-20.5,0.0,1.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0
21581,2015,8,17,4,123.0,9.0,51.0,1200,89.0,26.7,1000.6,19.1,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,83.0
28884,2016,6,16,11,57.0,2.0,55.0,900,80.0,29.8,995.0,14.7,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,35.0
20223,2015,6,21,14,32.0,2.0,11.0,400,183.0,31.3,1002.9,12.1,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32.0
1159,2013,4,18,6,15.0,4.0,20.7353,200,69.0,7.9,1019.6,-10.5,0.0,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.0
11341,2014,6,16,12,171.0,5.0,64.0,1500,141.0,27.8,996.0,19.8,0.2,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,171.0
10706,2014,5,21,1,157.0,22.9,79.5,1300,46.9,19.2,999.9,13.1,0.0,0.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.7
15249,2014,11,26,8,226.0,40.0,128.0,4300,3.0,2.0,1020.0,0.8,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.0
32069,2016,10,27,4,36.0,6.0,53.0,400,2.0,9.74,1024.0,1.4,0.0,2.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20.0
7597,2014,1,11,12,85.0,49.0,80.0,2000,2.0,3.4,1022.9,-16.4,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,57.0
27204,2016,4,7,11,91.0,3.0,17.0,400,74.0,21.0,1008.7,-6.7,0.0,2.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27.0
28135,2016,5,16,6,73.0,3.0,63.0,800,2.0,11.0,1005.8,6.1,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23.0
18815,2015,4,23,22,63.0,2.0,55.0,300,41.0,16.6,1017.2,-10.2,0.0,0.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.0
9029,2014,3,12,4,40.0,18.0,20.0,200,61.0,6.8,1019.3,-10.5,0.0,2.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.0
2314,2013,6,5,9,117.0,4.0,39.0,1600,32.0,19.1,1007.3,18.8,0.0,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,109.0
17751,2015,3,10,14,42.0,11.0,34.0,600,71.0,7.4,1022.6,-22.3,0.0,3.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38.0
17818,2015,3,13,9,135.0,66.0,101.0,3000,8.0,4.8,1019.4,-12.7,0.0,2.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,135.0
26358,2016,3,3,5,249.0,49.0,126.0,3600,2.0,3.4,1007.8,-3.4,0.0,1.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,237.0
1671,2013,5,9,14,48.0,13.0,30.0,300,78.0,19.2,1002.4,12.2,0.0,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36.0
2230,2013,6,1,21,150.0,13.0,51.0,600,90.0,23.5,1002.4,7.1,0.0,1.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55.0
24560,2015,12,19,7,214.0,45.0,105.0,5100,2.0,-6.0,1033.0,-7.2,0.0,1.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.0
15393,2014,12,2,8,12.0,7.0,61.0,800,2.0,-10.0,1020.0,-15.9,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.0
14431,2014,10,23,6,138.0,13.0,89.0,1400,2.0,12.1,1011.2,8.2,0.0,1.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0
10743,2014,5,22,14,65.0,16.0,24.0,800,213.0,33.5,999.4,10.8,0.0,3.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,65.0
7846,2014,1,21,21,135.0,67.0,99.0,1900,1.0,-4.6,1021.7,-15.0,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,104.0
27228,2016,4,8,11,55.0,3.0,24.0,400,72.0,20.8,1011.8,-8.7,0.0,3.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.0
11071,2014,6,5,6,75.0,8.0,77.0,900,26.0,22.2,1000.4,18.8,0.0,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0
7207,2013,12,26,6,8.0,7.0,12.0,300,59.0,-5.2,1029.7,-19.4,0.0,3.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.0
14310,2014,10,18,5,163.0,4.0,114.0,1500,2.0,7.7,1011.6,6.9,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113.0
16445,2015,1,15,4,307.0,45.0,129.0,6400,4.0,-5.8,1024.7,-8.2,0.0,0.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,307.0
8248,2014,2,7,15,56.0,19.0,52.0,1100,30.0,-2.5,1018.3,-4.2,0.1,0.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,86.0
12479,2014,8,2,22,131.0,2.0,34.0,1100,131.0,27.6,995.9,26.5,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,122.0
34401,2017,2,1,8,18.0,8.0,28.0,100,102.0,-3.9,1035.6,-20.6,0.0,1.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
27593,2016,4,23,16,66.0,3.0,15.0,300,110.0,21.2,1008.5,-7.4,0.0,3.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29.0
24317,2015,12,9,4,212.0,25.0,93.0,4000,2.0,1.3,1022.5,1.3,0.0,1.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,212.0
2407,2013,6,9,6,122.0,6.0,48.0,1899,2.0,19.2,1003.0,16.4,0.1,3.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,116.0
29140,2016,6,27,3,100.0,16.0,25.0,600,124.0,28.5,998.5,11.5,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,58.0
3273,2013,7,15,8,42.0,6.0,24.0,1700,2.0,22.9,995.0,22.9,4.5,0.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,49.0
29821,2016,7,25,12,50.0,6.0,21.0,800,77.0,28.6,997.5,25.4,0.0,1.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0
25768,2016,2,7,15,41.0,8.0,15.0,300,84.0,7.6,1013.1,-19.1,0.0,5.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.0
32565,2016,11,16,20,168.0,17.0,111.0,2100,2.0,4.2,1018.2,0.7,0.0,0.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.0
33489,2016,12,25,8,127.0,31.0,86.0,2500,14.0,-2.6,1025.8,-7.0,0.0,1.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.0
12705,2014,8,12,8,35.0,2.0,57.0,700,26.0,27.6,1001.1,13.9,0.0,1.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0
29738,2016,7,22,1,111.0,2.0,56.0,1500,9.0,24.4,997.2,23.7,0.0,0.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.0
13730,2014,9,24,1,39.0,2.0,45.0,800,5.0,17.2,1011.0,17.2,1.1,0.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0
25034,2016,1,8,1,24.0,11.0,42.0,600,20.0,-3.1,1023.7,-16.8,0.0,1.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.0
25288,2016,1,18,15,53.0,3.0,15.0,300,61.0,-6.6,1022.4,-25.4,0.0,3.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.0
20993,2015,7,23,16,83.0,2.0,37.0,1000,218.0,30.3,997.8,21.1,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80.0
26805,2016,3,21,20,217.0,28.0,68.0,1000,97.0,15.5,1014.8,-1.1,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,136.0
24445,2015,12,14,12,254.0,53.0,107.0,3300,12.0,4.5,1018.7,-0.9,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,254.0
33985,2017,1,15,0,44.0,11.0,54.0,500,38.0,-3.5,1033.0,-8.3,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26.0
4245,2013,8,24,20,83.0,8.0,46.0,800,169.0,24.2,1003.1,18.8,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40.0
29180,2016,6,28,19,113.0,2.0,39.0,900,64.0,21.8,1001.7,19.2,0.2,1.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,113.0
11782,2014,7,4,21,138.0,2.0,47.0,1500,104.0,26.1,1001.2,23.4,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,138.0
9171,2014,3,18,2,74.0,34.0,29.0,400,54.0,9.5,1014.7,-2.5,0.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21.0
7076,2013,12,20,19,49.0,16.0,79.0,800,1.0,-4.8,1029.8,-11.8,0.0,0.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0
15788,2014,12,18,19,230.0,78.0,112.0,4800,12.0,-0.2,1024.0,-6.0,0.0,0.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,178.0
30184,2016,8,9,15,78.0,11.0,24.0,1400,224.0,31.8,1002.4,21.6,0.0,2.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0
654,2013,3,28,5,6.0,3.0,23.0,300,67.0,4.3,1016.3,-15.1,0.0,2.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
21535,2015,8,15,6,80.0,3.0,71.0,800,7.0,23.0,1001.6,15.8,0.0,2.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42.0
4492,2013,9,4,3,183.0,14.0,54.0,1300,36.0,18.4,1010.7,17.6,0.6,0.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,155.0
21073,2015,7,27,0,109.0,2.0,52.0,1200,81.0,27.7,1000.4,22.6,0.0,1.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.0
15812,2014,12,19,19,23.0,2.0,38.0,500,36.0,0.2,1023.0,-17.1,0.0,3.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.0
32979,2016,12,4,2,618.0,14.0,174.0,5600,2.0,-0.7,1013.0,-1.7,0.0,0.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,520.0
33994,2017,1,15,9,34.0,6.0,43.0,600,45.0,-4.025,1031.5,-8.9,0.0,2.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30.0
29256,2016,7,1,23,53.0,2.0,52.0,600,77.0,26.8,999.8,15.5,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32.0
22486,2015,9,23,21,77.0,2.0,49.0,800,77.0,20.3,1005.2,16.3,0.0,1.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0
9028,2014,3,12,3,34.0,21.0,22.0,200,60.0,7.1,1019.1,-9.8,0.0,2.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0
33037,2016,12,6,12,134.0,34.0,105.0,3000,2.0,3.8,1017.0,-13.5,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,92.0
2818,2013,6,26,9,139.0,3.0,55.0,2399,15.0,25.3,992.5,20.8,0.0,0.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.0
13738,2014,9,24,9,20.0,3.0,34.0,900,7.0,19.7,1012.0,17.8,0.0,1.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0
32184,2016,10,31,23,26.0,5.0,44.0,400,12.0,3.0,1033.3,-13.8,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.0
15730,2014,12,16,9,9.0,3.0,19.0,300,44.0,-3.1,1018.0,-19.5,0.0,3.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.0
30291,2016,8,14,2,12.0,2.0,52.0,400,15.0,25.4,1001.4,16.0,0.0,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.0
13468,2014,9,13,3,67.0,3.0,85.0,900,2.0,19.1,1009.3,17.9,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.0
612,2013,3,26,11,228.0,57.0,69.0,1700,42.0,9.7,1008.6,-0.2,0.0,2.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,207.0
12991,2014,8,24,6,11.0,2.0,39.0,600,20.0,23.9,1001.8,14.0,0.0,2.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.0
1140,2013,4,17,11,56.0,20.0,38.5964,600,78.0,14.6,1004.0,-1.9,0.0,2.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35.0
32062,2016,10,26,21,100.0,4.0,63.0,700,2.0,11.525,1024.0,3.4,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22.0
4363,2013,8,29,18,22.0,3.0,19.0,300,47.0,23.8,1000.2,10.8,0.0,1.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0
26411,2016,3,5,10,276.0,2.0,16.0,300,65.0,9.1,1017.3,-15.5,0.0,3.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,53.0
19389,2015,5,17,20,224.0,7.0,93.0,1700,71.0,22.6,991.7,19.6,0.1,0.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,162.0
4583,2013,9,7,22,133.0,8.0,77.0,1200,78.0,19.3,1011.9,18.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0
28537,2016,6,2,0,86.0,8.0,44.0,700,94.0,23.6,1007.6,5.0,0.0,1.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35.0
23128,2015,10,20,15,98.0,10.0,83.0,1800,2.0,12.8,1013.0,0.8,0.0,1.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0
32611,2016,11,18,18,175.0,11.0,86.0,3500,2.0,6.5,1009.0,5.8,0.0,0.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,171.0
8214,2014,2,6,5,143.0,63.0,84.0,3100,1.0,-4.1,1023.8,-10.1,0.0,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,152.0
28357,2016,5,25,12,24.0,2.0,17.0,300,102.0,24.9,1003.0,4.1,0.0,3.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.0
24792,2015,12,28,23,227.0,37.0,118.0,2600,3.0,-2.9,1028.6,-6.5,0.0,0.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,223.0
15155,2014,11,22,10,57.0,27.0,63.0,800,13.0,8.1,1030.0,-9.4,0.0,1.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0
1118,2013,4,16,13,119.0,20.0,34.2851,500,91.0,21.6,1000.8,-1.0,0.0,2.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,54.0
29307,2016,7,4,2,148.0,6.0,42.0,1200,63.0,25.2,1001.7,21.5,0.0,1.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,148.0
20496,2015,7,2,23,56.0,2.0,84.0,1100,2.0,21.2,1000.5,11.8,0.0,0.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29.0
8050,2014,1,30,9,14.0,14.0,30.0,500,43.0,5.1,1014.5,-17.3,0.0,1.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0
16449,2015,1,15,8,240.0,44.0,110.0,5000,4.0,-7.0,1025.5,-10.0,0.0,1.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,240.0
25629,2016,2,1,20,30.0,11.0,48.0,800,36.0,0.8,1030.6,-19.1,0.0,2.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.0
21603,2015,8,18,2,113.0,3.0,44.0,900,96.0,25.2,1004.4,19.3,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,90.0
30764,2016,9,2,19,21.0,2.0,26.0,300,34.0,24.9,999.9,15.2,0.0,2.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0
20788,2015,7,15,3,25.0,2.0,30.0,500,94.0,26.5,1000.2,14.3,0.0,1.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0
23390,2015,10,31,13,37.0,5.0,43.0,500,44.0,13.9,1026.3,-5.3,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25.0
32142,2016,10,30,5,136.0,3.0,62.0,1300,2.0,1.4,1019.7,-0.4,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,64.0
1095,2013,4,15,14,152.0,61.0,110.6567,1800,122.0,19.5,994.9,1.4,0.0,3.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,86.0
27500,2016,4,19,19,134.0,22.0,85.0,1800,25.0,14.2,1010.3,5.3,0.0,2.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.0
34445,2017,2,3,4,167.0,68.0,105.0,3600,2.0,-5.3,1021.3,-14.9,0.0,0.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,156.0
21761,2015,8,24,16,23.0,2.0,8.0,400,128.0,28.3,1005.4,15.6,0.0,3.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0
14414,2014,10,22,13,154.0,16.0,83.0,1400,2.0,14.7,1015.4,8.0,0.0,2.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80.0
