No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Changping,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
25725,2016,2,5,20,33.0,9.0,31.0,500,58.0,0.3,1021.8,-15.7,0.0,2.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.0
18690,2015,4,18,17,270.0,31.0,50.0,1900,121.0,20.8,1000.7,8.1,0.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,111.0
3123,2013,7,9,2,60.0,4.0,15.0,1000,33.0,24.7,993.7,23.5,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,133.0
33159,2016,12,11,14,162.0,39.0,96.0,2300,6.0,1.5,1013.5,-7.3,0.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,152.0
9489,2014,3,31,8,175.0,40.0,80.0,1700,17.0,16.0,1008.3,4.1,0.0,0.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105.0
4077,2013,8,17,20,60.0,3.0,70.0,600,31.0,27.4,995.4,14.8,0.0,1.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.0
16457,2015,1,15,16,280.0,42.0,93.0,2800,10.0,1.0,1016.0,-7.3,0.0,1.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.0
11426,2014,6,20,1,71.0,2.0,25.0,800,76.0,19.8,998.5,18.3,3.4,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71.0
26730,2016,3,18,17,55.0,2.0,24.0,500,105.0,20.5,1002.4,-8.9,0.0,2.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35.0
21242,2015,8,3,1,113.0,2.0,19.0,1000,35.0,26.6,994.1,24.3,0.0,1.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.0
26097,2016,2,21,8,45.0,13.0,87.0,1700,8.0,-5.3,1019.1,-15.4,0.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45.0
33634,2016,12,31,9,194.0,12.0,91.0,4100,2.0,-6.5,1019.1,-12.2,0.0,1.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,162.0
21470,2015,8,12,13,63.0,4.0,15.0,500,182.0,34.4,996.8,20.4,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.0
5793,2013,10,28,8,225.0,15.0,88.0,2000,4.9266,9.7,1010.7,4.7,0.0,0.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,214.0
20600,2015,7,7,7,78.0,7.0,21.0,700,52.0,22.2,1001.8,16.7,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,78.0
32681,2016,11,21,16,20.0,3.0,17.0,400,43.0,-2.5,1024.7,-17.7,0.0,6.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.0
27393,2016,4,15,8,74.0,11.0,64.0,900,5.0,11.7,1005.1,-0.2,0.0,0.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34.0
14777,2014,11,6,16,7.0,2.0,4.0,200,69.0,11.4,1006.0,-13.6,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0
10706,2014,5,21,1,103.0,21.1,25.9,1000,97.2,20.2,996.9,11.4,0.0,2.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,74.5
20629,2015,7,8,12,192.0,6.0,33.0,1400,162.0,28.9,1001.6,19.8,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,192.0
26876,2016,3,24,19,23.0,2.0,30.0,500,68.0,11.1,1019.5,-14.6,0.0,1.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.0
29178,2016,6,28,17,63.0,2.0,34.0,500,62.0,21.0,996.0,19.3,0.2,1.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0
20418,2015,6,29,17,8.0,2.0,18.0,200,57.0,18.6,998.7,16.7,1.2,1.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.0
21135,2015,7,29,14,73.0,2.0,5.0,400,179.0,31.5,992.6,22.2,0.0,1.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,54.0
27157,2016,4,5,12,195.0,18.0,50.0,900,123.0,20.1,1003.8,4.1,0.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0
24685,2015,12,24,12,122.0,33.0,90.0,2200,11.0,5.9,1018.5,-12.7,0.0,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,112.0
22113,2015,9,8,8,55.0,3.0,50.0,1100,29.0,20.5,1006.7,15.7,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34.0
3263,2013,7,14,22,96.0,5.0,24.0,900,71.0,23.7,997.2,22.7,4.8,1.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80.0
9943,2014,4,19,6,82.0,19.0,53.0,800,38.0,13.0,1012.7,2.2,0.0,1.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0
28037,2016,5,12,4,9.0,2.0,23.0,200,64.0,17.3,992.9,9.7,0.0,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.0
26983,2016,3,29,6,25.0,4.0,35.0,500,39.0,7.3,1007.7,-6.1,0.0,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0
7632,2014,1,12,23,46.0,35.0,35.0,1200,28.0,-6.2,1025.1,-21.4,0.0,1.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40.0
8754,2014,2,28,17,162.0,46.0,84.0,1800,5.0,3.3,1013.6,-5.1,0.0,0.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,145.0
8851,2014,3,4,18,45.0,6.0,21.0,400,68.0,4.5,1018.2,-22.5,0.0,1.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.0
27321,2016,4,12,8,69.0,2.0,64.0,800,2.0,7.2,1001.1,5.2,0.2,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69.0
26458,2016,3,7,9,67.0,9.0,77.0,700,34.0,6.6,1013.4,-12.6,0.0,4.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19.0
14290,2014,10,17,9,207.0,6.0,60.0,1700,4.0,15.5,1008.1,1.6,0.0,1.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,72.0
17876,2015,3,15,19,232.0,25.0,50.0,900,90.0,14.7,1004.6,-11.7,0.0,1.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0
11782,2014,7,4,21,206.0,2.0,27.0,1400,141.0,28.1,998.2,22.6,0.0,1.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,206.0
33725,2017,1,4,4,237.0,6.0,118.0,6400,4.0,-4.2,1016.0,-8.7,0.0,0.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.0
30447,2016,8,20,14,45.0,2.0,12.0,900,166.0,30.9,999.3,21.1,0.0,2.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0
32323,2016,11,6,18,87.0,8.0,74.0,1300,5.0,8.1,1015.7,-3.1,0.0,1.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0
21760,2015,8,24,15,6.0,2.0,4.0,100,96.0,29.2,1001.2,15.3,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.0
3462,2013,7,23,5,88.0,7.0,22.0,1200,36.0,22.5,993.5,19.3,0.0,0.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,107.0
22988,2015,10,14,19,148.0,6.0,127.0,1200,29.0,17.4,1008.1,8.8,0.0,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,91.0
29205,2016,6,29,20,94.0,2.0,23.0,600,117.0,25.5,995.1,20.3,0.0,0.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,94.0
34290,2017,1,27,17,93.0,17.0,25.0,700,74.0,3.575,1016.5,-15.9,0.0,2.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60.0
11274,2014,6,13,17,47.0,8.0,18.0,800,232.0,21.1,998.6,16.5,2.5,1.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0
31821,2016,10,16,20,136.0,2.0,53.0,1200,20.0,14.6,1008.0,13.0,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,136.0
31592,2016,10,7,7,36.0,2.0,42.0,1800,13.0,12.0,1011.3,11.4,1.2,1.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0
25335,2016,1,20,14,73.0,32.0,63.0,1500,31.0,-2.7,1023.5,-18.7,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,55.0
19137,2015,5,7,8,114.0,6.0,52.0,600,24.0,15.5,1003.1,-1.1,0.0,0.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32.0
28238,2016,5,20,13,111.0,25.0,45.0,1400,193.0,27.0,1007.1,10.7,0.0,2.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,106.0
29887,2016,7,28,6,21.0,2.0,34.0,600,41.0,21.0,993.3,18.9,0.0,1.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.0
26400,2016,3,4,23,90.0,12.0,37.0,500,63.0,9.7,1010.7,-1.7,0.0,2.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33.0
32271,2016,11,4,14,341.0,14.0,171.0,2800,11.0,13.3,997.1,4.7,0.0,1.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,297.0
13607,2014,9,18,22,75.0,2.0,46.0,700,76.0,17.2,1007.8,7.3,0.0,0.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44.0
16851,2015,2,1,2,69.0,40.0,55.0,1800,9.0,-7.0,1026.0,-21.7,0.0,0.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,64.0
20341,2015,6,26,12,92.0,2.0,7.0,700,139.0,26.7,992.2,19.8,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,92.0
27110,2016,4,3,13,29.0,3.0,24.0,500,77.0,18.6,1011.0,-13.7,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.0
21930,2015,8,31,17,21.0,2.0,15.0,300,85.0,22.9,1003.4,17.8,0.0,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0
2132,2013,5,28,19,108.0,12.0,49.0,400,58.0,20.3,996.3,15.7,0.0,0.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0
29604,2016,7,16,11,25.0,2.0,37.0,800,39.0,22.2,995.3,18.0,0.1,1.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25.0
13670,2014,9,21,13,94.0,16.0,31.0,1100,85.0,23.6,1007.7,13.2,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,54.0
32084,2016,10,27,19,48.0,2.0,35.0,600,2.0,7.4,1017.0,6.8,0.7,0.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40.0
8177,2014,2,4,16,15.0,15.0,11.0,300,72.0,-0.5,1017.5,-29.6,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.0
258,2013,3,11,17,173.0,119.0,105.0,1500,75.0,9.8,1006.1,-7.0,0.0,1.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,148.0
3980,2013,8,13,19,114.0,7.0,23.0,1000,153.0,30.1,995.5,24.7,0.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0
5594,2013,10,20,1,28.0,2.0,52.0,600,6.0,7.0,1017.5,1.7,0.0,0.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.0
1812,2013,5,15,11,160.0,98.0,73.0,1899,83.0,25.9,1007.9,2.5,0.0,1.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,83.0
5497,2013,10,16,0,35.0,2.0,41.0,400,23.0,6.0,1018.5,-0.3,0.0,0.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26.0
18007,2015,3,21,6,126.0,13.0,21.0,400,61.0,10.5,1008.6,-19.9,0.0,3.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25.0
27488,2016,4,19,7,113.0,8.0,70.0,1300,12.0,10.2,1009.0,-0.1,0.0,1.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0
5409,2013,10,12,8,128.0,8.0,74.0,1000,2.0,14.4,1011.7,7.4,0.0,0.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,71.0
6696,2013,12,4,23,73.0,65.0,54.0,1600,10.0,6.0,1011.7,-8.3,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70.0
24957,2016,1,4,20,10.0,3.0,22.0,500,60.0,-2.4,1021.7,-20.3,0.0,2.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.0
30831,2016,9,5,14,15.0,2.0,18.0,300,83.0,29.6,1000.7,13.4,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.0
20088,2015,6,15,23,112.0,7.0,33.0,900,122.0,25.1,995.7,14.2,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70.0
10857,2014,5,27,8,416.0,12.0,29.0,400,77.0,30.6,986.2,-4.5,0.0,8.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,121.0
31224,2016,9,21,23,89.0,2.0,44.0,800,26.0,15.7,1010.0,13.4,0.0,1.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,89.0
26140,2016,2,23,3,20.0,9.0,35.0,500,33.0,-4.4,1027.5,-14.6,0.0,1.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.0
12782,2014,8,15,13,51.0,14.0,29.0,600,134.0,33.1,996.5,13.7,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24.0
11016,2014,6,2,23,29.0,2.0,68.0,500,50.0,18.8,1001.1,12.8,0.0,1.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29.0
24754,2015,12,27,9,15.0,8.0,51.0,500,20.0,-6.2,1030.5,-19.9,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.0
25741,2016,2,6,12,26.0,7.0,39.0,500,64.0,4.4,1021.0,-19.3,0.0,4.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.0
20485,2015,7,2,12,14.0,6.0,7.0,300,78.0,30.9,993.1,8.6,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.0
15571,2014,12,9,18,309.0,89.0,111.0,5100,2.0,-1.4,1017.0,-9.8,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,249.0
19442,2015,5,20,1,24.0,2.0,11.0,300,74.0,20.0,1005.6,0.9,0.0,1.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.0
4754,2013,9,15,1,28.0,1.0,44.0,200,20.0,16.2,1003.9,6.3,0.0,0.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.0
9788,2014,4,12,19,133.0,23.0,43.0,1200,142.0,18.4,1006.1,0.9,0.0,1.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,104.0
8702,2014,2,26,13,462.0,192.0,129.0,5800,12.0,9.2,1011.0,1.1,0.0,1.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,494.0
24284,2015,12,7,19,207.0,13.0,96.0,3900,5.0,0.3,1023.3,-3.1,0.0,0.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,188.0
10889,2014,5,28,16,64.0,6.0,17.0,400,213.0,36.5,986.7,6.6,0.0,2.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29.0
8915,2014,3,7,10,7.0,17.0,15.0,500,66.0,5.4,1021.9,-23.9,0.0,1.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.0
21202,2015,8,1,9,124.0,2.0,29.0,1100,36.0,25.0,999.0,22.5,0.0,1.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,107.0
32778,2016,11,25,17,147.0,23.0,103.0,2100,2.0,2.2,1014.1,-9.4,0.0,0.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.0
8218,2014,2,6,9,132.0,65.0,58.0,2400,8.0,-2.4,1022.3,-11.2,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,121.0
19176,2015,5,8,23,121.0,14.0,44.0,1800,64.0,17.9,1005.1,10.3,0.0,2.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,66.0
10581,2014,5,15,20,296.0,8.0,44.0,500,101.0,25.2,990.6,3.2,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,105.0
31755,2016,10,14,2,165.0,25.0,23.0,800,22.0,12.7,1010.7,11.3,0.0,1.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,165.0
9748,2014,4,11,3,201.0,10.0,53.0,900,21.0,13.2,1010.8,3.5,0.0,0.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,70.0
33194,2016,12,13,1,201.0,17.0,61.0,3100,6.0,0.0,1021.1,-4.8,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,201.0
14234,2014,10,15,1,61.0,2.0,22.0,500,53.0,8.4,1004.9,2.4,0.0,1.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37.0
12264,2014,7,24,23,83.0,4.0,55.0,800,63.0,24.0,998.4,17.0,0.0,2.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,54.0
3520,2013,7,25,15,27.0,4.0,13.0,500,216.0,36.5,991.4,15.6,0.0,4.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22.0
21269,2015,8,4,4,9.0,6.0,15.0,200,64.0,21.3,992.5,13.5,0.0,1.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.0
10666,2014,5,19,9,76.0,4.0,41.0,700,76.0,22.8,997.1,13.6,0.0,1.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0
22359,2015,9,18,14,20.0,3.0,15.0,400,94.0,30.4,1006.7,9.8,0.0,2.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20.0
14688,2014,11,2,23,57.0,2.6,57.2,1000,8.3,6.5,1016.0,-7.5,0.0,0.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9
33150,2016,12,11,5,67.0,3.0,67.0,1600,2.0,-5.1,1018.4,-10.7,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,62.0
31323,2016,9,26,2,94.0,25.0,23.0,900,27.0,21.17777778,1006.0,17.8,0.0,1.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,90.0
20587,2015,7,6,18,68.0,9.0,19.0,1000,258.0,29.6,999.1,14.2,0.0,1.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,58.0
5501,2013,10,16,4,84.0,6.0,62.0,700,3.0,3.1,1018.1,-0.5,0.0,0.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40.0
27860,2016,5,4,19,82.0,5.0,42.0,600,115.0,25.7,994.7,0.3,0.0,1.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0
33093,2016,12,8,20,30.0,5.0,21.0,500,53.0,3.1,1013.7,-14.1,0.0,2.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0
15115,2014,11,20,18,395.0,29.0,160.0,3400,8.0,6.1,1017.0,-0.6,0.0,0.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,294.0
15434,2014,12,4,1,40.0,4.0,18.0,300,53.0,-3.5,1015.0,-25.8,0.0,4.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.0
8869,2014,3,5,12,47.0,38.0,47.0,800,49.0,7.8,1017.3,-22.0,0.0,0.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27.0
15797,2014,12,19,4,155.0,53.0,90.0,3800,12.0,2.0,1023.0,-18.1,0.0,4.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,134.0
18529,2015,4,12,0,12.0,2.0,8.0,400,54.0,9.3,1013.7,6.7,0.0,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.0
25632,2016,2,1,23,9.0,7.0,29.0,400,59.0,-0.8,1025.5,-17.5,0.0,1.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0
2037,2013,5,24,20,51.0,7.0,22.0,300,79.0,22.6,1004.2,10.4,0.0,1.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0
29289,2016,7,3,8,97.0,2.0,44.0,1000,58.0,26.0,998.0,16.8,0.0,1.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,51.0
14712,2014,11,3,23,46.0,3.0,22.0,500,44.0,6.9,1015.0,-4.5,0.0,1.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27.0
30993,2016,9,12,8,54.0,2.0,45.0,1100,2.0,20.1,1009.2,16.5,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40.0
17566,2015,3,2,21,35.0,2.0,10.0,300,80.0,7.7,1005.2,-15.2,0.0,4.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0
2766,2013,6,24,5,72.0,3.0,17.0,700,70.0,21.8,994.3,17.8,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
25236,2016,1,16,11,158.0,47.0,82.0,2700,10.0,-1.2,1014.9,-11.1,0.0,2.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,111.0
16618,2015,1,22,9,156.0,62.0,75.0,4800,2.0,-4.0,1019.0,-14.2,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,136.0
12544,2014,8,5,15,31.0,11.0,20.0,600,154.0,31.7,996.4,16.0,0.0,1.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27.0
14766,2014,11,6,5,5.0,2.0,2.0,200,66.0,7.1,1006.0,-11.2,0.0,1.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
32453,2016,11,12,4,84.0,9.0,64.0,2600,2.0,3.9,1009.3,-4.3,0.0,2.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62.0
8986,2014,3,10,9,64.0,54.0,61.0,1500,11.0,1.1,1017.3,-5.6,0.0,0.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0
857,2013,4,5,16,22.0,5.0,16.0,400,72.0,10.0,1010.3,-6.8,0.0,5.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.0
34836,2017,2,19,11,198.0,51.0,116.0,2000,7.0,7.5,998.2,-7.0,0.0,1.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,164.0
32961,2016,12,3,8,106.0,3.0,74.0,3100,2.0,-2.1,1014.3,-7.0,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88.0
7212,2013,12,26,11,28.0,25.0,30.0,400,37.0,-0.9,1025.7,-19.5,0.0,5.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14.0
6040,2013,11,7,15,66.0,18.0,33.0,400,49.4802,13.7,1009.1,-7.1,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29.0
19676,2015,5,29,19,77.0,2.0,23.0,500,136.0,28.0,995.5,13.5,0.0,1.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29.0
33157,2016,12,11,12,139.0,41.0,93.0,2600,3.0,0.3,1016.0,-10.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,110.0
8067,2014,1,31,2,190.0,42.0,34.0,900,24.0,-1.0,1011.6,-5.1,0.0,2.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,133.0
3461,2013,7,23,4,103.0,8.0,33.0,1200,37.0,23.3,993.0,19.5,0.0,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,110.0
2127,2013,5,28,14,34.0,11.0,57.0,700,10.0,21.3,997.1,16.3,0.0,0.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,94.0
34957,2017,2,24,12,25.0,7.0,23.0,500,56.0,9.6,1016.3,-12.3,0.0,5.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.0
5105,2013,9,29,16,178.0,18.0,60.0,1300,41.0,18.8,1009.2,15.1,0.0,0.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,232.0
31322,2016,9,26,1,92.0,2.0,25.0,1800,47.0,21.4,1006.0,18.4,0.0,2.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,87.0
12521,2014,8,4,16,13.0,2.0,25.0,400,47.0,23.2,997.3,20.2,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.0
16632,2015,1,22,23,121.0,43.0,103.0,2400,3.0,-4.0,1013.0,-14.8,0.0,1.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,121.0
25811,2016,2,9,10,89.0,33.0,79.0,2400,10.0,4.6,1015.1,-10.7,0.0,1.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,56.0
16824,2015,1,30,23,14.0,2.0,14.0,400,61.0,-2.0,1030.0,-23.9,0.0,3.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.0
26737,2016,3,19,0,36.0,5.0,48.0,1000,28.0,8.3,1008.9,-5.6,0.0,1.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30.0
2331,2013,6,6,2,152.0,21.0,30.0,1500,14.0,18.5,1001.9,17.0,0.0,1.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,142.0
20800,2015,7,15,15,91.0,3.0,45.0,600,80.0,27.1,997.2,19.2,0.0,1.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43.0
34292,2017,1,27,19,127.0,31.0,40.0,100,55.0,1.466666667,1017.0,-16.2,0.0,1.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,85.0
