intercolumnar distance,upper margin,lower margin ,exploitation ,row number,modular ratio,interlinear spacing ,weight ,peak number,modular ratio/ interlinear spacing,Label
0.624046,-0.189174,0.139604,0.38731,0.976743,-1.055431,-0.8745850000000001,0.544155,2.371513,-0.373275,9
0.080916,0.650903,-0.023991,0.472826,0.261718,-0.515608,0.371178,0.455174,0.282354,-0.5365850000000001,4
-0.301743,0.171981,0.285416,0.684706,0.17234000000000002,0.688613,0.710932,1.86481,1.997335,0.314579,6
-0.252367,-0.149918,0.313868,-0.243616,0.261718,-0.224934,0.333428,-1.252158,-1.463808,-0.26324699999999995,4
0.17966700000000002,-0.173471,0.121822,-1.139205,0.17234000000000002,0.813187,-0.044076,-0.890857,-0.43482,0.904895,4
-0.141273,0.7294149999999999,0.07914500000000001,0.15170899999999998,0.261718,0.813187,-0.34608,0.070982,0.032902,1.113292,2
-0.141273,-1.201976,0.6126050000000001,-0.518872,0.17234000000000002,-1.2630549999999998,0.182426,-0.060538,0.31353600000000004,-1.122549,3
0.192011,0.242641,0.164499,0.5767220000000001,0.261718,0.107265,0.673182,0.677461,-0.029461,-0.143299,4
0.57467,0.085618,0.310311,-2.167514,0.261718,-0.930856,0.6354310000000001,-2.361264,-1.027268,-1.0329549999999998,1
-0.079554,0.313302,0.139604,0.295528,0.261718,0.107265,0.748682,-1.153451,-1.120812,-0.189458,4
-0.26471100000000003,-0.09496,0.01513,-0.597346,0.261718,-0.6401819999999999,0.55993,-0.058305,0.62535,-0.734446,5
0.13029200000000002,-0.314793,0.417003,1.051058,0.08296100000000001,0.522513,0.446679,0.322372,0.40708,0.331348,4
0.068573,-0.181323,-3.210528,-0.294311,-1.168333,-0.266459,-0.006326,0.702993,-0.060642,-0.118031,2
0.019197,-0.424709,0.33165,0.137655,-0.006417,-0.30798400000000004,0.220177,0.091019,0.157628,-0.284042,4
-0.412837,-0.7073520000000001,0.356544,1.604166,-0.989576,1.311485,-2.686605,-1.149237,-1.775623,-1.678001,5
0.438888,-0.047852,0.388552,0.873551,-1.078955,-0.30798400000000004,0.446679,1.794255,0.001721,-0.397734,4
0.4142,-0.306942,4.329047,-1.391455,-4.743459,0.522513,0.484429,0.191455,0.282354,0.315134,4
0.488263,-0.259834,0.050694,-0.755517,0.976743,0.107265,-1.403091,-1.647456,-0.559546,1.143972,9
0.364825,-0.149918,0.171611,0.04277,0.261718,-0.05883500000000001,1.352689,0.4397,-0.185368,-0.623262,2
-3.498799,0.438921,-0.052442,-5.440122,-0.453307,0.8962370000000001,0.106925,-0.08494299999999999,0.095265,0.8736360000000001,4
0.599358,0.7529680000000001,0.008017,-1.737905,-0.095795,-1.470679,-0.459331,-0.487522,-0.247731,-1.007675,2
8.314263,-0.087108,0.527252,0.6596420000000001,-3.134652,0.439463,0.6354310000000001,0.14843,0.594169,0.157429,5
-0.054866,0.203385,0.05425,-0.028782,0.261718,0.190314,0.106925,-0.039433,0.344717,0.241779,7
-0.289399,0.093469,0.402778,-0.087353,-1.436467,0.854712,0.484429,-0.234442,0.064084,0.627868,5
0.710453,-0.102811,0.157386,1.199979,0.976743,-0.432558,-0.8745850000000001,0.6509590000000001,1.779065,0.239621,9
-0.042522,-0.463965,0.392108,0.22699,0.261718,0.522513,1.050686,0.247002,0.500624,0.00586,5
-0.252367,-0.401156,0.466793,0.631147,0.261718,-1.013906,-0.081827,0.106842,-0.621908,-0.765126,5
0.09326,-1.680899,0.356544,0.180532,0.17234000000000002,0.06573999999999999,0.257927,-0.092981,0.219991,0.039095,4
-0.141273,0.250492,0.406334,1.250286,-2.687761,-0.224934,-0.081827,1.199813,1.560794,-0.036888,5
-0.116585,0.06991499999999999,0.068476,-0.783147,0.261718,0.14879,-0.459331,-0.606247,-0.87136,0.547063,4
-0.091897,-0.220579,0.274747,0.567174,-0.185173,0.356414,0.446679,-0.369612,-0.684271,0.2046,4
-0.128929,0.383963,0.23207,1.248675,0.261718,0.564038,0.031425,0.937317,0.531806,0.617055,4
0.290762,-0.181323,0.441898,-1.339925,0.261718,-0.183409,0.220177,-0.527537,-0.43482,-0.168542,2
-0.32643,0.093469,-3.210528,0.6684140000000001,-0.095795,2.183507,0.144676,0.180951,1.841428,2.031724,6
-2.47426,0.171981,-0.12357,-2.9863,-3.3134080000000004,-1.429155,-2.271351,3.068818,-3.708874,-2.893954,2
0.019197,-0.338346,-0.358293,-0.113223,0.17234000000000002,0.480988,-0.044076,-0.691267,-0.466001,0.6084109999999999,4
-0.079554,0.179832,0.310311,1.1799879999999998,-1.257711,0.273364,0.106925,1.472464,0.594169,0.322162,5
-3.498799,-0.03215,-2.481465,-0.333876,-4.9222150000000005,0.314889,0.106925,-0.388115,0.064084,0.357424,4
0.068573,-0.20487600000000006,0.424116,1.412158,0.261718,0.979286,0.52218,0.556503,0.594169,0.6968479999999999,4
0.17966700000000002,-0.212727,0.132491,-1.306507,0.261718,0.605563,0.371178,0.338643,0.531806,0.4700180000000001,4
0.47592,-0.28338800000000003,0.107596,0.080127,0.976743,-1.470679,-1.25209,-0.368816,0.687713,-0.584432,9
-0.486901,-0.259834,-3.210528,0.221798,0.351096,-1.055431,0.257927,2.299016,0.4694430000000001,-0.957574,5
-0.190648,-0.063555,0.441898,1.289493,0.261718,-0.432558,0.55993,-0.172759,-0.466001,-0.580646,5
-0.301743,-0.511072,0.463236,0.710665,0.261718,1.020811,0.52218,-0.476008,0.687713,0.7313970000000001,5
-0.116585,-0.338346,0.584154,1.143884,0.797987,0.522513,-0.8745850000000001,0.668588,0.905984,1.2103959999999998,0
0.426544,-0.055704,-0.08445,0.139087,0.976743,-0.889332,-0.459331,-0.603878,0.999528,-0.453827,9
0.15498,0.23479,0.210732,0.643738,0.17234000000000002,-0.266459,-0.157328,0.616302,0.064084,-0.030077,4
0.7721720000000001,0.030659,0.075589,0.371824,0.976743,-1.470679,-1.176589,1.357156,1.654339,-0.617764,9
0.006853,-0.181323,0.388552,0.301377,-0.095795,2.266557,0.031425,-1.66827,-0.43482,2.18134,4
-0.042522,-0.11066199999999997,0.40989,1.097277,0.261718,0.937762,0.144676,-0.126221,-0.060642,0.912236,4
0.09326,0.148427,0.171611,0.970704,0.17234000000000002,0.14879,0.257927,1.438797,0.18881,0.105941,4
-0.32643,-0.07925700000000001,0.239183,0.5669350000000001,0.261718,0.688613,0.371178,0.667054,0.718895,0.530764,5
-0.141273,-0.055704,0.207175,0.246982,0.261718,-0.474083,0.182426,1.343274,0.282354,-0.393732,2
-0.00549,0.7608189999999999,-0.095119,-0.016936,0.261718,-0.05883500000000001,0.55993,-0.506684,-0.278912,-0.237871,2
0.661077,-0.09496,0.01513,0.751961,0.976743,-1.138481,-1.365341,0.300259,1.342524,-0.173593,9
-0.116585,-0.189174,0.694403,0.974792,0.708609,-0.391033,-1.365341,0.230751,0.62535,0.651026,0
0.117948,0.266195,0.043581,-0.5900350000000001,0.17234000000000002,-0.598658,-0.081827,-0.844435,-0.060642,-0.38111,2
0.624046,-0.071406,0.221401,-0.586246,0.887365,-0.889332,-1.25209,0.116938,1.373706,0.021326,9
-0.190648,-0.024299,0.367214,2.258633,0.17234000000000002,2.100457,0.484429,0.641212,1.436069,1.841892,6
0.031541,0.36826,-0.027547,0.237135,0.17234000000000002,-0.557133,0.371178,-0.070382,0.282354,-0.5722079999999999,4
0.377169,0.022808,0.139604,1.070691,0.976743,-0.764757,-0.912336,0.68748,1.841428,-0.061552,9
0.068573,-0.189174,-2.090261,-0.6335390000000001,0.17234000000000002,0.190314,0.484429,0.274281,0.40708,0.029475,5
0.63639,-0.063555,0.132491,-0.6317189999999999,0.976743,-0.723232,-1.516343,-1.369001,0.001721,0.370238,9
-0.215336,-0.20487600000000006,0.456124,-0.099826,0.17234000000000002,-0.515608,0.069175,-0.90938,0.500624,-0.388368,5
-0.104241,-0.07925700000000001,0.552147,1.388496,0.6192300000000001,-0.391033,-0.006326,1.281979,1.934972,-0.221572,0
-0.202992,-0.338346,0.434785,-0.184417,0.08296100000000001,-0.266459,-0.4970810000000001,1.485336,-0.060642,0.16989300000000002,4
-3.4864550000000003,0.242641,3.28702,-1.488788,-3.045274,-1.512204,0.182426,1.187174,-2.929337,-1.3454,4
0.019197,0.077766,0.349432,-0.356523,0.261718,-0.723232,0.408929,-0.074226,0.438262,-0.721571,1
-0.116585,-0.6523939999999999,0.5059130000000001,-1.24874,0.261718,-0.10036,0.106925,-2.135307,-1.526171,-0.018347,5
0.09326,-0.212727,0.260522,-0.5272560000000001,0.261718,-0.30798400000000004,0.371178,-0.524683,0.001721,-0.359989,2
0.377169,-0.07925700000000001,0.153829,-1.1029520000000002,0.261718,0.8962370000000001,0.144676,0.603877,-0.372457,0.842196,4
0.056229,-0.087108,0.089814,1.312409,0.08296100000000001,0.231839,0.484429,1.116774,0.656532,0.08341,4
0.4142,-0.16562000000000002,0.05425,-0.8919959999999999,0.976743,-0.8062819999999999,-0.308329,-0.766754,1.061891,-0.456913,9
0.031541,0.36826,-0.027547,0.237135,0.17234000000000002,0.06573999999999999,0.446679,0.125947,0.126447,-0.068424,4
0.15498,-0.16562000000000002,-3.210528,-1.32068,-0.185173,1.186911,0.748682,-2.0021560000000003,-1.370264,0.74338,4
-0.425181,-0.220579,0.306755,0.496637,0.261718,-1.013906,-0.157328,1.351176,0.781258,-0.72696,5
0.192011,-0.03215,0.452567,-0.877078,0.261718,-0.224934,0.333428,0.204385,0.4694430000000001,-0.26555,4
0.512951,-0.416858,0.125378,0.549719,0.976743,-0.930856,-1.25209,0.690372,1.498432,-0.030861000000000006,9
-0.22768,-0.997846,0.356544,-0.026932,0.261718,0.107265,0.484429,-0.449196,0.62535,-0.057225,3
-0.017834,-0.440412,0.26763400000000004,1.39515,0.261718,1.726734,-0.195078,0.132703,-0.247731,1.846425,4
0.241386,-0.4325600000000001,0.349432,-1.029281,0.261718,0.14879,0.333428,-1.175215,-0.43482,0.081903,2
0.043885,-0.157769,0.328093,0.552225,0.261718,1.9758830000000005,0.597681,-1.044997,-0.466001,1.527193,4
-0.215336,0.10132,0.235627,-0.280585,0.261718,-0.557133,-0.119577,-0.06976,0.126447,-0.32058200000000003,5
-0.338774,-0.09496,0.527252,1.857252,-1.257711,-0.05883500000000001,-1.403091,0.393977,1.124254,0.96194,6
-0.128929,-0.409007,0.17516800000000002,-0.256565,0.08296100000000001,0.854712,0.597681,0.5181,0.8748020000000001,0.546689,5
-0.079554,0.187683,0.335206,0.745008,0.17234000000000002,-0.515608,0.484429,1.167855,2.371513,-0.597018,6
0.31545,-0.236281,0.37077,0.812174,0.261718,-0.598658,0.333428,0.954868,0.781258,-0.6031529999999999,4
0.204355,-0.134216,0.043581,-0.6548729999999999,0.261718,-0.6401819999999999,0.824183,-0.800887,0.001721,-0.8695120000000001,5
0.4142,-0.16562000000000002,0.05425,-0.8919959999999999,0.976743,-1.678304,-1.667344,-1.283068,0.7500760000000001,-0.553113,9
-0.770809,-0.11066199999999997,0.328093,0.26205,0.17234000000000002,-0.557133,-0.119577,1.537602,0.7500760000000001,-0.326331,3
0.17966700000000002,-0.330495,0.530808,-0.314183,0.08296100000000001,-0.557133,0.182426,0.37161,0.4694430000000001,-0.488244,4
-3.498799,0.745117,0.150273,0.685183,-4.9222150000000005,0.06573999999999999,0.7864329999999999,0.711788,-2.2121630000000003,-0.247732,4
0.105604,-0.149918,0.438342,0.934659,0.261718,1.0623360000000002,0.333428,0.042985,0.032902,0.890224,4
-3.498799,0.007106,0.342319,-0.318002,-4.9222150000000005,-0.8062819999999999,0.257927,0.402054,0.531806,-0.745272,5
-0.202992,-0.000745,-3.210528,-0.5272560000000001,0.08296100000000001,0.397939,0.182426,0.075137,0.095265,0.382691,3
0.019197,-0.338346,-0.358293,-0.113223,0.17234000000000002,1.851308,0.144676,-1.346576,-1.151994,1.720678,4
0.043885,0.274046,0.182281,0.095763,0.261718,-0.723232,0.220177,0.36864,-0.43482,-0.65487,2
0.698109,-0.306942,-0.03466,0.06264199999999999,0.976743,-0.01731,-1.25209,-0.364875,1.342524,0.921507,9
-0.104241,-1.037102,0.388552,-1.099311,0.17234000000000002,-0.432558,-0.081827,-0.869073,0.594169,-0.227636,6
0.698109,-0.306942,-0.03466,0.06264199999999999,0.976743,-0.10036,-0.7613340000000001,0.175573,1.46725,0.532608,9
-0.091897,-0.118513,0.189393,1.280303,0.261718,0.107265,0.333428,1.000359,0.31353600000000004,0.025727,4
0.710453,-0.102811,0.157386,1.199979,0.976743,-0.847807,-0.950086,0.608595,1.747883,-0.121178,9
0.006853,0.164129,0.125378,0.5845100000000001,0.261718,1.934358,0.371178,-1.027464,-0.902542,1.636195,4
0.47592,-0.4325600000000001,0.114709,-0.8709600000000001,0.976743,-1.470679,-1.063338,0.117074,1.46725,-0.632231,9
-0.042522,-0.29909,0.182281,1.151314,0.261718,1.602159,-0.42158,-0.19695,-0.497183,1.893922,4
0.229043,0.242641,0.089814,0.12023,0.261718,-0.432558,0.408929,-0.466009,-0.715453,-0.494742,4
0.15498,-0.251983,0.125378,-0.5766979999999999,-0.9001979999999999,-0.183409,0.446679,0.317558,0.656532,-0.28425900000000004,4
0.216699,0.124874,-3.210528,-0.8869239999999999,0.261718,-0.05883500000000001,0.710932,0.022521,-0.310094,-0.316531,4
0.500607,-0.220579,-0.03466,0.497323,0.17234000000000002,0.356414,-0.006326,-0.365903,-0.497183,0.44375,4
0.006853,0.077766,0.342319,-0.12859,0.261718,-1.013906,0.257927,0.864936,0.032902,-0.930414,2
-0.091897,0.2976,0.07914500000000001,0.196496,0.261718,-0.349509,0.257927,0.759316,0.562987,-0.332974,2
0.056229,0.007106,0.406334,0.455401,0.261718,0.564038,-0.195078,0.651095,0.438262,0.758703,4
0.759828,-1.304042,-0.023991,-0.973663,-0.006417,-0.681707,-1.138838,-1.404259,-0.060642,0.16886900000000002,9
-0.215336,-1.296191,0.491688,1.050073,0.6192300000000001,-1.22153,-0.912336,0.436166,1.997335,-0.526616,6
-0.462213,0.352558,0.150273,0.5604899999999999,0.261718,1.145386,0.446679,-0.7875479999999999,0.064084,0.8937440000000001,5
0.229043,-0.22843,0.324537,-0.8691409999999999,0.261718,-0.474083,1.050686,-0.190874,-0.123005,-0.831936,2
-0.252367,0.06991499999999999,0.246296,0.52355,0.261718,0.190314,0.52218,0.908368,0.718895,0.011742,5
0.080916,0.10132,0.10404,0.14049,0.261718,0.190314,0.257927,-0.12981199999999998,-0.310094,0.186349,4
0.09326,-0.102811,0.01513,-1.203774,0.08296100000000001,-1.096956,0.446679,-0.892702,-0.123005,-1.093532,4
-0.338774,-0.22843,0.584154,2.123586,0.261718,1.0623360000000002,-0.8745850000000001,1.700459,2.652146,1.7141080000000002,6
0.105604,-0.126364,0.388552,-0.425061,0.261718,-1.013906,0.295677,-0.06564400000000001,0.032902,-0.949606,2
-0.301743,-0.055704,0.210732,-0.147477,0.261718,0.937762,0.371178,-0.524935,0.500624,0.752916,5
0.31545,-0.330495,0.555703,-0.374098,0.708609,-0.432558,-2.19585,-1.4355950000000002,0.282354,1.195616,0
0.31545,-0.236281,0.37077,0.812174,0.261718,0.14879,0.408929,0.690469,-0.123005,0.029367,4
-0.314087,-0.236281,0.029355000000000006,0.460861,0.261718,1.186911,0.295677,-0.241645,0.126447,1.019768,4
-0.017834,0.23479,-0.180472,0.6210319999999999,0.261718,-3.671496,-5.85764,-0.873519,-2.711067,-3.329638,2
-0.178304,-0.189174,0.26407800000000003,-0.6404920000000001,0.17234000000000002,1.934358,0.6354310000000001,-0.459058,-0.060642,1.459973,4
0.31545,-0.330495,0.555703,-0.374098,0.708609,-1.512204,-1.025587,0.019551,0.999528,-0.742125,0
0.31545,-0.330495,0.555703,-0.374098,0.708609,0.314889,-1.403091,-0.073158,0.531806,1.433043,0
-0.104241,0.022808,0.377883,1.279945,0.17234000000000002,1.726734,1.352689,0.24939,1.342524,0.902255,6
0.068573,-0.26768600000000004,0.33165,-0.197963,-2.062114,-0.432558,0.069175,0.489656,0.251173,-0.313553,4
0.216699,-0.424709,0.306755,-0.043283,0.261718,-0.598658,0.106925,0.276067,-0.091823,-0.484567,4
0.624046,0.007106,0.114709,-0.350674,0.887365,-0.847807,-0.799085,-0.8120890000000001,0.687713,-0.193339,9
-0.116585,-0.338346,0.584154,1.143884,0.797987,-0.266459,-1.063338,0.584325,0.438262,0.6083390000000001,0
0.167323,0.588093,-0.002652,-0.309259,0.261718,0.356414,-0.006326,0.417508,-0.372457,0.452719,2
0.15498,-0.3854530000000001,0.381439,0.314237,0.261718,-0.474083,0.031425,0.85185,0.064084,-0.33208200000000004,2
0.290762,0.077766,0.118265,0.275805,0.261718,0.190314,1.050686,-0.746426,-0.372457,-0.271228,2
0.019197,0.588093,0.260522,-1.348758,0.08296100000000001,-0.01731,0.333428,0.352874,0.438262,-0.086121,4
0.229043,-0.008597,0.17516800000000002,0.087408,0.17234000000000002,-0.05883500000000001,1.012935,0.168195,-0.123005,-0.455298,4
0.105604,-0.087108,0.367214,1.522618,0.261718,0.314889,0.106925,0.159167,-0.590727,0.355181,4
-0.091897,-0.071406,0.537921,-1.178561,0.261718,-0.515608,0.55993,1.865101,0.438262,-0.636848,5
0.117948,0.242641,0.082701,-0.424583,-0.9001979999999999,0.937762,0.144676,-1.210746,-0.310094,0.8904770000000001,7
-0.128929,-0.28338800000000003,0.488131,0.833628,0.797987,-0.266459,-1.403091,-0.18534,0.905984,0.783392,0
0.352481,-0.448263,0.196506,-0.5280020000000001,0.976743,-0.10036,-1.705095,-1.288136,0.562987,1.174423,9
0.17966700000000002,-0.4325600000000001,0.150273,-1.883217,-1.078955,-0.681707,0.031425,-1.556631,-1.027268,-0.520926,4
0.031541,0.666605,-0.095119,0.010217,0.17234000000000002,-0.10036,0.144676,0.148119,0.531806,-0.050945,7
0.019197,-0.173471,0.306755,-0.081535,0.17234000000000002,-0.847807,0.106925,0.130995,0.219991,-0.7089260000000001,2
-0.252367,0.062064,0.171611,-0.420108,0.261718,0.314889,-0.044076,-0.851094,0.562987,0.449982,5
-0.00549,0.7608189999999999,-0.095119,-0.016936,0.261718,0.314889,-0.044076,-0.422791,0.18881,0.427958,2
0.809204,-0.09496,0.118265,0.987502,0.976743,-1.470679,-1.478592,-0.068945,0.594169,-0.447787,9
0.09326,-0.3854530000000001,0.352988,0.546705,0.261718,-0.391033,0.257927,0.71402,0.095265,-0.37859,4
-0.116585,0.28189699999999995,0.17516800000000002,-0.15249,0.261718,0.107265,0.597681,-0.67886,0.781258,-0.109182,5
0.4142,-0.16562000000000002,0.05425,-0.8919959999999999,0.976743,-1.38763,-1.365341,-0.435411,0.781258,-0.4292220000000001,9
-0.26471100000000003,-0.126364,0.235627,0.176773,0.261718,1.602159,-0.459331,-0.062946,0.032902,1.932992,4
0.13029200000000002,0.077766,0.299642,-0.693335,0.261718,0.107265,0.220177,0.160545,0.095265,0.099299,4
0.15498,-0.322644,0.17516800000000002,0.126526,0.17234000000000002,-1.30458,0.295677,1.109687,1.124254,-1.212661,4
-0.215336,0.776522,0.5023569999999999,-1.289141,-0.721442,0.854712,0.673182,-0.226346,-0.123005,0.499626,4
-0.252367,0.093469,0.239183,-0.021441,0.17234000000000002,1.809783,0.408929,-1.234355,-0.65309,1.513715,4
-0.301743,-0.314793,0.399221,0.77052,0.708609,0.564038,-1.403091,-1.459107,-0.091823,1.62742,0
-0.240024,0.117022,0.235627,0.902912,0.17234000000000002,-0.01731,-0.006326,0.8341629999999999,0.718895,0.109438,5
0.006853,-0.26768600000000004,0.40989,0.565443,0.17234000000000002,0.273364,-0.157328,-0.024328,-0.154186,0.450754,2
0.117948,-0.291239,0.306755,0.255993,0.17234000000000002,-0.30798400000000004,0.182426,0.6612100000000001,-0.060642,-0.24907,4
-0.178304,0.014957,0.26407800000000003,0.582361,0.17234000000000002,0.688613,0.220177,0.088203,-0.091823,0.616934,4
-0.06721,0.462474,0.10404,0.463129,0.261718,-0.05883500000000001,-0.081827,-0.010466,-0.060642,0.116562,2
0.303106,0.352558,0.082701,0.7039810000000001,0.261718,-0.05883500000000001,0.899684,0.969178,0.219991,-0.407234,2
0.15498,-0.3619,0.40989,-0.171945,0.261718,0.024215,-0.006326,-0.63537,-0.060642,0.147519,2
0.117948,0.124874,0.128935,0.3837,0.17234000000000002,0.024215,0.257927,0.207841,-0.497183,-0.000517,4
0.192011,-0.03215,0.452567,-0.877078,0.261718,-0.764757,0.446679,-1.184205,-0.310094,-0.79565,4
-0.400494,-0.16562000000000002,0.392108,0.485626,0.261718,-0.8062819999999999,-0.157328,0.659716,0.62535,-0.542998,5
0.438888,0.289748,0.14315999999999998,-0.282494,0.261718,-0.30798400000000004,-0.459331,-0.432479,0.375899,0.101336,4
0.09326,-0.055704,0.068476,0.305076,0.261718,1.26996,1.050686,0.25771900000000003,-0.123005,0.639911,4
0.266074,0.211237,0.114709,0.937882,0.261718,2.515706,0.597681,0.161768,-0.684271,2.002768,4
-0.017834,-0.330495,0.488131,-0.183313,0.17234000000000002,-1.346105,0.220177,-2.219842,-1.370264,-1.209539,2
-0.215336,-0.11066199999999997,0.68729,2.04189,0.708609,1.43606,-0.232828,0.227354,0.375899,1.633049,0
3.722352,0.336855,0.17516800000000002,-2.701227,0.261718,0.979286,0.144676,1.506324,-0.154186,0.932055,2
-3.498799,0.611647,0.064919,0.4551020000000001,-4.9222150000000005,-0.30798400000000004,0.333428,0.912115,-1.869167,-0.336602,4
-0.017834,-0.149918,-2.975805,-1.078156,0.08296100000000001,-0.432558,-0.044076,0.428323,0.064084,-0.251385,2
0.019197,-0.087108,0.384996,0.7949579999999999,0.261718,0.480988,0.220177,0.703788,0.438262,0.440315,4
-0.017834,0.336855,0.235627,-0.5111439999999999,-0.81082,-0.474083,0.220177,-1.518868,-0.87136,-0.433731,7
0.031541,0.203385,0.086258,0.045008,0.17234000000000002,-0.6401819999999999,0.7864329999999999,0.990496,0.562987,-0.851851,2
-0.00549,-0.071406,0.352988,-0.20667600000000005,0.261718,-1.013906,0.257927,0.583199,1.124254,-0.931126,1
0.661077,-0.09496,0.01513,0.751961,0.976743,-0.930856,-0.534832,0.548659,1.24898,-0.4501020000000001,9
0.377169,0.179832,0.064919,-1.533962,0.261718,0.314889,0.295677,-0.290766,-0.403638,0.23592,4
-0.26471100000000003,0.156278,0.402778,1.483948,0.17234000000000002,1.145386,0.673182,1.008455,1.311343,0.804283,6
0.204355,-0.448263,0.349432,0.689659,0.261718,0.854712,0.182426,-0.045860000000000005,-0.497183,0.82421,4
-0.017834,-0.275537,0.388552,0.949727,0.261718,1.103861,0.220177,0.950869,0.282354,1.003964,2
0.389513,-0.220579,-3.210528,-2.624155,0.261718,-0.847807,0.295677,-0.594054,-0.060642,-0.8034020000000001,4
-0.178304,-0.338346,0.45968,1.40246,0.797987,-0.01731,-0.195078,0.567997,1.529613,0.217632,0
0.15498,0.23479,0.210732,0.643738,0.17234000000000002,0.107265,0.069175,1.338323,0.032902,0.185445,4
-0.22768,0.109171,0.413447,0.118917,0.17234000000000002,0.356414,0.371178,0.005843999999999999,0.219991,0.22971100000000005,3
0.229043,0.124874,0.182281,0.686496,0.261718,-0.14188399999999998,0.484429,0.784013,-0.372457,-0.272397,4
0.117948,0.171981,0.217845,1.738109,0.261718,0.314889,0.182426,1.794332,0.31353600000000004,0.305622,4
0.117948,0.321153,-3.210528,0.642753,0.351096,-0.30798400000000004,0.446679,1.221656,0.500624,-0.396396,4
-0.128929,-0.134216,0.26407800000000003,0.430695,0.261718,0.06573999999999999,-0.119577,0.500975,0.18881,0.25739,2
-0.141273,-0.055704,0.207175,0.246982,0.261718,-0.30798400000000004,0.144676,0.754249,0.4694430000000001,-0.235593,2
0.068573,-0.6523939999999999,0.395665,1.220985,0.261718,0.605563,0.106925,0.382405,0.064084,0.613137,4
0.512951,-0.071406,-3.210528,0.755482,0.976743,-1.802878,-1.478592,-3.350925,-3.303515,-0.785572,9
3.265629,-0.251983,0.125378,-2.12386,0.976743,-2.301176,0.106925,-2.712625,-3.241152,-2.022079,9
0.809204,-0.16562000000000002,0.025799,0.7121270000000001,0.887365,-0.432558,-1.516343,0.8715379999999999,1.529613,0.654474,9
-0.116585,-0.338346,0.584154,1.143884,0.797987,-1.096956,-1.629594,1.750201,1.498432,0.07611699999999999,0
0.377169,0.179832,0.064919,-1.533962,0.261718,0.522513,0.55993,-0.460029,-0.216549,0.271495,4
-0.449869,-0.291239,0.434785,-0.068824,0.261718,-0.266459,0.446679,0.327052,0.531806,-0.361291,5
-3.412392,0.148427,0.438342,-1.047781,-3.22403,-0.349509,0.257927,0.107541,-1.089631,-0.31908600000000004,5
0.142636,-0.377602,0.328093,-0.039583,0.261718,-0.224934,0.55993,-0.594734,-0.902542,-0.39689,2
-3.498799,0.454623,0.128935,-5.440122,-0.006417,-0.930856,-2.497853,-2.744679,-2.0562560000000003,-2.520462,4
-0.079554,0.313302,0.139604,0.295528,0.261718,0.024215,0.220177,0.209899,-0.029461,0.026317,4
-0.26471100000000003,0.156278,0.402778,1.483948,0.17234000000000002,0.771662,-0.157328,-0.29727,1.654339,0.978588,6
-0.425181,-0.071406,0.424116,1.863279,0.17234000000000002,1.934358,0.106925,0.5718989999999999,1.810246,1.849342,6
-0.301743,-0.055704,0.210732,-0.147477,0.261718,-0.432558,-0.006326,-1.284135,-0.559546,-0.273096,5
0.09326,-0.087108,-2.268081,-0.164963,0.261718,1.560634,0.7864329999999999,-0.483075,-0.154186,1.028605,4
-0.301743,-0.314793,0.399221,0.77052,0.708609,0.605563,-0.38383,0.775101,1.124254,0.938457,0
-0.338774,-0.22843,0.584154,2.123586,0.261718,0.356414,-1.403091,1.828309,2.277968,1.376033,6
0.364825,0.289748,0.235627,-0.32379,0.17234000000000002,-0.224934,-2.9131080000000003,-0.255158,0.064084,-1.872836,4
0.17966700000000002,-0.173471,0.121822,-1.139205,0.17234000000000002,1.020811,0.295677,-1.921369,-1.089631,0.8734430000000001,4
0.364825,0.289748,0.235627,-0.32379,0.17234000000000002,0.937762,0.52218,-1.2321030000000002,-1.183175,0.6551130000000001,4
0.512951,-0.306942,0.061363,1.371548,0.976743,-0.6401819999999999,-1.1010879999999998,1.991903,1.903791,0.230423,9
-0.289399,-0.424709,0.107596,0.666147,0.17234000000000002,-0.224934,0.144676,0.254962,0.032902,-0.16128499999999998,5
11.819916,0.203385,0.395665,-2.941364,-0.9001979999999999,-1.678304,-2.686605,0.398326,0.095265,-2.956436,1
-2.573011,0.06991499999999999,0.246296,-3.018853,0.08296100000000001,-1.678304,0.710932,1.249167,-2.274526,-1.715734,1
-0.22768,0.109171,0.413447,0.118917,0.17234000000000002,-0.515608,0.824183,0.253176,0.594169,-0.756881,3
-0.042522,0.187683,0.224957,0.290963,0.261718,-0.01731,0.371178,0.8658299999999999,0.500624,-0.096525,4
-0.8819040000000001,-1.947839,0.217845,2.046336,0.17234000000000002,1.228436,0.899684,0.5551050000000001,1.997335,0.672291,6
0.105604,-0.087108,0.367214,1.522618,0.261718,0.480988,0.333428,1.7209419999999995,0.62535,0.366718,4
0.278418,-0.197025,0.239183,-0.73839,0.261718,-0.349509,0.484429,-1.063751,-0.372457,-0.44892,2
-3.498799,17.570202,0.05425,0.428308,-4.9222150000000005,-1.346105,0.333428,1.91465,-1.775623,-1.252732,8
0.389513,0.462474,0.136047,0.011679,-0.9001979999999999,0.231839,0.295677,0.8569950000000001,-0.060642,0.181479,2
0.080916,-0.244132,0.214288,-0.37914,0.261718,0.522513,0.182426,-0.574541,-0.154186,0.505617,2
0.09326,-0.102811,0.01513,-1.203774,0.08296100000000001,-0.723232,0.446679,-1.102194,-0.123005,-0.7656810000000001,4
