No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Dongsi,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
24034,2015,11,27,9,202.0,32.0,90.0,4000,6.0,-6.1,1022.2,-10.3,0.0,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.0
30390,2016,8,18,5,127.0,2.0,49.0,1400,32.0,24.1,997.7,23.2,0.0,0.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.0
21696,2015,8,21,23,71.0,2.0,43.0,600,87.0,27.0,1000.1,16.9,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33.0
34277,2017,1,27,4,8.0,4.0,20.0,200,76.0,-3.6,1029.75,-15.7,0.0,0.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.0
28956,2016,6,19,11,92.0,7.0,38.0,1000,197.0,30.6,1001.2,16.2,0.0,1.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,92.0
27813,2016,5,2,20,119.0,2.0,55.0,2100,26.0,13.4,1004.6,7.4,0.0,2.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84.0
14212,2014,10,14,3,69.0,4.0,60.0,800,2.0,3.9,1017.7,1.1,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26.0
5241,2013,10,5,8,265.0,13.0,83.0,2700,16.0,15.8,1016.2,14.5,0.0,1.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,294.0
161,2013,3,7,16,293.0,48.0,97.0,2000,107.0,19.1,998.9,-3.8,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,243.0
25722,2016,2,5,17,32.0,4.0,13.0,300,77.0,2.2,1025.2,-18.5,0.0,5.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.0
19352,2015,5,16,7,70.0,7.0,71.0,700,23.0,16.5,1009.1,6.6,0.0,1.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0
13167,2014,8,31,14,77.0,4.0,23.0,1200,138.0,25.6,1007.8,19.7,0.0,3.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0
4915,2013,9,21,18,114.0,1.0,24.0,1400,192.0,24.6,1010.8,15.2,0.0,3.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,57.0
27709,2016,4,28,12,114.0,16.0,33.0,1200,143.0,23.4,1011.7,6.2,0.0,2.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,88.0
25276,2016,1,18,3,49.0,3.0,12.0,200,46.0,-9.4,1022.8,-26.7,0.0,4.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0
22947,2015,10,13,2,103.0,5.0,86.0,1400,2.0,9.9,1016.7,5.9,0.0,0.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48.0
33108,2016,12,9,11,19.0,5.0,24.0,500,45.0,3.2,1025.4,-13.2,0.0,2.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.0
10848,2014,5,26,23,71.0,4.0,120.0,800,11.0,25.6,990.8,1.0,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23.0
19793,2015,6,3,16,75.0,2.0,20.0,300,143.0,30.3,1006.1,4.1,0.0,4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24.0
5409,2013,10,12,8,75.0,9.0,65.0,800,9.0,14.2,1016.5,7.0,0.0,1.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60.0
495,2013,3,21,14,177.0,36.0,86.0,1500,34.0,8.4,1002.0,-2.3,0.0,2.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,173.0
12863,2014,8,18,22,72.0,17.0,39.0,1700,120.0,25.3,1007.6,16.2,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72.0
286,2013,3,12,21,117.0,24.0,92.0,1500,17.0,4.6,1017.6,3.6,0.0,1.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.0
27830,2016,5,3,13,55.0,2.0,8.0,400,117.0,24.5,995.5,-7.9,0.0,5.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
28060,2016,5,13,3,99.0,2.0,78.0,1700,2.0,8.3,1015.8,4.5,0.0,1.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.0
5802,2013,10,28,17,290.0,79.0,113.0,2500,63.0,11.5,1016.7,7.0,0.0,0.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,253.0
20314,2015,6,25,9,182.0,9.0,91.0,1500,9.0,23.6,998.8,19.1,0.0,0.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.0
32836,2016,11,28,3,100.0,20.0,62.0,500,2.0,-2.9,1029.2,-8.4,0.0,0.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,58.0
9719,2014,4,9,22,372.0,40.0,55.0,1500,78.0,17.9,1015.4,4.5,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,98.0
28073,2016,5,13,16,95.0,14.0,17.0,500,146.0,23.6,1014.1,1.2,0.0,4.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49.0
9845,2014,4,15,4,114.0,15.0,46.0,500,19.0,13.2,1013.3,8.7,0.0,1.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0
24600,2015,12,20,23,327.0,27.0,116.0,5400,3.0,-4.3,1021.5,-4.4,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,327.0
215,2013,3,9,22,35.0,3.0,20.0,400,94.0,5.3,1023.1,-20.1,0.0,2.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0
19869,2015,6,6,20,57.0,2.0,58.0,10000,46.0,20.1,999.7,18.4,0.2,1.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46.0
24860,2015,12,31,19,127.0,23.0,84.0,2300,2.0,-1.4,1026.3,-8.6,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0
32554,2016,11,16,9,124.0,19.0,63.0,1700,2.0,5.3,1017.1,0.1,0.0,0.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,80.0
22743,2015,10,4,14,156.0,22.0,67.0,1200,111.0,24.2,1016.9,12.2,0.0,1.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,127.0
26970,2016,3,28,17,146.0,21.0,58.0,700,110.0,22.0,1003.7,-5.9,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,101.0
15978,2014,12,26,17,239.0,84.0,119.0,4000,3.0,0.0,1024.0,-9.5,0.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,207.0
28791,2016,6,12,14,53.0,9.0,18.0,700,209.0,29.9,1001.1,12.8,0.0,2.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53.0
18303,2015,4,2,14,31.0,7.0,15.0,700,96.0,11.1,993.8,4.3,0.0,2.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.0
23845,2015,11,19,12,89.0,3.0,42.0,1400,2.0,4.1,1021.8,3.8,0.7,1.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.0
9025,2014,3,12,0,5.0,12.0,19.0,400,66.0,7.5,1020.4,-8.2,0.0,3.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0
16684,2015,1,25,3,87.0,10.0,48.0,900,4.0,0.0,1023.0,-3.7,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,87.0
30583,2016,8,26,6,16.0,2.0,45.0,400,11.0,18.2,1014.1,8.2,0.0,1.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0
33597,2016,12,29,20,268.0,16.0,71.0,2900,10.0,-0.6,1029.0,-11.4,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,178.0
21825,2015,8,27,8,8.0,2.0,28.0,500,36.0,24.6,1006.9,16.8,0.0,2.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.0
23749,2015,11,15,12,211.0,20.0,79.0,3000,16.0,11.2,1016.4,5.3,0.0,1.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,211.0
2072,2013,5,26,7,143.0,88.0,60.0,2100,27.0,22.1,1004.5,17.9,0.0,1.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.0
18099,2015,3,25,2,144.0,38.0,97.0,1700,5.0,5.2,1026.7,-0.8,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.0
22745,2015,10,4,16,212.0,29.0,55.0,1100,177.0,24.5,1016.2,10.4,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,166.0
15068,2014,11,18,19,142.0,52.0,103.0,2000,3.0,3.0,1020.0,-6.4,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,81.0
14556,2014,10,28,11,115.0,18.0,73.0,1300,11.0,12.2,1022.7,2.9,0.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,79.0
30756,2016,9,2,11,13.0,2.0,29.0,500,35.0,27.1,998.3,13.4,0.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0
9773,2014,4,12,4,119.0,35.0,88.0,1300,6.0,6.9,1012.3,1.6,0.0,0.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100.0
33303,2016,12,17,14,335.0,63.0,112.0,3500,17.0,5.5,1017.1,-6.1,0.0,1.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.0
13590,2014,9,18,5,107.0,4.0,74.0,900,7.0,11.8,1017.2,11.0,0.0,0.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100.0
12780,2014,8,15,11,54.0,13.0,39.0,800,105.0,29.4,1002.8,14.4,0.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0
29753,2016,7,22,16,67.0,2.0,21.0,1100,156.0,30.6,995.9,23.5,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,67.0
22255,2015,9,14,6,129.0,4.0,81.0,1100,2.0,14.8,1013.9,13.5,0.0,0.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0
26838,2016,3,23,5,22.0,3.0,17.0,300,66.0,6.3,1027.1,-10.5,0.0,2.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.0
16857,2015,2,1,8,47.0,28.0,60.0,1200,3.0,-6.0,1032.0,-21.2,0.0,1.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36.0
30568,2016,8,25,15,7.0,2.0,14.0,300,73.0,29.4,1008.4,9.5,0.0,3.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.0
29246,2016,7,1,13,9.0,2.0,13.0,400,127.0,30.8,999.3,13.6,0.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.0
4843,2013,9,18,18,92.0,1.0,52.0,1800,87.0,22.1,1012.8,20.4,0.0,0.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0
21915,2015,8,31,2,46.0,2.0,24.0,900,36.0,21.2,1008.6,18.8,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,46.0
23008,2015,10,15,15,148.0,16.0,64.0,1100,133.0,25.2,1011.2,7.8,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110.0
23683,2015,11,12,18,186.0,15.0,63.0,2700,2.0,7.2,1024.1,4.7,0.0,1.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,186.0
31308,2016,9,25,11,169.0,4.0,53.0,1500,78.0,24.1,1011.75,18.6,0.0,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,169.0
27582,2016,4,23,5,55.0,2.0,28.0,200,60.0,10.2,1010.6,-8.0,0.0,1.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.0
10019,2014,4,22,10,84.0,6.0,61.0,600,47.0,23.1,1011.0,-0.4,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,69.0
1217,2013,4,20,16,74.0,9.0,20.0,600,132.0,14.6,1013.8,-2.4,0.0,3.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,66.0
20325,2015,6,25,20,103.0,6.0,44.0,900,111.0,25.8,995.5,16.9,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,89.0
7768,2014,1,18,15,77.0,38.0,2.0,1700,37.0,4.6,1027.4,-13.8,0.0,2.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,104.0
27098,2016,4,3,1,38.0,2.0,21.0,300,66.0,13.3,1020.2,-15.6,0.0,2.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38.0
19950,2015,6,10,5,53.0,2.0,25.0,800,73.0,18.5,997.2,16.8,0.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,53.0
21893,2015,8,30,4,21.0,4.0,22.0,900,51.0,21.2,1006.9,15.9,0.0,1.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0
22938,2015,10,12,17,49.0,2.0,23.0,300,88.0,23.9,1014.4,1.5,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16.0
1012,2013,4,12,3,69.0,10.0,76.0,900,28.0,9.0,1012.1,-10.0,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.0
33266,2016,12,16,1,247.0,38.0,88.0,2300,2.0,-3.8,1027.9,-13.8,0.0,0.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.0
9871,2014,4,16,6,132.0,10.0,85.0,700,2.0,13.3,1011.5,3.4,0.0,0.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0
17971,2015,3,19,18,393.0,5.0,38.0,700,81.0,17.2,1010.7,-11.5,0.0,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75.0
23522,2015,11,6,1,20.0,3.0,17.0,300,35.0,3.2,1027.6,-1.4,0.0,2.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20.0
24275,2015,12,7,10,173.0,84.0,83.0,2700,6.0,2.4,1029.7,-2.7,0.0,1.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.0
10132,2014,4,27,3,72.0,3.0,69.0,700,3.0,11.2,1016.2,9.8,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37.0
11695,2014,7,1,6,107.0,27.0,46.0,1100,63.0,25.2,1001.7,19.3,0.0,1.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.0
247,2013,3,11,6,124.0,52.0,77.0,1300,97.0,-0.2,1019.1,-8.2,0.0,0.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,99.0
20296,2015,6,24,15,90.0,10.0,44.0,1100,78.0,25.1,1000.9,17.0,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90.0
10617,2014,5,17,8,126.0,47.0,79.0,1600,47.0,21.1,1010.8,6.2,0.0,0.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,61.0
31328,2016,9,26,7,42.0,2.0,39.0,900,52.0,18.725,1010.5,17.9,0.5,2.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42.0
12848,2014,8,18,7,33.0,4.0,35.0,700,66.0,23.3,1008.9,16.8,0.0,1.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0
19339,2015,5,15,18,56.0,3.0,18.0,300,108.0,23.7,1007.9,3.6,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21.0
2364,2013,6,7,11,106.0,12.0,56.0,3299,4.0,20.0,1005.3,19.3,1.1,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96.0
12377,2014,7,29,16,94.0,2.0,15.0,800,175.0,32.7,996.9,18.9,0.0,2.3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,94.0
13445,2014,9,12,4,85.0,5.0,35.0,900,64.0,19.1,1010.4,16.5,0.2,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85.0
5821,2013,10,29,12,6.0,9.0,12.0,200,69.0,15.6,1023.4,-6.7,0.0,4.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.0
25260,2016,1,17,11,42.0,9.0,15.0,300,70.0,-6.3,1025.0,-20.7,0.0,3.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21.0
26641,2016,3,15,0,180.0,54.0,62.0,1200,30.0,11.8,1015.3,-11.8,0.0,4.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,103.0
14114,2014,10,10,1,364.0,3.0,142.0,3300,4.0,13.5,1017.7,13.2,0.0,0.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339.0
32543,2016,11,15,22,193.0,22.0,103.0,3400,2.0,2.5,1018.7,-0.6,0.0,0.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,113.0
5401,2013,10,12,0,97.0,20.0,129.0,1200,6.0,10.4,1013.8,8.7,0.0,0.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0
18872,2015,4,26,7,207.0,23.0,108.0,1500,9.0,17.7,1007.7,11.0,0.0,0.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0
8,2013,3,1,7,6.0,12.0,40.0,400,52.0,-1.4,1029.5,-20.4,0.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0
28299,2016,5,23,2,80.0,12.0,34.0,700,110.0,22.7,1008.5,8.0,0.0,1.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,55.0
4099,2013,8,18,18,102.0,7.0,10.0,600,156.0,31.0,1003.5,14.6,0.0,1.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.0
15399,2014,12,2,14,54.0,24.0,35.0,1100,33.0,0.0,1022.0,-20.9,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.0
1778,2013,5,14,1,287.0,49.0,139.0,3299,32.0,19.0,1000.9,6.5,0.0,1.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,176.0
12309,2014,7,26,20,65.0,11.0,29.0,900,166.0,30.5,1004.9,16.5,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,65.0
28532,2016,6,1,19,70.0,4.0,27.0,600,178.0,28.0,1006.4,6.1,0.0,2.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.0
4759,2013,9,15,6,23.0,1.0,38.0,300,16.0,16.7,1011.6,8.1,0.0,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
19479,2015,5,21,14,85.0,14.0,25.0,600,136.0,27.9,1006.1,4.8,0.0,3.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53.0
4446,2013,9,2,5,43.0,7.0,52.0,600,7.0,17.6,1012.5,15.9,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31.0
22635,2015,9,30,2,24.0,2.0,49.0,900,3.0,13.7,1021.5,12.4,0.5,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.0
14107,2014,10,9,18,407.0,10.0,171.0,2700,37.0,16.2,1015.2,15.1,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,343.0
5674,2013,10,23,9,78.0,12.0,36.0,700,23.0,11.6,1018.6,-8.3,0.0,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.0
20257,2015,6,23,0,174.0,23.0,45.0,1700,138.0,25.2,1002.4,17.1,0.0,1.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,145.0
31114,2016,9,17,9,32.0,3.0,51.0,800,24.0,22.0,1014.3,17.6,0.0,1.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0
11190,2014,6,10,5,43.0,6.0,33.0,1100,70.0,18.4,1005.1,13.9,0.0,1.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,43.0
22213,2015,9,12,12,6.0,3.0,11.0,300,64.0,22.4,1014.0,4.4,0.0,3.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0
9852,2014,4,15,11,130.0,35.0,49.0,1300,95.0,21.4,1015.8,11.4,0.0,3.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,106.0
479,2013,3,20,22,94.0,13.0,65.0,1200,19.0,2.7,1015.2,-4.1,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,90.0
22278,2015,9,15,5,169.0,10.0,113.0,1700,2.0,14.7,1016.5,13.4,0.0,0.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,114.0
33243,2016,12,15,2,129.0,36.0,82.0,2200,2.0,-3.2,1026.3,-13.7,0.0,1.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,78.0
27172,2016,4,6,3,86.0,42.0,55.0,2100,40.0,10.5,1008.6,-4.3,0.0,1.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0
26604,2016,3,13,11,34.0,5.0,9.0,300,94.0,7.7,1022.7,-17.4,0.0,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.0
10308,2014,5,4,11,130.0,2.0,6.0,200,84.0,16.0,1012.7,-14.5,0.0,8.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24.0
4480,2013,9,3,15,134.0,30.0,40.0,1500,207.0,27.3,1009.9,17.5,0.0,3.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,116.0
4891,2013,9,20,18,26.0,1.0,28.0,700,69.0,21.6,1010.5,17.2,0.0,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.0
29828,2016,7,25,19,30.0,3.0,38.0,800,96.0,30.8,997.1,24.5,0.0,1.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28.0
16194,2015,1,4,17,200.0,72.0,126.0,2800,8.0,3.0,1011.0,-13.3,0.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.0
20875,2015,7,18,18,25.0,2.0,25.0,800,107.0,23.6,1001.6,20.5,0.1,0.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0
33749,2017,1,5,4,250.0,15.0,104.0,1600,9.0,0.3,1025.7,-1.3,0.0,1.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,228.0
1069,2013,4,14,12,122.0,26.0,39.0,800,99.0,14.6,1006.6,-3.3,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64.0
19481,2015,5,21,16,112.0,12.0,20.0,600,153.0,27.7,1004.7,6.4,0.0,5.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42.0
7538,2014,1,9,1,34.0,23.0,36.0,800,29.0,-3.3,1029.1,-23.1,0.0,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24.0
31556,2016,10,5,19,108.0,2.0,46.0,1100,51.0,17.4,1014.9,14.5,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,88.0
23637,2015,11,10,20,156.0,9.0,56.0,1900,2.0,5.4,1025.4,3.6,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,156.0
27452,2016,4,17,19,34.0,2.0,18.0,300,80.0,16.8,1005.3,-10.9,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18.0
8862,2014,3,5,5,5.0,7.0,40.0,500,35.0,-4.5,1026.4,-18.4,0.0,0.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0
15633,2014,12,12,8,21.0,10.0,21.0,400,46.0,-2.0,1026.0,-19.5,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
6175,2013,11,13,6,125.0,41.0,80.0,2800,5.355,1.5,1018.9,-0.3,0.0,0.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,115.0
1966,2013,5,21,21,283.0,100.0,100.0,3399,127.0,23.1,1001.0,10.2,0.0,1.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.0
7113,2013,12,22,8,38.0,48.0,63.0,1600,7.0,-4.7,1030.1,-15.4,0.0,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,53.0
19131,2015,5,7,2,178.0,8.0,42.0,600,32.0,14.7,1006.9,-3.6,0.0,3.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37.0
128,2013,3,6,7,194.0,105.0,156.0,2600,30.0,5.3,1011.0,-6.0,0.0,0.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,190.0
4606,2013,9,8,21,252.0,21.0,65.0,2700,65.0,21.8,1011.4,18.6,0.1,2.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,149.0
17297,2015,2,19,16,160.0,36.0,24.0,1100,71.0,3.0,1022.0,-4.5,0.0,4.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,138.0
15439,2014,12,4,6,21.0,8.0,10.0,300,61.0,-4.0,1021.0,-24.9,0.0,6.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
23973,2015,11,24,20,54.0,7.0,75.0,1100,2.0,-5.9,1032.1,-10.5,0.0,1.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0
16984,2015,2,6,15,50.0,22.0,67.0,1200,34.0,10.0,1017.0,-14.0,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50.0
11539,2014,6,24,18,51.0,10.0,27.0,900,219.0,30.2,998.0,15.5,0.0,1.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.0
30661,2016,8,29,12,18.0,4.0,32.0,600,92.0,30.6,1008.6,9.5,0.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0
31362,2016,9,27,17,39.0,2.0,17.0,300,69.0,19.85,1018.0,2.7,0.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.0
