No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Wanliu,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
7902,2014,1,24,5,298.0,149.0,155.0,6400,1.0,-2.4,1008.9,-10.0,0.0,0.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,277.0
23992,2015,11,25,15,20.0,5.0,12.0,300,53.0,-3.9,1025.1,-19.4,0.0,4.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.0
4568,2013,9,7,7,112.0,7.4256,71.2391,1600,1.0,19.5,1012.6,17.6,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,96.0
20423,2015,6,29,22,21.0,2.0,34.0,500,37.0,19.1,1003.3,17.2,0.0,0.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.0
8997,2014,3,10,20,166.0,84.0,139.0,2400,2.0,3.9,1014.1,-3.4,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.0
14762,2014,11,6,1,10.0,3.0,30.0,200,30.0,10.3,1020.0,-5.3,0.0,2.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0
15696,2014,12,14,23,247.0,77.0,118.0,3500,3.0,-1.1,1027.0,-8.5,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,169.0
13225,2014,9,3,0,17.0,4.0,67.0,700,2.0,17.6,1005.9,17.6,0.0,0.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0
9632,2014,4,6,7,267.0,13.0,94.0,1200,2.0,11.3,1015.0,0.4,0.0,1.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,67.0
23517,2015,11,5,20,20.0,4.0,28.0,400,24.0,4.5,1027.0,1.2,0.1,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0
20323,2015,6,25,18,84.0,10.0,29.0,1200,157.0,26.4,993.3,17.5,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,84.0
31534,2016,10,4,21,34.0,2.0,45.0,1400,2.0,14.7,1010.3,13.9,0.0,0.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34.0
28514,2016,6,1,1,27.0,4.0,52.0,400,41.0,19.8,1006.7,5.8,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.0
14185,2014,10,13,0,3.0,2.0,35.0,200,17.0,9.3,1025.2,-2.0,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
784,2013,4,2,15,170.0,54.0,83.0,2000,126.0,18.2,1006.7,-0.6,0.0,4.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,152.0
11901,2014,7,9,20,99.0,13.0,72.0,600,105.0,27.3,996.6,17.8,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41.0
17346,2015,2,21,17,394.0,11.0,27.0,400,50.0,3.0,1009.0,-16.2,0.0,11.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40.0
11907,2014,7,10,2,157.0,12.0,131.0,800,2.0,21.7,995.7,19.6,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53.0
28153,2016,5,17,0,62.0,5.0,49.0,400,80.0,18.7,1000.9,5.9,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32.0
31910,2016,10,20,13,74.0,10.0,70.0,1300,10.0,14.0,1016.4,4.8,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37.0
3355,2013,7,18,18,80.0,15.1368,58.0999,1000,109.0,26.6,998.0,21.8,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,108.0
31958,2016,10,22,13,8.0,2.0,16.0,400,42.0,14.5,1018.1,4.8,0.0,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.0
34680,2017,2,12,23,183.0,60.0,123.0,3300,4.0,1.7,1021.6,-12.2,0.0,0.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,125.0
30613,2016,8,27,12,8.0,2.0,12.0,300,81.0,31.0,1007.1,8.1,0.0,1.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0
26146,2016,2,23,9,13.0,3.0,19.0,100,69.0,-0.4,1033.9,-19.6,0.0,2.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.0
30387,2016,8,18,2,104.0,2.0,52.0,1000,12.0,23.3,996.9,22.5,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,104.0
1380,2013,4,27,11,82.0,44.0,69.0,1000,74.0,21.8,1006.0,2.0,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,47.0
10581,2014,5,15,20,274.0,10.0,83.0,500,64.0,24.7,993.7,6.0,0.0,2.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,70.0
21266,2015,8,4,1,24.0,2.0,55.0,700,2.0,18.0,996.1,16.8,0.0,0.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.0
27027,2016,3,31,2,215.0,12.0,121.0,1300,2.0,9.7,1006.2,4.5,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,86.0
9096,2014,3,14,23,176.0,54.0,98.0,1100,2.0,7.3,1006.4,-3.9,0.0,0.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62.0
34029,2017,1,16,20,146.0,21.0,92.0,2200,6.0,-0.7,1028.25,-6.7,0.0,1.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,121.0
24658,2015,12,23,9,330.0,15.0,109.0,6300,4.0,-4.5,1021.8,-5.2,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,330.0
13057,2014,8,27,0,175.0,2.0,139.0,1000,2.0,19.8,1007.1,13.9,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43.0
9193,2014,3,19,0,40.0,10.0,47.0,600,55.0,8.2,1015.0,-7.5,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25.0
28614,2016,6,5,5,70.0,3.0,52.0,600,33.0,17.9,1005.1,15.0,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,63.0
10401,2014,5,8,8,133.0,20.0,107.0,1600,2.0,17.6,1010.7,9.2,0.0,1.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,101.0
9891,2014,4,17,2,202.0,31.0,142.0,1400,2.0,13.8,1004.1,6.4,0.0,0.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0
16363,2015,1,11,18,117.0,40.0,83.0,1200,9.0,2.0,1026.0,-9.0,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69.0
33326,2016,12,18,13,228.0,53.0,125.0,3700,15.0,6.3,1017.4,-4.5,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,228.0
8291,2014,2,9,10,6.0,19.0,30.0,500,43.0,-4.1,1032.1,-20.0,0.0,3.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.0
27859,2016,5,4,18,53.0,6.0,46.0,600,140.0,26.6,997.7,0.3,0.0,2.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40.0
2541,2013,6,14,20,155.0,22.2768,80.4776,1399,183.0,26.1,1001.9,15.5,0.0,1.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,122.0
12502,2014,8,3,21,190.0,7.0,105.0,1100,13.0,28.2,996.0,25.2,0.0,0.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.0
29338,2016,7,5,9,126.0,4.0,55.0,1300,35.0,26.6,1006.1,19.7,0.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,126.0
433,2013,3,19,0,35.0,15.0,57.0,800,33.0,2.5,1005.5,-4.5,0.0,1.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33.0
25830,2016,2,10,5,88.0,40.0,69.0,2100,3.0,-4.1,1013.1,-12.5,0.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0
4714,2013,9,13,9,64.0,8.2824,64.4642,900,1.0,19.1,1001.8,18.1,0.0,1.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0
21057,2015,7,26,8,94.0,3.0,57.0,1000,41.0,27.7,998.2,21.7,0.0,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,94.0
11965,2014,7,12,12,11.0,10.0,14.0,100,107.0,33.4,996.0,12.4,0.0,1.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0
23054,2015,10,17,13,294.0,37.0,90.0,2000,99.0,21.6,1010.5,11.9,0.0,0.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,294.0
23714,2015,11,14,1,247.0,20.0,79.0,4300,2.0,7.4,1012.4,5.7,0.0,0.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,247.0
3702,2013,8,2,5,25.0,10.8528,55.431,600,2.0,21.2,1000.0,21.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0
17208,2015,2,15,23,230.0,67.0,103.0,3300,2.0,2.0,1015.0,-8.2,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,197.0
11989,2014,7,13,12,21.0,9.0,16.0,200,96.0,34.5,995.4,13.9,0.0,2.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0
11916,2014,7,10,11,34.0,36.0,33.0,500,100.0,36.2,993.9,11.8,0.0,1.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34.0
10376,2014,5,7,7,169.0,14.0,103.0,1500,2.0,16.7,1000.4,4.4,0.0,2.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,122.0
19515,2015,5,23,2,142.0,17.0,129.0,1200,17.0,16.2,1002.6,13.9,0.0,0.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,81.0
31670,2016,10,10,13,124.0,17.0,74.0,1100,29.0,17.3,1011.0,6.2,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92.0
225,2013,3,10,8,58.0,28.0,70.0,1100,69.0,5.3,1023.5,-15.9,0.0,4.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26.0
14822,2014,11,8,13,73.0,25.0,65.0,1300,26.0,11.7,1031.0,-1.1,0.0,2.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,66.0
27508,2016,4,20,3,95.0,12.0,87.0,1300,2.0,10.7,1009.5,5.7,0.0,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,95.0
23677,2015,11,12,12,187.0,8.0,57.0,2200,2.0,7.3,1025.0,5.1,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,187.0
31741,2016,10,13,12,152.0,7.0,58.0,1300,66.0,19.2,1014.3,11.0,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,145.0
1044,2013,4,13,11,210.0,43.0,143.0,1100,20.0,26.1,996.7,2.1,0.0,3.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,114.0
109,2013,3,5,12,173.0,86.0,95.0,1899,15.0,11.9,1009.7,-7.5,0.0,1.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,115.0
17356,2015,2,22,3,601.0,4.0,12.0,300,51.0,-4.0,1021.0,-24.9,0.0,2.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75.0
15237,2014,11,25,20,354.0,48.0,152.0,3500,2.0,2.9,1023.0,0.6,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,287.0
13944,2014,10,2,23,51.0,10.0,88.0,1100,2.0,12.2,1010.7,12.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51.0
25965,2016,2,15,20,107.0,4.0,11.0,300,79.0,2.4,1018.3,-16.7,0.0,3.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.0
22338,2015,9,17,17,110.0,18.0,29.0,1100,182.0,26.6,1009.4,16.2,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,109.0
13150,2014,8,30,21,169.0,7.0,80.0,1800,7.0,23.1,1007.7,22.3,1.0,0.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,148.0
21985,2015,9,3,0,42.0,2.0,37.0,700,9.0,21.1,1007.7,17.7,0.0,0.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0
11882,2014,7,9,1,138.0,11.0,108.0,800,2.0,23.8,998.9,17.8,0.0,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0
15918,2014,12,24,5,26.0,28.0,42.0,600,14.0,1.3,1018.0,-16.1,0.0,2.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.0
12191,2014,7,21,22,30.0,13.0,26.0,200,53.0,29.3,998.7,15.8,0.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.0
4600,2013,9,8,15,156.0,57.12,58.3052,1800,97.0,24.7,1009.1,18.6,0.0,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,136.0
10434,2014,5,9,17,131.0,34.0,80.0,1500,59.0,19.6,1007.1,4.5,0.0,0.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,76.0
19195,2015,5,9,18,29.0,4.0,44.0,600,43.0,12.7,1011.8,5.4,0.0,0.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29.0
3982,2013,8,13,21,123.0,63.4032,40.6494,800,83.0,28.0,1000.1,25.4,0.0,1.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,102.0
5938,2013,11,3,9,6.0,25.0,26.4837,300,29.5596,15.6,1019.0,-1.1,0.0,3.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.0
22398,2015,9,20,5,71.0,3.0,72.0,800,2.0,16.4,1009.2,13.3,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0
3102,2013,7,8,5,52.0,1.7136,25.0466,500,84.0,23.2,996.9,22.7,0.0,0.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67.0
3254,2013,7,14,13,31.0,24.8472,31.0003,1000,150.0,31.2,1001.5,20.5,0.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,106.0
32245,2016,11,3,12,211.0,21.0,119.0,2100,14.0,11.1,1012.1,-0.1,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,169.0
33281,2016,12,16,16,196.0,29.0,130.0,2200,14.0,6.7,1016.6,-10.6,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,162.0
372,2013,3,16,11,223.0,116.0,116.0,2100,38.0,13.5,1019.9,-0.2,0.0,1.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,264.0
33901,2017,1,11,12,71.0,22.0,91.0,2200,13.0,2.575,1021.75,-10.8,0.0,0.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,62.0
26396,2016,3,4,19,418.0,60.0,253.0,4300,4.0,8.5,1013.0,1.2,0.0,1.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,418.0
14845,2014,11,9,12,34.0,19.0,51.0,800,24.0,13.3,1030.0,-4.4,0.0,0.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34.0
30637,2016,8,28,12,6.0,2.0,14.0,300,77.0,31.4,1007.0,6.4,0.0,2.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0
33324,2016,12,18,11,232.0,51.0,110.0,4000,8.0,2.7,1019.5,-4.1,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,225.0
25514,2016,1,28,1,153.0,91.0,110.0,3600,5.0,-3.7,1022.7,-16.0,0.0,1.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.0
32756,2016,11,24,19,188.0,25.0,114.0,2300,4.0,-1.9,1020.4,-9.8,0.0,0.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,161.0
10083,2014,4,25,2,164.0,17.0,136.0,1200,6.0,15.0,1010.0,14.0,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,140.0
23636,2015,11,10,19,118.0,6.0,61.0,1600,2.0,5.9,1023.6,4.7,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,118.0
13910,2014,10,1,13,120.0,7.0,75.0,700,2.0,9.7,1009.6,9.2,2.2,0.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,62.0
28600,2016,6,4,15,76.0,20.0,33.0,700,253.0,31.0,999.6,9.2,0.0,2.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,76.0
26985,2016,3,29,8,209.0,8.0,80.0,1200,3.0,11.6,1012.7,-3.0,0.0,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0
3264,2013,7,14,23,7.0,3.4272,31.8215,500,54.0,23.3,1000.2,23.1,2.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,60.0
31328,2016,9,26,7,31.0,2.0,44.0,600,34.0,18.725,1010.5,17.9,0.5,2.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31.0
28642,2016,6,6,9,88.0,13.0,55.0,800,45.0,23.3,1005.3,15.6,0.0,1.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,83.0
30400,2016,8,18,15,61.0,2.0,32.0,1900,45.0,22.7,995.1,22.0,1.3,1.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,61.0
1667,2013,5,9,10,68.0,38.0,72.0,700,21.0,18.5,1005.6,11.6,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,64.0
1008,2013,4,11,23,142.0,21.0,150.0,1200,2.0,5.7,1012.1,-3.4,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,46.0
22513,2015,9,25,0,24.0,2.0,27.0,600,65.0,16.0,1004.3,15.2,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24.0
16987,2015,2,6,18,108.0,32.0,104.0,1400,15.0,5.0,1011.0,-14.5,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85.0
30156,2016,8,8,11,19.0,4.0,14.0,600,114.0,31.3,1004.5,18.3,0.0,1.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0
4918,2013,9,21,21,39.0,11.1384,59.9476,700,57.0,20.8,1010.2,14.9,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39.0
23826,2015,11,18,17,72.0,4.0,42.0,1000,2.0,4.0,1019.1,0.9,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72.0
7779,2014,1,19,2,153.0,96.0,108.0,3500,3.0,-1.9,1022.3,-7.4,0.0,0.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,137.0
16175,2015,1,3,22,235.0,66.0,123.0,4500,2.0,-6.0,1011.0,-13.2,0.0,0.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,113.0
19736,2015,6,1,7,179.0,10.0,100.0,1100,18.0,24.6,994.7,16.3,0.0,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,76.0
13865,2014,9,29,16,15.0,6.0,23.0,200,48.0,21.7,1015.1,4.3,0.0,1.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0
19252,2015,5,12,3,17.0,4.0,27.0,400,74.0,10.9,991.8,6.0,0.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0
19654,2015,5,28,21,112.0,24.0,48.0,900,157.0,25.6,998.7,16.2,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,81.0
11941,2014,7,11,12,8.0,10.0,18.0,100,89.0,36.6,993.3,11.4,0.0,3.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.0
28284,2016,5,22,11,45.0,7.0,30.0,500,153.0,27.5,1012.9,7.9,0.0,1.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,42.0
1750,2013,5,12,21,148.0,44.0,86.0,1100,53.0,22.5,996.6,3.6,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59.0
29691,2016,7,20,2,92.0,2.0,37.0,1100,16.0,22.1,1001.0,21.4,2.5,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,92.0
3076,2013,7,7,3,9.0,1.1424,24.4307,400,88.0,21.5,994.4,21.2,0.0,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34.0
12591,2014,8,7,14,55.0,27.0,38.0,1100,197.0,32.6,1001.7,16.8,0.0,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55.0
9696,2014,4,8,23,241.0,41.0,92.0,1200,73.0,18.4,1004.6,8.1,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,174.0
34354,2017,1,30,9,11.0,14.0,37.0,800,38.0,-6.2,1034.8,-24.0,0.0,1.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0
34216,2017,1,24,15,101.0,25.0,86.0,1600,26.0,1.9,1032.0,-14.9,0.0,2.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,86.0
24201,2015,12,4,8,9.0,6.0,53.0,800,4.0,-1.8,1022.1,-13.3,0.0,1.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0
14334,2014,10,19,5,347.0,11.0,151.0,2600,2.0,13.7,1008.4,11.9,0.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.0
8037,2014,1,29,20,225.0,99.0,136.0,3600,1.0,-0.9,1007.2,-6.5,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.0
7782,2014,1,19,5,173.0,86.0,102.0,3900,1.0,-2.0,1019.9,-6.9,0.0,1.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,146.0
20146,2015,6,18,9,9.0,3.0,11.0,500,81.0,27.9,1002.4,6.0,0.0,3.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.0
28944,2016,6,18,23,116.0,2.0,62.0,900,119.0,25.6,1000.2,18.0,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72.0
13320,2014,9,6,23,192.0,18.0,71.0,1000,62.0,23.8,1003.1,21.1,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,144.0
9848,2014,4,15,7,284.0,10.0,120.0,1700,2.0,17.5,1014.9,12.0,0.0,0.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,192.0
13782,2014,9,26,5,85.0,11.0,47.0,1000,17.0,16.6,1005.5,16.1,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,85.0
20249,2015,6,22,16,90.0,22.0,20.0,1100,232.0,29.8,998.6,13.1,0.0,3.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61.0
24828,2015,12,30,11,9.0,9.0,22.0,100,47.0,4.8,1025.6,-11.8,0.0,2.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0
13280,2014,9,5,7,122.0,8.0,87.0,700,2.0,21.8,1005.0,17.6,0.0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.0
17374,2015,2,22,21,108.0,10.0,47.0,700,19.0,-3.3,1017.0,-14.1,0.0,0.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29.0
2127,2013,5,28,14,50.0,10.0,65.0,1000,10.0,20.7,1000.6,17.5,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,78.0
4212,2013,8,23,11,45.0,17.9928,51.1197,800,39.0,32.8,1004.2,16.2,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43.0
29438,2016,7,9,13,87.0,4.0,30.0,800,168.0,33.9,998.3,20.7,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,87.0
27349,2016,4,13,12,189.0,20.0,126.0,1400,64.0,20.5,996.8,7.8,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,189.0
9495,2014,3,31,14,319.0,67.0,140.0,3200,58.0,22.3,1008.4,5.2,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,245.0
23844,2015,11,19,11,82.0,2.0,41.0,1900,2.0,4.7,1020.3,4.0,0.3,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,82.0
12822,2014,8,17,5,94.0,6.0,22.0,400,103.0,22.3,1004.9,18.3,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34.0
3048,2013,7,5,23,119.0,6.5688,60.9741,500,92.0,28.3,995.3,20.1,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37.0
31251,2016,9,23,2,34.0,2.0,20.0,600,66.0,18.05,1009.0,16.8,0.2,1.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34.0
26496,2016,3,8,23,15.0,4.0,29.0,500,53.0,0.8,1027.0,-19.7,0.0,2.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.0
8387,2014,2,13,10,190.0,65.0,110.0,2700,1.0,-2.9,1031.2,-6.4,0.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,184.0
29657,2016,7,18,16,115.0,4.0,40.0,1100,158.0,28.6,1000.7,20.9,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,115.0
10166,2014,4,28,13,30.0,9.0,33.0,500,88.0,25.4,1012.2,1.5,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,55.0
9575,2014,4,3,22,75.0,5.0,96.0,700,4.0,11.5,1016.5,-6.9,0.0,3.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.0
27546,2016,4,21,17,201.0,2.0,22.0,300,132.0,29.1,994.5,-4.4,0.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,141.0
