No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Aotizhongxin,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
29924,2016,7,29,19,139.0,2.0,54.0,1600,233.0,31.0,1000.6,26.0,0.0,2.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.0
12935,2014,8,21,22,27.0,2.0,31.0,700,102.0,21.8,1003.6,21.3,0.9,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0
5208,2013,10,3,23,42.0,13.0,47.0,600,31.0,15.9,1010.8,12.6,0.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39.0
2299,2013,6,4,18,60.0,9.0,60.0,1100,68.0,20.1,1006.7,16.7,0.0,0.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0
20899,2015,7,19,18,65.0,2.0,41.0,1000,173.0,24.1,1003.2,21.0,0.0,3.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65.0
15519,2014,12,7,14,41.0,15.0,12.0,400,50.0,5.2,1018.0,-17.9,0.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.0
12582,2014,8,7,5,87.0,4.0,76.0,900,8.0,21.7,1004.7,19.3,0.0,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0
12656,2014,8,10,7,39.0,2.0,44.0,300,32.0,21.4,999.1,21.2,0.0,0.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39.0
23708,2015,11,13,19,258.0,13.0,96.0,4500,5.0,7.1,1015.9,5.1,0.0,1.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.0
31104,2016,9,16,23,92.0,2.0,26.0,600,111.0,21.3,1010.4,18.5,0.0,1.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0
33722,2017,1,4,1,502.0,9.0,190.0,8600,2.0,-3.5,1020.8,-4.6,0.0,0.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463.0
33583,2016,12,29,6,15.0,10.0,28.0,400,41.0,-4.8,1032.1,-18.6,0.0,1.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0
12354,2014,7,28,17,79.0,10.0,20.0,500,177.0,32.4,995.2,21.0,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,79.0
23926,2015,11,22,21,37.0,2.0,59.0,1000,19.0,-4.0,1032.9,-5.4,0.1,0.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37.0
10258,2014,5,2,9,161.0,2.0,7.0,300,83.0,17.1,1012.6,-6.7,0.0,4.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,65.0
5339,2013,10,9,10,154.0,41.0,69.0,1900,6.0,15.9,1006.4,12.1,0.0,1.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0
23159,2015,10,21,22,68.0,4.0,65.0,2000,4.0,10.5,1022.3,9.4,0.0,1.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0
17249,2015,2,17,16,34.0,11.0,9.0,400,81.0,11.0,1014.0,-11.8,0.0,1.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0
15463,2014,12,5,6,9.0,11.0,24.0,400,37.0,-4.6,1028.0,-21.2,0.0,1.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.0
7557,2014,1,9,20,76.0,31.0,70.0,1000,5.0,-2.9,1024.2,-20.2,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47.0
29055,2016,6,23,14,97.0,14.0,26.0,1900,146.0,29.5,999.3,19.5,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,97.0
17559,2015,3,2,14,100.0,16.0,13.0,400,89.0,13.9,1004.3,-16.2,0.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25.0
18423,2015,4,7,14,14.0,4.0,13.0,300,87.0,12.6,1025.3,-16.1,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.0
27236,2016,4,8,19,154.0,6.0,29.0,300,90.0,22.0,1003.9,-7.7,0.0,4.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26.0
22212,2015,9,12,11,5.0,5.0,21.0,400,62.0,21.1,1015.2,3.3,0.0,3.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0
20962,2015,7,22,9,97.0,2.0,93.0,1200,33.0,25.0,1000.8,20.7,0.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,97.0
23013,2015,10,15,20,198.0,13.0,169.0,2400,69.0,15.4,1012.6,11.0,0.0,0.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.0
7368,2014,1,1,23,139.0,44.0,107.0,2600,1.0,-2.4,1013.0,-8.7,0.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0
14869,2014,11,10,12,41.0,17.0,55.0,800,19.0,13.5,1016.0,-3.3,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41.0
7195,2013,12,25,18,99.0,19.0,26.0,700,49.0,-0.1,1024.4,-18.3,0.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28.0
33110,2016,12,9,13,13.0,2.0,16.0,300,64.0,4.7,1024.0,-14.2,0.0,1.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.0
32514,2016,11,14,17,21.0,2.0,19.0,200,68.0,11.8,1019.6,-18.9,0.0,3.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
34467,2017,2,4,2,317.0,83.0,160.0,5400,52.0,-0.3,1016.0,-8.3,0.0,0.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317.0
6567,2013,11,29,14,24.0,16.0,42.0,800,33.0,12.2,1010.9,-11.5,0.0,3.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.0
6480,2013,11,25,23,70.0,18.0,60.0,1600,1.0,-2.5,1011.3,-8.4,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29.0
27867,2016,5,5,2,30.0,8.0,50.0,400,38.0,18.8,1002.6,1.3,0.0,2.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0
25657,2016,2,3,0,32.0,24.0,70.0,1000,22.0,-1.7,1024.4,-18.7,0.0,1.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26.0
14928,2014,11,12,23,26.0,7.0,28.0,400,41.0,5.3,1017.0,-14.2,0.0,2.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.0
25795,2016,2,8,18,23.0,12.0,9.0,400,79.0,9.2,1012.0,-15.4,0.0,1.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0
20654,2015,7,9,13,74.0,13.0,30.0,800,261.0,31.0,1008.5,17.0,0.0,2.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,74.0
5400,2013,10,11,23,152.0,16.8504,132.0,1100,1.0,12.3,1011.9,8.4,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,97.0
3953,2013,8,12,16,57.0,3.0,41.0,400,126.0,29.4,998.1,23.8,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47.0
18871,2015,4,26,6,212.0,10.0,134.0,1500,2.0,14.7,1007.1,11.7,0.0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,101.0
9126,2014,3,16,5,438.0,65.0,82.0,3300,2.0,8.7,1011.6,-5.6,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,142.0
11538,2014,6,24,17,463.0,8.0,31.0,600,226.0,30.5,995.8,16.1,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,463.0
31344,2016,9,26,23,89.0,2.0,78.0,1700,5.0,19.1,1010.1,18.4,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89.0
8219,2014,2,6,10,126.0,77.0,57.0,2200,2.0,-1.3,1025.1,-10.7,0.0,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,126.0
890,2013,4,7,1,115.0,22.0,65.0,600,29.0,4.0,1004.4,-2.4,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.0
14861,2014,11,10,4,38.0,2.0,56.0,800,2.0,-0.1,1022.0,-0.1,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0
25203,2016,1,15,2,161.0,39.0,116.0,4000,7.0,-5.0,1014.5,-15.1,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,123.0
29392,2016,7,7,15,114.0,5.0,12.0,800,258.0,33.2,1005.4,17.4,0.0,2.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,114.0
12701,2014,8,12,4,31.0,2.0,79.0,300,21.0,19.9,1000.2,16.3,0.0,0.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0
19856,2015,6,6,7,13.0,2.0,27.0,400,70.0,22.1,997.9,9.9,0.0,2.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.0
9752,2014,4,11,7,110.0,27.0,88.0,1200,18.0,13.1,1015.4,2.6,0.0,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0
8832,2014,3,3,23,302.0,128.0,101.0,4500,2.0,2.9,1017.1,-2.4,0.0,1.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,247.0
12030,2014,7,15,5,42.0,2.0,37.0,300,85.0,22.1,998.5,19.3,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,42.0
7631,2014,1,12,22,94.0,39.0,78.0,1200,1.0,-5.8,1028.6,-16.1,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54.0
17673,2015,3,7,8,248.0,42.0,96.0,2700,13.0,-0.5,1015.9,-6.5,0.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.0
454,2013,3,19,21,50.0,9.0,67.0,1200,2.0,0.9,1014.9,0.5,1.5,1.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0
34139,2017,1,21,10,21.0,6.0,10.0,300,78.0,-2.05,1027.0,-22.2,0.0,4.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0
16458,2015,1,15,17,497.0,47.0,185.0,6200,2.0,1.0,1018.0,-6.6,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438.0
7319,2013,12,30,22,121.0,66.0,96.0,1700,1.0,-0.1,1008.4,-15.2,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,84.0
31447,2016,10,1,6,163.0,2.0,114.0,1300,2.0,14.2,1010.6,12.4,0.0,0.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,157.0
13216,2014,9,2,15,22.0,4.0,30.0,900,68.0,20.1,1004.5,19.4,6.4,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22.0
34676,2017,2,12,19,124.0,40.0,130.0,2600,15.0,5.3,1021.5,-11.8,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,113.0
10751,2014,5,22,22,154.0,8.0,57.0,500,88.0,27.2,1002.6,13.9,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,67.0
13427,2014,9,11,10,200.0,7.0,92.0,1400,12.0,24.4,1008.6,16.9,0.0,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,95.0
31660,2016,10,10,3,108.0,4.0,66.0,1000,2.0,6.6,1015.8,5.2,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,57.0
9896,2014,4,17,7,162.0,7.0,95.0,1200,2.0,11.3,1007.2,9.9,0.7,1.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,91.0
9415,2014,3,28,6,189.0,24.0,82.0,1600,2.0,11.5,1003.1,10.6,0.4,0.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,159.0
12526,2014,8,4,21,15.0,2.0,43.0,300,28.0,20.5,1001.2,20.3,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.0
24260,2015,12,6,19,238.0,37.0,137.0,4700,11.0,-1.2,1025.9,-3.1,0.0,0.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.0
1183,2013,4,19,6,119.0,36.0,77.0,1200,16.0,7.3,1020.0,-7.2,0.0,1.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,56.0
8062,2014,1,30,21,183.0,65.0,50.0,1700,31.0,1.5,1013.9,-7.1,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,112.0
22236,2015,9,13,11,47.0,6.0,48.0,600,52.0,25.5,1013.1,10.1,0.0,1.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.0
34863,2017,2,20,14,25.0,5.0,11.0,300,97.0,3.2,1027.5,-23.6,0.0,1.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.0
16985,2015,2,6,16,58.0,29.0,89.0,1600,41.0,8.0,1012.0,-14.3,0.0,2.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48.0
9234,2014,3,20,17,30.0,2.0,10.0,300,88.0,17.2,1017.2,-8.1,0.0,1.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.0
26190,2016,2,25,5,28.0,7.0,41.0,600,31.0,-2.1,1029.4,-17.0,0.0,1.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.0
12889,2014,8,20,0,141.0,3.0,42.0,700,110.0,25.3,1004.1,20.5,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85.0
26003,2016,2,17,10,77.0,29.0,68.0,2000,18.0,5.3,1020.5,-10.9,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,77.0
24543,2015,12,18,14,36.0,13.0,37.0,900,62.0,6.0,1029.4,-10.7,0.0,2.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26.0
4027,2013,8,15,18,176.0,14.0,41.0,1200,171.0,30.9,996.1,26.4,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,145.0
15535,2014,12,8,6,38.0,23.0,50.0,700,11.0,-5.1,1014.0,-13.0,0.0,1.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21.0
17166,2015,2,14,5,168.0,59.0,124.0,3600,13.0,0.0,1004.0,-9.2,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.0
22288,2015,9,15,15,130.0,36.0,46.0,1300,251.0,25.8,1014.0,11.9,0.0,1.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120.0
17758,2015,3,10,21,130.0,22.0,65.0,900,54.0,5.9,1020.2,-17.4,0.0,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,72.0
18235,2015,3,30,18,342.0,21.0,51.0,1200,147.0,21.2,1002.4,8.8,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,160.0
18493,2015,4,10,12,205.0,22.0,65.0,1300,90.0,17.8,1015.8,4.0,0.0,2.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,205.0
32466,2016,11,12,17,153.0,8.0,90.0,1400,21.0,10.6,1015.2,2.4,0.0,0.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,93.0
19480,2015,5,21,15,122.0,17.0,33.0,600,161.0,28.1,1005.3,6.2,0.0,5.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45.0
21849,2015,8,28,8,21.0,2.0,46.0,1000,28.0,24.3,1004.9,16.3,0.0,1.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.0
15065,2014,11,18,16,93.0,32.0,93.0,1100,4.0,13.1,1010.0,-5.0,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,55.0
9688,2014,4,8,15,215.0,44.0,44.0,1000,190.0,24.3,1004.7,5.1,0.0,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,178.0
7732,2014,1,17,3,224.0,100.0,81.0,3800,1.0,-0.7,1024.7,-2.9,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,241.0
32435,2016,11,11,10,138.0,6.0,70.0,1900,2.0,5.1,1011.1,0.7,0.0,1.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,122.0
7389,2014,1,2,20,239.0,86.0,127.0,4100,1.0,3.5,1011.5,-4.9,0.0,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,160.0
23581,2015,11,8,12,49.0,6.0,44.0,800,42.0,5.1,1021.3,-0.1,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,49.0
32118,2016,10,29,5,37.0,2.0,60.0,300,2.0,0.5,1029.4,-1.6,0.0,0.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0
9397,2014,3,27,12,477.0,66.0,120.0,6000,2.0,15.1,1006.7,11.9,0.0,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396.0
1062,2013,4,14,5,56.0,7.0,55.0,400,37.0,5.8,1008.7,-10.1,0.0,0.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0
326,2013,3,14,13,117.0,65.0,78.0,1399,77.0,8.7,1020.0,-3.8,0.0,3.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,104.0
14577,2014,10,29,8,148.0,6.0,88.0,1100,2.0,9.1,1019.7,6.4,0.0,1.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.0
31358,2016,9,27,13,6.0,2.0,10.0,200,71.0,19.725,1017.75,2.1,0.0,5.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0
23365,2015,10,30,12,12.0,6.0,36.0,500,44.0,12.5,1026.7,-7.0,0.0,2.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.0
17864,2015,3,15,7,206.0,14.0,90.0,1600,8.0,-0.8,1015.0,-5.8,0.0,0.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0
28864,2016,6,15,15,17.0,4.0,15.0,300,162.0,30.7,996.3,12.1,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.0
24129,2015,12,1,8,438.0,31.0,177.0,9500,10.0,-0.4,1015.5,-0.8,0.0,0.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,438.0
1846,2013,5,16,21,163.0,23.0,56.0,800,109.0,21.8,1009.0,12.1,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,74.0
14699,2014,11,3,10,24.0,7.0,73.0,1000,3.0,14.7,1018.0,-4.6,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.0
12264,2014,7,24,23,70.0,5.0,81.0,1300,33.0,21.7,1001.2,20.5,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70.0
25266,2016,1,17,17,18.0,2.0,17.0,500,70.0,-5.4,1021.3,-22.4,0.0,3.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.0
5190,2013,10,3,5,52.0,6.0,60.0,400,1.0,8.8,1013.3,7.7,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26.0
26468,2016,3,7,19,39.0,3.0,16.0,300,71.0,6.0,1019.7,-20.4,0.0,5.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0
1041,2013,4,13,8,196.0,33.0,86.0,1300,2.0,16.9,996.8,2.5,0.0,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100.0
17482,2015,2,27,9,20.0,7.0,35.0,500,42.0,-1.5,1031.5,-17.3,0.0,0.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.0
3274,2013,7,15,9,19.0,4.0,46.0,1500,2.0,23.1,994.5,22.9,3.3,0.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34.0
33535,2016,12,27,6,41.0,9.0,56.0,800,13.0,-2.4,1031.3,-15.8,0.0,1.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.0
28806,2016,6,13,5,35.0,2.0,16.0,400,112.0,19.8,999.7,17.2,0.0,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35.0
24587,2015,12,20,10,181.0,45.0,115.0,4600,11.0,-1.4,1023.5,-4.7,0.0,1.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.0
20978,2015,7,23,1,26.0,2.0,51.0,600,76.0,21.7,1000.4,21.0,0.1,1.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0
17118,2015,2,12,5,25.0,11.0,44.0,500,66.0,-5.0,1015.0,-11.6,0.0,0.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0
410,2013,3,18,1,476.0,45.0,154.0,3799,107.0,8.8,996.3,-1.1,0.0,1.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,463.0
23797,2015,11,17,12,20.0,7.0,32.0,700,31.0,8.0,1023.2,-4.8,0.0,2.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0
24500,2015,12,16,19,13.0,2.0,24.0,700,37.0,-1.8,1029.6,-17.1,0.0,3.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.0
24210,2015,12,4,17,16.0,8.0,32.0,500,59.0,4.8,1020.9,-11.3,0.0,2.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.0
26135,2016,2,22,22,61.0,12.0,22.0,500,62.0,1.5,1030.6,-15.5,0.0,3.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28.0
27766,2016,4,30,21,129.0,10.0,28.0,1100,133.0,22.5,997.3,15.1,0.0,3.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,129.0
8008,2014,1,28,15,139.0,26.0,28.0,900,64.0,4.9,1019.8,-8.6,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,58.0
20034,2015,6,13,17,18.0,8.0,17.0,400,133.0,28.8,1000.3,13.1,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.0
6352,2013,11,20,15,23.0,9.0,25.0,500,35.9856,11.4,1016.4,-7.0,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20.0
9654,2014,4,7,5,230.0,14.0,93.0,600,2.0,7.5,1008.2,3.0,0.0,0.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80.0
11632,2014,6,28,15,18.0,30.0,17.0,500,121.0,36.5,996.9,11.3,0.0,1.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.0
28782,2016,6,12,5,148.0,3.0,17.0,1200,70.0,19.3,1005.1,16.3,0.0,0.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.0
4281,2013,8,26,8,100.0,7.0,102.0,700,11.0,29.7,1001.5,18.2,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0
10339,2014,5,5,18,74.0,3.0,28.0,300,105.0,18.2,1008.5,-3.9,0.0,2.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33.0
12365,2014,7,29,4,130.0,3.0,30.0,500,91.0,25.4,997.8,22.9,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130.0
29287,2016,7,3,6,125.0,4.0,72.0,1000,2.0,24.4,1002.1,18.8,0.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0
13823,2014,9,27,22,183.0,8.0,131.0,1400,2.0,15.9,1011.3,13.9,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,61.0
27103,2016,4,3,6,23.0,2.0,15.0,200,70.0,8.6,1020.4,-9.9,0.0,0.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0
18357,2015,4,4,20,120.0,8.0,59.0,800,126.0,14.6,1008.7,3.1,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,90.0
26047,2016,2,19,6,19.0,2.0,29.0,700,46.0,0.4,1021.6,-11.3,0.0,1.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0
25617,2016,2,1,8,35.0,19.0,56.0,1000,22.0,-7.6,1032.9,-18.9,0.0,0.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0
9003,2014,3,11,2,236.0,95.0,116.0,3500,2.0,1.7,1011.7,-2.6,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,185.0
7621,2014,1,12,12,10.0,24.0,12.0,600,53.0,2.6,1030.4,-20.8,0.0,2.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.0
22030,2015,9,4,21,41.0,2.0,38.0,1800,68.0,19.5,1008.0,18.8,1.2,2.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0
11108,2014,6,6,19,9.0,2.0,45.0,400,35.0,18.3,999.7,17.5,0.0,1.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0
34925,2017,2,23,4,15.0,6.0,31.0,400,73.0,-0.1,1025.5,-12.7,0.0,2.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.0
3495,2013,7,24,14,24.0,8.0,15.0,200,123.0,37.9,993.5,16.2,0.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.0
18775,2015,4,22,6,143.0,5.0,95.0,1100,2.0,8.2,1014.9,4.4,0.0,0.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0
8205,2014,2,5,20,80.0,61.0,47.0,1000,30.0,-2.6,1022.2,-10.6,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,79.0
20253,2015,6,22,20,156.0,14.0,51.0,1000,220.0,27.8,1000.8,16.1,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,95.0
25658,2016,2,3,1,32.0,24.0,76.0,1200,16.0,-5.0,1024.2,-17.2,0.0,0.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30.0
